id,year,azithromycin_mic_sign,cefixime_SIR,ceftriaxone_SIR,ciprofloxacin_SIR,private_record,private_owner
155472,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155473,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155474,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155475,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155476,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155477,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155478,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155479,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155480,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155481,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155482,2017,,,,,true,"Odile Harrison, University of Oxford, UK"
155483,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155484,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155485,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155486,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155487,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155488,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155489,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155490,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155491,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155492,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155493,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155494,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155495,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155496,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155497,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155498,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155499,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155500,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155501,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155502,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155503,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155504,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155508,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155509,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155510,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155511,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155512,2012,,,,,true,"Odile Harrison, University of Oxford, UK"
155513,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155514,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155515,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155516,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155517,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155518,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155519,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155520,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155521,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155522,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155523,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155524,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155525,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155526,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155527,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155528,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155529,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155530,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155531,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155532,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155533,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155534,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155535,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155536,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155537,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155538,2013,,,,,true,"Odile Harrison, University of Oxford, UK"
155539,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155540,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155541,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155542,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155543,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155544,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155545,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155546,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155547,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155548,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155549,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155550,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155551,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155552,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155553,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155554,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155555,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155556,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155557,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155558,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155559,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155560,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155561,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155562,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155563,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155564,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155565,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155566,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155567,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155568,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155569,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155570,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155571,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155572,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155573,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155574,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155575,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155576,2014,,,,,true,"Odile Harrison, University of Oxford, UK"
155577,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155578,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155579,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155580,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155581,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155582,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155583,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155584,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155585,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155586,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155587,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155588,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155589,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155590,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155591,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155592,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155593,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155594,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155595,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155596,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155597,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155598,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155599,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155600,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155601,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155602,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155603,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155604,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155605,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155606,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155607,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155608,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155609,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155610,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155611,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155612,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155613,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155614,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155615,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155616,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155617,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155618,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155619,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155620,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155621,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155622,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155623,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155624,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155625,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155626,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155627,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155628,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155629,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155630,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155631,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155632,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155633,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155634,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155635,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155636,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155637,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155638,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155639,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155640,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155641,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155642,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155643,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155644,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155645,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155646,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155647,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155648,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155649,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155650,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155651,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155652,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155653,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155654,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155655,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155656,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155657,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155658,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155659,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155660,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155661,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155662,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155663,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155665,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155666,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155667,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155668,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155669,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155670,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155671,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155672,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155673,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155674,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155675,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155676,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155677,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155678,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155679,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155680,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155681,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155682,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155683,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155684,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155685,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155686,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155687,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155688,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155689,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155690,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155691,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155692,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155693,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155694,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155695,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155696,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155697,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155698,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155699,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155701,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155702,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155703,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155704,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155705,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155706,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155707,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155710,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155711,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155712,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155714,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155718,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155719,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155720,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155722,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155723,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155725,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155726,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155728,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155729,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155730,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155733,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155734,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155735,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155738,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155741,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155742,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155743,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155744,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155748,2021,,,,,true,"Odile Harrison, University of Oxford, UK"
155749,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155750,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155751,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155752,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155753,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155754,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155755,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155756,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155757,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155758,2020,,,,,true,"Odile Harrison, University of Oxford, UK"
155759,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155760,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155761,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155762,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155763,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155764,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155767,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155768,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155769,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155770,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155772,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155773,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155774,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155775,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155776,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155777,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155778,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155779,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155780,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155781,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155782,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155783,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155784,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155785,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155787,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155788,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155789,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155791,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155792,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155793,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155794,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155795,2015,,,,,true,"Odile Harrison, University of Oxford, UK"
155796,2018,,,,,true,"Odile Harrison, University of Oxford, UK"
155797,2018,,,,,true,"Odile Harrison, University of Oxford, UK"
155798,2018,,,,,true,"Odile Harrison, University of Oxford, UK"
155799,2018,,,,,true,"Odile Harrison, University of Oxford, UK"
155801,2018,,,,,true,"Odile Harrison, University of Oxford, UK"
155802,2018,,,,,true,"Odile Harrison, University of Oxford, UK"
155803,2018,,,,,true,"Odile Harrison, University of Oxford, UK"
155804,2018,,,,,true,"Odile Harrison, University of Oxford, UK"
