id,isolate,country,azithromycin_mic,cefixime_mic,ceftriaxone_mic
118288,16-415,Sweden,,,
118299,16-427,Sweden,,,
118302,16-430,Sweden,,,
118306,16-434,Sweden,,,
118310,16-438,Sweden,,,
118315,16-442,Sweden,,,
118322,16-450,Sweden,,,
118331,16-459,Sweden,,,
118337,16-466,Sweden,,,
118341,16-47,Sweden,,,
118346,16-474,Sweden,,,
118348,16-476,Sweden,,,
118367,16-501,Sweden,,,
118377,16-510,Sweden,,,
118380,16-513,Sweden,,,
118455,16-517,Sweden,,,
118489,16-565,Sweden,,,
118492,16-570,Sweden,,,
118495,16-576,Sweden,,,
118499,16-580,Sweden,,,
118500,16-581,Sweden,,,
118504,16-585,Sweden,,,
118517,16-599,Sweden,,,
118524,16-605,Sweden,,,
118528,16-65,Sweden,,,
118529,16-66,Sweden,,,
118532,16-70,Sweden,,,
118547,16-91,Sweden,,,
118549,16-94,Sweden,,,
118556,16AM100093,Sweden,,,
118558,16AM100114,Sweden,,,
118577,16AM100459,Sweden,,,
118582,16AM100549,Sweden,,,
118604,16AM100957,Sweden,,,
118607,16AM101029,Sweden,,,
118611,16AM101131,Sweden,,,
118613,16AM101147,Sweden,,,
118624,16AM101412,Sweden,,,
118627,16AM101451,Sweden,,,
118630,16AM101498,Sweden,,,
118638,16AM101606,Sweden,,,
118648,16AM101944,Sweden,,,
118652,16AM102088,Sweden,,,
118653,16AM102097,Sweden,,,
118657,16AM102136,Sweden,,,
118704,16AM103164,Sweden,,,
118712,16AM103436,Sweden,,,
118729,16AM103746,Sweden,,,
118746,16AM104120,Sweden,,,
118763,16AM104380,Sweden,,,
118766,16AM104396,Sweden,,,
118775,16AM104558,Sweden,,,
118785,16AM104821,Sweden,,,
118789,16AM104901,Sweden,,,
118800,16AM105146,Sweden,,,
118804,16AM105169,Sweden,,,
118847,16AM106040,Sweden,,,
119077,16AM106133,Sweden,,,
119082,16AM106170,Sweden,,,
119096,16AM106424,Sweden,,,
119097,16AM106440,Sweden,,,
119098,16AM106454,Sweden,,,
119102,16AM106502,Sweden,,,
119110,16AM106682,Sweden,,,
119149,16AM107420,Sweden,,,
119205,16AM108574,Sweden,,,
119212,16AM108788,Sweden,,,
119216,16AM108872,Sweden,,,
119219,16AM108933,Sweden,,,
119223,16AM108987,Sweden,,,
119227,16AM109010,Sweden,,,
119230,16AM109080,Sweden,,,
119262,16AM109589,Sweden,,,
119274,16AM109795,Sweden,,,
119278,16AM109914,Sweden,,,
119293,16AM110122,Sweden,,,
119301,16AM110248,Sweden,,,
119308,16AM110337,Sweden,,,
119326,16AM110706,Sweden,,,
119344,16AM111067,Sweden,,,
119368,16AM111622,Sweden,,,
119376,16AM111726,Sweden,,,
119388,16AM112147,Sweden,,,
119403,16AM112420,Sweden,,,
119506,TH2,Thailand,0.125,,0.004
119507,TH3,Thailand,0.25,,0.008
119525,TH22,Thailand,0.064,,0.004
119535,TH33,Thailand,0.032,,0.004
119536,TH34,Thailand,0.064,,0.004
119551,TH51,Thailand,0.25,,0.032
119558,TH59,Thailand,0.064,,0.008
119559,TH60,Thailand,0.125,,0.016
119562,TH63,Thailand,0.25,,0.008
119741,MA100,Brazil,0.125,0.008,0.008
119794,POA66,Brazil,0.25,0.008,0.016
119812,SA13,Brazil,0.06,0.008,0.004
119847,SA50,Brazil,0.03,0.008,0.004
119870,SA77,Brazil,0.125,0.016,0.008
125518,NG_AMS935,The Netherlands,0.094,0.016,0.002
125705,NG_AMS1124,The Netherlands,0.125,0.016,0.016
125797,NG_AMS1218,The Netherlands,0.19,0.016,0.012
125863,NG_AMS1285,The Netherlands,0.047,0.016,0.006
128698,ECDC_ES18_8236,Spain,0.047,0.016,0.016
128729,ECDC_ES18_8272,Spain,0.064,0.016,0.016
128759,ECDC_ES18_8313,Spain,0.032,0.016,0.016
128776,ECDC_ES18_8347,Spain,0.032,0.016,0.016
128786,ECDC_ES18_8361,Spain,0.125,0.016,0.016
128831,ECDC_ES18_8417,Spain,0.094,0.016,0.016
128832,ECDC_ES18_8418,Spain,0.064,0.032,0.023
128873,ECDC_PT18_408,Portugal,0.094,0.016,0.003
128891,ECDC_PT18_427,Portugal,0.19,0.016,0.002
128917,ECDC_PT18_457,Portugal,0.047,0.016,0.003
128918,ECDC_PT18_458,Portugal,0.25,0.016,0.006
128924,ECDC_PT18_464,Portugal,0.064,0.016,0.002
128935,ECDC_PT18_475,Portugal,0.094,0.016,0.004
128940,ECDC_PT18_480,Portugal,0.094,0.016,0.002
128953,ECDC_GR18_010,Greece,0.125,0.016,0.008
128960,ECDC_GR18_021,Greece,0.023,0.016,0.002
128962,ECDC_GR18_023,Greece,0.064,0.016,0.003
129009,ECDC_GR18_076,Greece,0.064,0.016,0.003
129040,ECDC_DK18_737,Denmark,0.094,0.016,0.008
129066,ECDC_DK18_763,Denmark,0.125,0.016,0.004
129073,ECDC_DK18_785,Denmark,0.064,0.016,0.003
129078,ECDC_DK18_768,Denmark,0.094,0.016,0.003
129094,ECDC_DK18_800,Denmark,0.064,0.016,0.002
129101,ECDC_DK18_808,Denmark,0.125,0.016,0.008
129110,ECDC_AT18_980245,Austria,0.125,0.016,0.002
129171,ECDC_AT18_980380,Austria,0.125,0.016,0.002
129181,ECDC_AT18_980466,Austria,0.25,0.016,0.004
129195,ECDC_AT18_980551,Austria,0.064,0.016,0.002
129209,ECDC_AT18_980577,Austria,0.25,0.016,0.003
129217,ECDC_AT18_980582,Austria,0.19,0.016,0.003
129221,ECDC_AT18_980586,Austria,0.19,0.016,0.003
129277,ECDC_AT18_980025,Austria,0.047,0.016,0.002
129283,ECDC_AT18_980813,Austria,0.094,0.016,0.003
129330,ECDC_NL18_180908007502,The Netherlands,0.064,0.016,0.004
129435,ECDC_NL18_181101013602,The Netherlands,0.016,0.016,0.003
129442,ECDC_NL18_181020008301,The Netherlands,0.016,0.016,0.002
129456,ECDC_SE18_048,Sweden,0.19,0.016,0.004
129463,ECDC_SE18_055,Sweden,0.094,0.016,0.003
129465,ECDC_SE18_057,Sweden,0.047,0.016,0.004
129494,ECDC_SE18_185,Sweden,0.125,0.016,0.008
129503,ECDC_SE18_194,Sweden,0.047,0.016,0.002
129505,ECDC_SE18_196,Sweden,0.19,0.016,0.012
129524,ECDC_NL18_181110006807,The Netherlands,0.094,0.016,0.006
129549,ECDC_SE18_082,Sweden,0.047,0.023,0.016
129553,ECDC_SE18_088,Sweden,0.023,0.016,0.004
129594,ECDC_SE18_131,Sweden,0.094,0.016,0.006
129612,ECDC_SE18_157,Sweden,0.094,0.016,0.008
129712,ECDC_HU18_073,Hungary,0.19,0.016,0.016
129799,ECDC_IT18_4167,Italy,0.5,0.016,0.004
129818,ECDC_IT18_4205,Italy,0.5,0.047,0.012
129873,ECDC_CZ18_015,Czech Republic,0.125,0.016,0.004
129951,ECDC_ES18_8268,Spain,0.064,0.016,0.016
129953,ECDC_ES18_8310,Spain,0.023,0.016,0.016
130000,ECDC_AT18_980842,Austria,0.19,0.016,0.003
130051,ECDC_IT18_4160,Italy,0.125,0.016,0.002
130234,ECDC_NO18_643387,Norway,0.5,0.016,0.016
130238,ECDC_GE18_002,Germany,0.125,0.016,0.006
130246,ECDC_GE18_023,Germany,0.125,0.016,0.008
130268,ECDC_GE18_056,Germany,0.047,0.016,0.002
130271,ECDC_GE18_061,Germany,0.094,0.016,0.003
130279,ECDC_GE18_074,Germany,0.25,0.016,0.004
130306,ECDC_FI18_18GC01396,Finland,0.094,0.016,0.016
130309,ECDC_FI18_18GC01408,Finland,0.25,0.016,0.064
130328,ECDC_FI18_18GC01529,Finland,0.094,0.016,0.016
130366,ECDC_NO18_638017,Norway,0.125,0.016,0.016
130380,ECDC_FI18_18GC01579,Finland,0.19,0.016,0.016
130382,ECDC_NO18_638185,Norway,0.023,0.016,0.016
130403,ECDC_IS18_S1804060274,Iceland,0.125,0.016,0.006
130406,ECDC_IS18_S1805110322,Iceland,0.094,0.016,0.003
130410,ECDC_IS18_S1806200287,Iceland,0.125,0.016,0.003
130420,ECDC_IS18_S1810110281,Iceland,0.125,0.016,0.002
130512,ECDC_SI18_11498,Slovenia,0.064,0.032,0.016
130519,ECDC_SI18_14375,Slovenia,0.064,0.032,0.016
130579,ECDC_UK18_18CC855,UK,0.06,0.03,0.015
130611,ECDC_UK18_NI18019,UK,0.25,0.06,0.015
130698,ECDC_UK18_18LU016,UK,0.06,0.03,0.015
130768,ECDC_BE18_533,Belgium,0.094,0.015,0.016
130895,ECDC_UK18_NI18027,UK,0.125,0.06,0.015
130938,ECDC_FR18_46,France,0.5,0.016,0.008
130999,ECDC_SI18_12218,Slovenia,0.016,0.032,0.016
131053,ECDC_SI18_12969,Slovenia,0.064,0.016,0.016
131099,GP-12-MUS-071,South Africa,0.128,0.016,0.006
131101,GP-12-MUS-088,South Africa,0.064,0.016,0.004
131109,GP-12-MUS-110,South Africa,0.032,0.016,0.008
131113,GP-12-MUS-124,South Africa,,0.016,0.004
131115,GP-12-MUS-163,South Africa,,0.016,0.004
131121,GP-12-MUS-205,South Africa,,0.016,0.006
131122,GP-12-MUS-208,South Africa,,0.016,0.012
131128,GP-12-MUS-251,South Africa,,0.016,0.004
131131,GP-12-MUS-273,South Africa,,0.016,0.004
131132,GP-12-MUS-276,South Africa,,0.016,0.006
131134,GP-12-MUS-289,South Africa,,0.016,0.006
131138,GP-12-MUS-307,South Africa,,0.016,0.004
131140,GP-12-MUS-312,South Africa,,0.016,0.008
131145,GP-12-MUS-331,South Africa,,0.016,0.004
131147,GP-12-MUS-337,South Africa,,0.016,0.012
131148,GP-12-MUS-339,South Africa,,0.016,0.006
131153,GP-12-MUS-368,South Africa,,0.016,0.006
131154,GP-12-MUS-371,South Africa,,0.016,0.004
131157,GP-13-MUS-032,South Africa,,0.016,0.008
131158,GP-13-MUS-044,South Africa,0.25,0.016,0.006
131162,GP-13-MUS-053,South Africa,0.128,0.016,0.004
131165,GP-13-MUS-070,South Africa,0.25,0.016,0.008
131168,GP-13-MUS-077,South Africa,0.5,0.016,0.004
131172,GP13-MUS-085,South Africa,0.25,0.016,0.004
131174,GP13-MUS-088,South Africa,0.25,0.016,0.006
131176,GP-13-MUS-099,South Africa,0.064,0.016,0.004
131183,GP-13-MUS-121,South Africa,,0.016,0.008
131186,GP-13-MUS-133,South Africa,,0.016,0.006
131192,GP13-MUS-179,South Africa,,0.016,0.006
131193,GP13-MUS-187,South Africa,,0.016,0.004
131196,GP13-MUS-195,South Africa,,0.016,0.006
131199,GP13-MUS-206,South Africa,,0.016,0.008
131200,GP13-MUS-208,South Africa,,0.016,0.006
131201,GP13-MUS-210,South Africa,,0.016,0.006
131202,GP13-MUS-213,South Africa,,0.016,0.008
131209,GP-13-MUS-243,South Africa,,0.016,0.016
131213,GP-13-MUS-256,South Africa,,0.016,0.004
131214,GP-13-MUS-257,South Africa,,0.016,0.006
131215,GP-13-MUS-258,South Africa,,0.016,0.006
131216,GP-13-MUS-269,South Africa,,0.016,0.008
131222,GP-14-MUS-032,South Africa,0.128,0.016,0.008
131224,GP-14-MUS-034,South Africa,0.064,0.016,0.006
131225,GP-14-MUS-042,South Africa,0.064,0.016,0.008
131228,GP-14-MUS-057,South Africa,0.032,0.016,0.008
131236,GP-14-MUS-094,South Africa,0.064,0.023,0.008
131238,GP-14-MUS-099,South Africa,0.032,0.016,0.006
131239,GP-14-MUS-103,South Africa,0.128,0.016,0.012
131242,GP-14-MUS-110,South Africa,0.064,0.016,0.008
131246,GP-14-MUS-139,South Africa,0.032,0.016,0.008
131247,GP-14-MUS-143,South Africa,,0.047,0.016
131249,GP-14-MUS-150,South Africa,,0.016,0.006
131250,GP-14-MUS-151,South Africa,,0.023,0.008
131251,GP-14-MUS-154,South Africa,,0.016,0.006
131252,GP-14-MUS-156,South Africa,,0.016,0.008
131254,GP-14-MUS-183,South Africa,,0.016,0.006
131259,GP-14-MUS-213,South Africa,,0.016,0.006
131260,GP-14-MUS-214,South Africa,,0.016,0.006
131261,GP-14-MUS-218,South Africa,,0.023,0.012
131262,GP-14-MUS-219,South Africa,,0.016,0.006
131266,GP-14-MUS-238,South Africa,,0.016,0.006
131267,GP-14-MUS-243,South Africa,,0.016,0.006
131268,GP-14-MUS-244,South Africa,,0.016,0.006
131270,GP-14-MUS-247,South Africa,,0.016,0.006
131271,GP-14-MUS-250,South Africa,,0.016,0.008
131273,GP-14-MUS-252,South Africa,,0.016,0.012
131274,15MUS-AH001,South Africa,0.25,0.016,0.006
131276,15MUS-AH008,South Africa,0.128,0.016,0.006
131277,15MUS-AH009,South Africa,0.25,0.016,0.008
131278,15MUS-AH021,South Africa,0.128,0.016,0.006
131281,15MUS-AH041,South Africa,0.25,0.016,0.006
131285,15MUS-AH063,South Africa,0.128,0.016,0.006
131287,15MUS-AH068,South Africa,0.064,0.016,0.004
131289,15MUS-AH078,South Africa,0.128,0.016,0.004
131290,15MUS-AH079,South Africa,0.128,0.016,0.006
131292,15MUS-AH084,South Africa,0.064,0.016,0.008
131297,15MUS-AH089,South Africa,0.032,0.016,0.008
131303,15MUS-AH103,South Africa,0.25,0.016,0.006
131305,15MUS-AH108,South Africa,0.25,0.016,0.008
131312,15MUS-AH130,South Africa,0.25,0.016,0.004
131316,15MUS-AH138,South Africa,0.25,0.016,0.004
131317,15MUS-AH140,South Africa,0.25,0.016,0.003
131318,15MUS-AH143,South Africa,0.128,0.016,0.004
131319,15MUS-AH146,South Africa,0.128,0.016,0.004
131320,15MUS-AH148,South Africa,0.128,0.016,0.004
131323,15MUS-AH152,South Africa,0.064,0.016,0.003
131324,15MUS-AH153,South Africa,0.128,0.016,0.008
131325,15MUS-AH154,South Africa,0.25,0.016,0.003
131327,15MUS-AH165,South Africa,0.128,0.016,0.004
131328,15MUS-AH166,South Africa,0.25,0.016,0.006
131329,16MUS-AH007,South Africa,0.032,0.016,0.004
131334,16MUS-AH017,South Africa,0.064,0.016,0.004
131337,16MUS-AH026,South Africa,0.064,0.016,0.006
131338,16MUS-AH029,South Africa,0.032,0.016,0.004
131341,16MUS-AH057,South Africa,0.064,0.016,0.006
131342,16MUS-AH060,South Africa,0.128,0.016,0.004
131343,16MUS-AH062,South Africa,0.064,0.016,0.008
131347,16MUS-AH068,South Africa,0.064,0.016,0.008
131350,16MUS-AH085,South Africa,0.128,0.016,0.008
131353,16MUS-AH089,South Africa,0.032,0.016,0.006
131355,16MUS-AH093,South Africa,0.128,0.016,0.006
131357,16MUS-AH097,South Africa,0.032,0.016,0.004
131358,16MUS-AH100,South Africa,0.032,0.016,0.006
131360,16MUS-AH109,South Africa,0.064,0.016,0.004
131361,16MUS-AH113,South Africa,0.032,0.016,0.006
131363,16MUS-AH118,South Africa,0.032,0.016,0.006
131364,16MUS-AH119,South Africa,0.064,0.016,0.004
131366,16MUS-AH124,South Africa,0.128,0.016,0.004
131367,16MUS-AH126,South Africa,0.064,0.016,0.006
131368,16MUS-AH131,South Africa,0.128,0.016,0.006
131369,16MUS-AH140,South Africa,0.128,0.016,0.008
131372,16MUS-AH147,South Africa,0.128,0.016,
131376,17MUS-AH007,South Africa,0.128,0.016,0.004
131379,17MUS-AH012,South Africa,0.064,0.016,0.006
131380,17MUS-AH014,South Africa,0.128,0.016,0.003
131381,17MUS-AH015,South Africa,0.064,0.016,0.008
131382,17MUS-AH018,South Africa,0.047,0.023,0.008
136272,UG006,Uganda,,,
136277,UG014,Uganda,,,
136278,UG016,Uganda,,,
136295,UG039,Uganda,,,
136303,UG049,Uganda,,,
136304,UG050,Uganda,,,
136317,UG067,Uganda,,,
136320,UG070,Uganda,,,
136322,UG072,Uganda,,,
136329,UG080,Uganda,,,
136336,UG088,Uganda,,,
136337,UG089,Uganda,,,
136339,UG091,Uganda,,,
136360,UG116,Uganda,,,
136388,UG150,Uganda,,,
136403,UG169,Uganda,,,
136420,UG188,Uganda,,,
136422,UG191,Uganda,,,
136425,UG194,Uganda,,,
136430,UG202,Uganda,,,
136431,UG203,Uganda,,,
136434,UG208,Uganda,,,
136440,UG214,Uganda,,,
136441,UG215,Uganda,,,
136444,UG218,Uganda,,,
136446,UG220,Uganda,,,
136451,UG228,Uganda,,,
136456,UG234,Uganda,,,
136458,UG236,Uganda,,,
136462,UG240,Uganda,,,
136479,UG262,Uganda,,,
136485,UG268,Uganda,,,
136488,UG271,Uganda,,,
136492,UG276,Uganda,,,
136500,UG286,Uganda,,,
136505,UG295,Uganda,,,
136506,UG297,Uganda,,,
136508,UG299,Uganda,,,
136510,UG301,Uganda,,,
136513,UG304,Uganda,,,
136514,UG305,Uganda,,,
136518,UG310,Uganda,,,
136530,UG324,Uganda,,,
136537,UG332,Uganda,,,
136539,UG334,Uganda,,,
136542,UG338,Uganda,,,
136548,UG346,Uganda,,,
136549,UG347,Uganda,,,
136564,UG365,Uganda,,,
136567,UG369,Uganda,,,
136569,UG371,Uganda,,,
136580,UG384,Uganda,,,
136585,UG389,Uganda,,,
136587,UG394,Uganda,,,
136590,UG398,Uganda,,,
136592,UG405,Uganda,,,
136593,UG406,Uganda,,,
136594,UG407,Uganda,,,
136596,UG409,Uganda,,,
136599,UG416,Uganda,,,
136603,UG420,Uganda,,,
136606,UG423,Uganda,,,
136607,UG424,Uganda,,,
136609,UG427,Uganda,,,
136610,UG428,Uganda,,,
136612,UG430,Uganda,,,
136616,UG437,Uganda,,,
136617,UG438,Uganda,,,
136624,UG447,Uganda,,,
136625,UG448,Uganda,,,
136627,UG450,Uganda,,,
136634,UG459,Uganda,,,
136647,UG477,Uganda,,,
136665,UG499,Uganda,,,
138628,1862007,Burkina Faso,,,
138631,1868695,Burkina Faso,,,
140560,17MUS_AH121_S96,South Africa,0.064,0.016,0.002
140563,18MUS_AH147_S103,South Africa,0.5,0.016,0.004
140571,18MUS_ZW085_S98,South Africa,0.128,0.016,0.003
140576,19MUS_AH166_S107,South Africa,0.064,0.016,0.003
140584,21MUS_AH020_S112,South Africa,0.032,0.016,0.002
143783,HCV_314.fasta,Spain,,,
143809,HLR_035.fasta,Spain,,,
143876,NG-LR-73.fasta,Spain,,,
143904,H21-696,UK [England],,,0.5
144380,23GB002773.fasta,Norway,,,
144386,23GB002215.fasta,Norway,,,
153892,103MA,Vietnam,0.125,0.06,0.06
153899,154M,Vietnam,0.125,0.5,0.125
153913,46M,Vietnam,0.06,0.06,0.03
153919,94M,Vietnam,0.125,0.03,0.03
153951,AAA033,Canada,0.06,0.03,0.015
153984,CCC020,China,0.06,0.06,0.03
153990,CCC026,China,0.06,0.015,0.008
154016,DDD006,China,0.125,0.015,0.008
154019,DDD009,China,0.125,0.015,0.008
154026,DDD016,China,0.125,0.015,0.008
154037,DDD027,China,0.03,0.015,0.008
154078,EEE019,China,0.125,0.015,0.008
154083,EEE024,China,0.25,0.5,0.125
154184,GGG039,Vietnam,0.25,0.25,0.06
154185,GGG040,Vietnam,0.125,0.06,0.03
154186,GGG041,Vietnam,0.125,0.03,0.015
154189,GGG045,Vietnam,0.125,0.125,0.03
154195,HHH001,Vietnam,0.25,0.25,0.06
154212,HHH020,Vietnam,0.125,0.25,0.06
154215,HHH023,Vietnam,0.125,0.015,0.015
154226,HHH034,Vietnam,0.125,0.03,0.015
154238,HHH046,Vietnam,0.06,0.015,0.008
154260,JJJ022,China,0.03,0.015,0.008
154285,LLL024,South Africa,0.03,0.015,0.008
154290,LLL030,South Africa,0.125,0.015,0.008
154291,LLL031,South Africa,0.03,0.015,0.008
154293,LLL034,South Africa,0.06,0.015,0.015
154296,LLL038,South Africa,0.06,0.015,0.008
154298,LLL040,South Africa,0.06,0.015,0.008
154299,LLL041,South Africa,0.06,0.015,0.008
154300,LLL042,South Africa,0.03,0.015,0.015
154301,LLL043,South Africa,0.03,0.015,0.008
154309,MMM002,South Africa,0.06,0.03,0.015
154310,MMM003,South Africa,0.06,0.03,0.015
154318,Ng_118,Dominican Republic,0.125,0.03,0.015
154321,Ng_128,Dominican Republic,0.25,0.015,0.008
154327,Ng_140,Dominican Republic,0.125,0.03,0.015
154336,Ng_171,Dominican Republic,0.125,0.03,0.015
154339,Ng_180,Dominican Republic,0.125,0.03,0.015
154342,Ng_25,Dominican Republic,0.125,0.015,0.008
154343,Ng_30,Dominican Republic,0.03,0.015,0.008
154344,Ng_54,Dominican Republic,0.125,0.008,0.008
154345,Ng_74,Dominican Republic,0.125,0.06,0.03
155302,24GB003710,Norway,,,
155410,GP13-MUS-070,South Africa,,,
155413,GP13-MUS-099,South Africa,,,
155420,GP13-MUS-121,South Africa,,,
155423,GP13-MUS-133,South Africa,,,
155425,GP14-MUS-241,South Africa,,,
155426,15MUS-AH035,South Africa,,,
155428,15MUS-AH080,South Africa,,,
155429,15MUS-AH090,South Africa,,,
155434,16MUS-AH017-R,South Africa,,,
155435,17MUS-AH017-R,South Africa,,,
155437,17MUS-AH021,South Africa,,,
155439,17MUS-AH026,South Africa,,,
155440,17MUS-AH027,South Africa,,,
155441,17MUS-AH029,South Africa,,,
155445,17MUS-AH039,South Africa,,,
155450,17MUS-AH052,South Africa,,,
155451,17MUS-AH054,South Africa,,,
155454,17MUS-AH058,South Africa,,,
155457,17MUS-AH065,South Africa,,,
155459,17MUS-AH068,South Africa,,,
155461,17MUS-AH070-R,South Africa,,,
155463,17MUS-AH073-1,South Africa,,,
155464,17MUS-AH073-2,South Africa,,,
155466,17MUS-AH075,South Africa,,,
155467,17MUS-AH076,South Africa,,,
155470,17MUS-AH101,South Africa,,,
155477,17MUS-AH110,South Africa,,,
155478,17MUS-AH111,South Africa,,,
155479,17MUS-AH112,South Africa,,,
155482,17MUS-AH124,South Africa,,,
155490,MP12-MUS-035,South Africa,,,
155497,MP12-MUS-050,South Africa,,,
155503,MP12-MUS-059,South Africa,,,
155514,KN13-MUS-003,South Africa,,,
155520,KN13-MUS-079,South Africa,,,
155524,KN13-MUS-106,South Africa,,,
155525,KN13-MUS-111,South Africa,,,
155528,KN13-MUS-131,South Africa,,,
155532,KN13-MUS-141,South Africa,,,
155533,KN13-MUS-143,South Africa,,,
155537,KN13-MUS-200,South Africa,,,
155551,14MUS-JO006,South Africa,,,
155553,14MUS-JO011,South Africa,,,
155554,14MUS-JO015,South Africa,,,
155557,14MUS-JO027,South Africa,,,
155560,14MUS-JO030,South Africa,,,
155561,14MUS-JO033,South Africa,,,
155562,14MUS-JO037,South Africa,,,
155566,14MUS-JO045,South Africa,,,
155569,14MUS-JO064,South Africa,,,
155570,14MUS-JO066,South Africa,,,
155571,14MUS-JO067,South Africa,,,
155572,14MUS-JO068,South Africa,,,
155576,14MUS-JO084,South Africa,,,
155578,20MUS-AH004,South Africa,,,
155584,20MUS-AH012,South Africa,,,
155585,20MUS-AH013,South Africa,,,
155586,20MUS-AH017,South Africa,,,
155595,20MUS-AH037,South Africa,,,
155596,20MUS-AH039,South Africa,,,
155630,20MUS-AH117,South Africa,,,
155632,20MUS-AH122,South Africa,,,
155633,20MUS-AH124,South Africa,,,
155645,20MUS-AH148,South Africa,,,
155646,21MUS-AH003,South Africa,,,
155652,21MUS-AH017,South Africa,,,
155655,21MUS-AH022,South Africa,,,
155665,21MUS-AH052,South Africa,,,
155676,21MUS-AH077,South Africa,,,
155685,21MUS-AH101,South Africa,,,
155690,21MUS-AH113,South Africa,,,
155692,21MUS-AH115,South Africa,,,
155706,21MUS-AH139,South Africa,,,
155711,21MUS-AH150,South Africa,,,
155718,21MUS-AH164,South Africa,,,
155744,21MUS-AH216,South Africa,,,
155748,21MUS-AH223-2,South Africa,,,
155752,15MUS-PI004,South Africa,,,
155754,15MUS-PI006,South Africa,,,
155757,15MUS-PI016,South Africa,,,
155762,15MUS-PI029,South Africa,,,
155763,15MUS-PI030,South Africa,,,
155767,15MUS-PI048,South Africa,,,
155768,15MUS-PI056,South Africa,,,
155773,15MUS-PI067,South Africa,,,
155775,15MUS-PI076,South Africa,,,
155776,15MUS-PI077,South Africa,,,
155788,15MUS-PI100,South Africa,,,
155795,15MUS-PI112,South Africa,,,
155803,18MUS-KM025,South Africa,,,
155804,18MUS-KM026,South Africa,,,
155901,BE20-032,Belgium,,,
155990,BE20-126,Belgium,,,
156126,DE20-033,Germany,,,
156131,DE20-039,Germany,,,
156161,DE20-069,Germany,,,
156206,DE20-114,Germany,,,
156234,DE20-142,Germany,,,
156366,ES20-015,Spain,,,
156381,ES20-030,Spain,,,
156391,ES20-044,Spain,,,
156394,ES20-047,Spain,,,
156398,ES20-051,Spain,,,
156402,ES20-055,Spain,,,
156404,ES20-057,Spain,,,
156435,ES20-090,Spain,,,
156446,ES20-102,Spain,,,
156452,ES20-108,Spain,,,
156543,FI20-054,Finland,,,
156574,FR20-006,France,,,
156580,FR20-012,France,,,
156602,FR20-051,France,,,
156652,FR20-118,France,,,
156678,FR20-147,France,,,
156694,FR20-169,France,,,
156716,GR20-002,Greece,,,
156717,GR20-003,Greece,,,
156723,GR20-009,Greece,,,
156765,GR20-051,Greece,,,
156792,GR20-078,Greece,,,
156793,GR20-079,Greece,,,
157094,NL20-020,The Netherlands,,,
157229,NO20-013,Norway,,,
157234,NO20-059,Norway,,,
157235,NO20-060,Norway,,,
157236,NO20-061,Norway,,,
157237,NO20-063,Norway,,,
157243,NO20-100,Norway,,,
157251,NO20-126,Norway,,,
157252,NO20-149,Norway,,,
157263,NO20-204,Norway,,,
157268,NO20-242,Norway,,,
157274,NO20-276,Norway,,,
157275,NO20-277,Norway,,,
157284,NO20-319,Norway,,,
157299,NO20-392,Norway,,,
157341,PT20-332,Portugal,,,
157344,PT20-335,Portugal,,,
157368,PT20-386,Portugal,,,
157369,PT20-387,Portugal,,,
157388,PT20-413,Portugal,,,
157473,SE20-085,Sweden,,,
157479,SE20-091,Sweden,,,
157485,SE20-097,Sweden,,,
157486,SE20-098,Sweden,,,
157490,SE20-102,Sweden,,,
157491,SE20-103,Sweden,,,
157492,SE20-104,Sweden,,,
157494,SE20-106,Sweden,,,
157505,SE20-117,Sweden,,,
157507,SE20-120,Sweden,,,
157511,SE20-124,Sweden,,,
157526,SE20-139,Sweden,,,
157532,SE20-145,Sweden,,,
157589,SI20-151,Slovenia,,,
157676,SK20-069,Slovakia,,,
157686,SK20-079,Slovakia,,,
157746,AUSMDU00010861,Australia,,,
157824,AUSMDU00011192,Australia,,,
157953,AUSMDU00011502,Australia,,,
158100,AUSMDU00011741,Australia,,,
158320,AUSMDU00012112,Australia,,,
158328,AUSMDU00012120,Australia,,,
158350,AUSMDU00012138,Australia,,,
158359,AUSMDU00012292,Australia,,,
158469,AUSMDU00012468,Australia,,,
158506,AUSMDU00012551,Australia,,,
158964,AUSMDU00015128,Australia,,,
159057,AUSMDU00015394,Australia,,,
159071,AUSMDU00015408,Australia,,,
159121,AUSMDU00012585,Australia,,,
159314,AUSMDU00012974,Australia,,,
159337,AUSMDU00012866,Australia,,,
159423,AUSMDU00013040,Australia,,,
159595,AUSMDU00013744,Australia,,,
159864,AUSMDU00015494,Australia,,,
159865,AUSMDU00015495,Australia,,,
159958,GCWGS-9424,USA,0.125,0.015,0.008
160247,GCWGS-7997,USA,0.125,0.015,0.008
160266,GCWGS-6031,USA,0.125,0.015,0.008
160307,GCWGS-8240,USA,0.125,0.015,0.008
160544,GCWGS-8172,USA,0.06,0.03,0.015
160637,GCWGS-10231,USA,0.125,0.015,0.015
160648,GCWGS-14256,USA,0.25,0.008,0.004
160720,GCWGS-10910,USA,0.125,0.03,0.015
160744,GCWGS-10365,USA,0.125,0.015,0.008
160745,GCWGS-10363,USA,0.125,0.03,0.008
160768,GCWGS-11676,USA,0.06,0.015,0.015
160769,GCWGS-11672,USA,0.125,0.015,0.015
160781,GCWGS-10740,USA,0.125,0.06,0.03
160801,GCWGS-11337,USA,0.25,0.03,0.008
