species,NEIS1633,NEIS1635,pro_NEIS1635
Neisseria gonorrhoeae,18,446,6
Neisseria gonorrhoeae,844,194,1
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,451,,6
Neisseria gonorrhoeae,,,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,1603,18,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,22,17,
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,3847,12,6
Neisseria gonorrhoeae,16,12,3
Neisseria gonorrhoeae,451,191,6
Neisseria gonorrhoeae,16,12,3
Neisseria gonorrhoeae,18,12,3
Neisseria gonorrhoeae,16,13,3
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,16,368,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,18,,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,666,521,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,5734,16,3
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,18,190,6
Neisseria gonorrhoeae,3886,191,6
Neisseria gonorrhoeae,367,371,6
Neisseria gonorrhoeae,18,17,3
Neisseria gonorrhoeae,451,16,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,5733,,22
Neisseria gonorrhoeae,18,13,3
Neisseria gonorrhoeae,18,446,6
Neisseria gonorrhoeae,636,12,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,18,12,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,367,12,3
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,18,446,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,844,1384,6
Neisseria gonorrhoeae,16,371,6
Neisseria gonorrhoeae,5734,16,3
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,844,1384,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,451,191,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,3887,12,3
Neisseria gonorrhoeae,18,12,3
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,192,6
Neisseria gonorrhoeae,451,,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,3885,41,5
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,18,12,3
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,1591,16,6
Neisseria gonorrhoeae,656,16,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,367,371,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,3885,41,5
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,367,371,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,18,,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,5366,194,1
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,666,521,6
Neisseria gonorrhoeae,16,13,3
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,666,521,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,18,368,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,18,446,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,1122,193,14
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,18,13,3
Neisseria gonorrhoeae,18,13,3
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,18,446,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,3898,187,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,16,12,3
Neisseria gonorrhoeae,367,371,6
Neisseria gonorrhoeae,367,371,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,18,12,3
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,16,12,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,371,3
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,18,12,6
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,451,16,6
Neisseria gonorrhoeae,18,12,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,1591,,6
Neisseria gonorrhoeae,654,446,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,657,12,3
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,3479,561,22
Neisseria gonorrhoeae,18,12,6
Neisseria gonorrhoeae,451,,6
Neisseria gonorrhoeae,18,446,6
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,18,446,6
Neisseria gonorrhoeae,3359,1146,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,654,,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,367,371,6
Neisseria gonorrhoeae,18,12,3
Neisseria gonorrhoeae,18,12,6
Neisseria gonorrhoeae,451,16,6
Neisseria gonorrhoeae,16,521,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,18,446,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,635,13,3
Neisseria gonorrhoeae,367,371,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,1591,16,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,18,12,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,3359,1146,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,16,368,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,18,368,6
Neisseria gonorrhoeae,18,368,6
Neisseria gonorrhoeae,844,194,1
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,5735,12,3
Neisseria gonorrhoeae,18,446,6
Neisseria gonorrhoeae,824,,6
Neisseria gonorrhoeae,22,,6
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,451,,6
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,18,16,3
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,3917,13,3
Neisseria gonorrhoeae,2813,561,6
Neisseria gonorrhoeae,18,190,6
Neisseria gonorrhoeae,18,,6
Neisseria gonorrhoeae,18,,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,18,13,3
Neisseria gonorrhoeae,3479,561,22
Neisseria gonorrhoeae,1122,193,14
Neisseria gonorrhoeae,654,561,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,18,12,3
Neisseria gonorrhoeae,378,18,6
Neisseria gonorrhoeae,18,521,6
Neisseria gonorrhoeae,636,12,6
Neisseria gonorrhoeae,21,13,3
Neisseria gonorrhoeae,18,358,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,16,12,3
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,18,12,3
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,367,873,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,4005,,
Neisseria gonorrhoeae,18,368,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,18,368,6
Neisseria gonorrhoeae,367,1146,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,16,12,3
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,373,561,6
Neisseria gonorrhoeae,16,13,3
Neisseria gonorrhoeae,367,561,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,3353,182,22
Neisseria gonorrhoeae,18,12,3
Neisseria gonorrhoeae,3353,182,22
Neisseria meningitidis,1781,7,5
Neisseria gonorrhoeae,,,
Neisseria subflava,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,1122,193,14
Neisseria gonorrhoeae,5059,,6
Neisseria gonorrhoeae,841,13,3
Neisseria gonorrhoeae,5671,561,22
Neisseria gonorrhoeae,5749,7,5
Neisseria gonorrhoeae,1122,193,14
Neisseria gonorrhoeae,18,193,
Neisseria gonorrhoeae,1599,16,6
Neisseria gonorrhoeae,5750,193,14
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,5749,7,5
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,378,2841,6
Neisseria gonorrhoeae,18,193,6
Neisseria gonorrhoeae,367,13,3
Neisseria gonorrhoeae,5750,193,14
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,367,187,6
Neisseria gonorrhoeae,16,363,6
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,16,363,6
Neisseria gonorrhoeae,16,363,6
Neisseria gonorrhoeae,5749,7,5
Neisseria gonorrhoeae,16,363,6
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,18,193,6
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria meningitidis,,,
Neisseria meningitidis,3,4,7
Neisseria meningitidis,,,
Neisseria meningitidis,1730,950,5
Neisseria meningitidis,45,109,5
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria meningitidis,62,7,5
Neisseria meningitidis,62,7,5
Neisseria meningitidis,62,7,5
Neisseria meningitidis,2291,8,5
Neisseria meningitidis,5751,243,5
Neisseria meningitidis,5752,,16
Neisseria meningitidis,3,4,7
Neisseria meningitidis,62,57,5
Neisseria meningitidis,93,10,7
Neisseria meningitidis,2319,27,5
Neisseria meningitidis,9,4,7
Neisseria meningitidis,288,11,5
Neisseria meningitidis,9,4,7
Neisseria meningitidis,9,4,7
Neisseria meningitidis,9,4,7
Neisseria meningitidis,9,4,7
Neisseria meningitidis,150,68,5
Neisseria meningitidis,49,9,5
Neisseria meningitidis,257,1,5
Neisseria meningitidis,262,9,5
Neisseria meningitidis,57,,5
Neisseria meningitidis,1250,9,5
Neisseria meningitidis,1250,9,5
Neisseria meningitidis,87,8,5
Neisseria meningitidis,2295,2,5
Neisseria meningitidis,45,,5
Neisseria meningitidis,9,4,7
Neisseria meningitidis,9,4,7
Neisseria meningitidis,93,10,7
Neisseria meningitidis,9,2498,7
Neisseria meningitidis,67,1,5
Neisseria meningitidis,69,7,
Neisseria meningitidis,1730,950,5
Neisseria meningitidis,95,7,5
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria meningitidis,1781,211,5
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria meningitidis,62,7,5
Neisseria meningitidis,141,7,5
Neisseria meningitidis,62,7,5
Neisseria meningitidis,4321,8,5
Neisseria meningitidis,1,1,5
Neisseria meningitidis,976,41,5
Neisseria subflava,5759,968,
Neisseria meningitidis,62,7,5
Neisseria polysaccharea,1916,279,11
Neisseria meningitidis,1,1,5
Neisseria meningitidis,62,7,5
Neisseria meningitidis,1,1,5
Neisseria gonorrhoeae,,,
Neisseria meningitidis,141,7,5
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria meningitidis,1781,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
Neisseria meningitidis,87,8,5
Neisseria meningitidis,57,2,5
Neisseria polysaccharea,98,45,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,3966,182,22
Neisseria gonorrhoeae,656,,6
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,367,,6
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,1006,187,6
Neisseria gonorrhoeae,657,875,6
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,3474,,3
Neisseria gonorrhoeae,3474,13,3
Neisseria gonorrhoeae,844,18,6
Neisseria gonorrhoeae,18,13,3
Neisseria gonorrhoeae,21,18,3
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,3886,17,6
Neisseria gonorrhoeae,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria meningitidis,,,
Neisseria gonorrhoeae,,,
Neisseria gonorrhoeae,,,
