id,country,year,private_record,private_owner
131122,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131123,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131124,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131125,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131126,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131127,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131128,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131129,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131130,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131131,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131132,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131133,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131134,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131135,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131136,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131137,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131138,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131139,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131140,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131141,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131142,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131143,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131144,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131145,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131146,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131147,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131148,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131149,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131150,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131151,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131152,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131153,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131154,South Africa,2012,true,"Anastasia Unitt, University of Oxford"
131155,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131156,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131157,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131158,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131159,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131160,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131161,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131162,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131163,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131164,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131165,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131166,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131167,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131168,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131169,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131170,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131171,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131172,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131173,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131174,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131175,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131176,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131177,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131178,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131179,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131180,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131181,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131182,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131183,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131184,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131185,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131186,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131187,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131188,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131189,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131190,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131191,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131192,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131193,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131194,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131195,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131196,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131197,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131198,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131199,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131200,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131201,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131202,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131203,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131204,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131205,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131206,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131207,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131208,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131209,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131210,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131211,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131212,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131213,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131214,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131215,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131216,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131217,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131218,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131219,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131220,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131221,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131222,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131223,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131224,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131225,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131226,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131227,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131228,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131229,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131230,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131231,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131232,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131233,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131234,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131235,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131236,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131237,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131238,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131239,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131240,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131241,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131242,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131243,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131244,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131245,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131246,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131247,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131248,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131249,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131250,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131251,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131252,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131253,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131254,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131255,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131256,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131257,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131258,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131259,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131260,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131261,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131262,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131263,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131264,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131265,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131266,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131267,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131268,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131269,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131270,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131271,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131272,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131273,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
