id,isolate,country,year,private_record,private_owner
131158,GP-13-MUS-044,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131159,GP-13-MUS-047,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131160,GP-13-MUS-051,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131161,GP-13-MUS-052,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131162,GP-13-MUS-053,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131163,GP-13-MUS-067,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131164,GP-13-MUS-068,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131165,GP-13-MUS-070,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131166,GP-13-MUS-073,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131167,GP-13-MUS-076,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131168,GP-13-MUS-077,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131169,GP-13-MUS-080,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131170,GP-13-MUS-081,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131171,GP-13-MUS-083,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131172,GP13-MUS-085,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131173,GP13-MUS-086,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131174,GP13-MUS-088,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131175,GP-13-MUS-096,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131176,GP-13-MUS-099,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131177,GP-13-MUS-103,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131178,GP-13-MUS-105,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131179,GP-13-MUS-107,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131180,GP-13-MUS-109,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131181,GP-13-MUS-116,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131182,GP-13-MUS-120,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131183,GP-13-MUS-121,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131184,GP-13-MUS-129,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131185,GP-13-MUS-132,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131186,GP-13-MUS-133,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131187,GP-13-MUS-134,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131188,GP13-MUS-144,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131189,GP13-MUS-145,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131190,GP13-MUS-152,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131191,GP13-MUS-177,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131192,GP13-MUS-179,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131193,GP13-MUS-187,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131194,GP13-MUS-189,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131195,GP13-MUS-190,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131196,GP13-MUS-195,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131197,GP13-MUS-196,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131198,GP13-MUS-203,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131199,GP13-MUS-206,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131200,GP13-MUS-208,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131201,GP13-MUS-210,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131202,GP13-MUS-213,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131203,GP13-MUS-215,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131204,GP13-MUS-218,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131205,GP13-MUS-225,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131206,GP13-MUS-231,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131207,GP-13-MUS-235,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131208,GP-13-MUS-236,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131209,GP-13-MUS-243,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131210,GP-13-MUS-244,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131211,GP-13-MUS-247,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131212,GP-13-MUS-253,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131213,GP-13-MUS-256,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131214,GP-13-MUS-257,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131215,GP-13-MUS-258,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131216,GP-13-MUS-269,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131217,GP-13-MUS-271,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131218,GP-13-MUS-272,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131219,GP-13-MUS-275,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131220,GP-13-MUS-276,South Africa,2013,true,"Anastasia Unitt, University of Oxford"
131221,GP-14-MUS-017,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131222,GP-14-MUS-032,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131223,GP-14-MUS-033,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131224,GP-14-MUS-034,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131225,GP-14-MUS-042,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131226,GP-14-MUS-052,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131227,GP-14-MUS-054,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131228,GP-14-MUS-057,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131229,GP-14-MUS-063,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131230,GP-14-MUS-064,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131231,GP-14-MUS-069,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131232,GP-14-MUS-081,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131233,GP-14-MUS-082,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131234,GP-14-MUS-088,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131235,GP-14-MUS-092,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131236,GP-14-MUS-094,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131237,GP-14-MUS-095,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131238,GP-14-MUS-099,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131239,GP-14-MUS-103,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131240,GP-14-MUS-105,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131241,GP-14-MUS-107,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131242,GP-14-MUS-110,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131243,GP-14-MUS-114,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131244,GP-14-MUS-117,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131245,GP-14-MUS-121,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131246,GP-14-MUS-139,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131247,GP-14-MUS-143,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131248,GP-14-MUS-147,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131249,GP-14-MUS-150,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131250,GP-14-MUS-151,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131251,GP-14-MUS-154,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131252,GP-14-MUS-156,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131253,GP-14-MUS-165,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131254,GP-14-MUS-183,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131255,GP-14-MUS-189,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131256,GP-14-MUS-194,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131257,GP-14-MUS-211,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131258,GP-14-MUS-212,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131259,GP-14-MUS-213,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131260,GP-14-MUS-214,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131261,GP-14-MUS-218,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131262,GP-14-MUS-219,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131263,GP-14-MUS-221,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131264,GP-14-MUS-224,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131265,GP-14-MUS-232,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131266,GP-14-MUS-238,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131267,GP-14-MUS-243,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131268,GP-14-MUS-244,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131269,GP-14-MUS-246,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131270,GP-14-MUS-247,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131271,GP-14-MUS-250,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131272,GP-14-MUS-251,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131273,GP-14-MUS-252,South Africa,2014,true,"Anastasia Unitt, University of Oxford"
131274,15MUS-AH001,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131275,15MUS-AH007,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131276,15MUS-AH008,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131277,15MUS-AH009,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131278,15MUS-AH021,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131279,15MUS-AH029,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131280,15MUS-AH030,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131281,15MUS-AH041,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131282,15MUS-AH042,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131283,15MUS-AH060,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131284,15MUS-AH061,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131285,15MUS-AH063,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131286,15MUS-AH064,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131287,15MUS-AH068,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131288,15MUS-AH077,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131289,15MUS-AH078,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131290,15MUS-AH079,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131291,15MUS-AH083,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131292,15MUS-AH084,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131293,15MUS-AH085,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131294,15MUS-AH086,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131295,15MUS-AH087,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131296,15MUS-AH088,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131297,15MUS-AH089,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131298,15MUS-AH092,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131299,15MUS-AH093,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131300,15MUS-AH094,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131301,15MUS-AH096,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131302,15MUS-AH101,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131303,15MUS-AH103,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131304,15MUS-AH106,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131305,15MUS-AH108,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131306,15MUS-AH112,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131307,15MUS-AH113,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131308,15MUS-AH117,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131309,15MUS-AH119,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131310,15MUS-AH121,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131311,15MUS-AH122,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131312,15MUS-AH130,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131313,15MUS-AH131,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131314,15MUS-AH133,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131315,15MUS-AH135,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131316,15MUS-AH138,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131317,15MUS-AH140,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131318,15MUS-AH143,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131319,15MUS-AH146,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131320,15MUS-AH148,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131321,15MUS-AH149,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131322,15MUS-AH150,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131323,15MUS-AH152,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131324,15MUS-AH153,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131325,15MUS-AH154,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131326,15MUS-AH160,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131327,15MUS-AH165,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131328,15MUS-AH166,South Africa,2015,true,"Anastasia Unitt, University of Oxford"
131329,16MUS-AH007,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131330,16MUS-AH009,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131331,16MUS-AH010,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131332,16MUS-AH011,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131333,16MUS-AH012,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131334,16MUS-AH017,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131335,16MUS-AH019,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131336,16MUS-AH023,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131337,16MUS-AH026,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131338,16MUS-AH029,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131339,16MUS-AH030,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131340,16MUS-AH034,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131341,16MUS-AH057,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131342,16MUS-AH060,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131343,16MUS-AH062,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131344,16MUS-AH063,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131345,16MUS-AH064,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131346,16MUS-AH067,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131347,16MUS-AH068,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131348,16MUS-aH070,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131349,16MUS-AH082,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131350,16MUS-AH085,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131351,16MUS-AH087,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131352,16MUS-AH088,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131353,16MUS-AH089,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131354,16MUS-AH091,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131355,16MUS-AH093,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131356,16MUS-AH094,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131357,16MUS-AH097,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131358,16MUS-AH100,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131359,16MUS-AH101,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131360,16MUS-AH109,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131361,16MUS-AH113,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131362,16MUS-AH116,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131363,16MUS-AH118,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131364,16MUS-AH119,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131365,16MUS-AH121,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131366,16MUS-AH124,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131367,16MUS-AH126,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131368,16MUS-AH131,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131369,16MUS-AH140,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131370,16MUS-AH142,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131371,16MUS-AH146,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131372,16MUS-AH147,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131373,16MUS-AH152,South Africa,2016,true,"Anastasia Unitt, University of Oxford"
131374,17MUS-AH002,South Africa,2017,true,"Anastasia Unitt, University of Oxford"
131375,17MUS-AH004,South Africa,2017,true,"Anastasia Unitt, University of Oxford"
131376,17MUS-AH007,South Africa,2017,true,"Anastasia Unitt, University of Oxford"
131377,17MUS-AH009,South Africa,2017,true,"Anastasia Unitt, University of Oxford"
131378,17MUS-AH011,South Africa,2017,true,"Anastasia Unitt, University of Oxford"
131379,17MUS-AH012,South Africa,2017,true,"Anastasia Unitt, University of Oxford"
131380,17MUS-AH014,South Africa,2017,true,"Anastasia Unitt, University of Oxford"
131381,17MUS-AH015,South Africa,2017,true,"Anastasia Unitt, University of Oxford"
131382,17MUS-AH018,South Africa,2017,true,"Anastasia Unitt, University of Oxford"
136267,UG001,Uganda,2018,false,
136268,UG002,Uganda,2018,false,
136269,UG003,Uganda,2018,false,
136270,UG004,Uganda,2018,false,
136271,UG005,Uganda,2018,false,
136272,UG006,Uganda,2018,false,
136273,UG008,Uganda,2018,false,
136274,UG011,Uganda,2018,false,
136275,UG012,Uganda,2018,false,
136276,UG013,Uganda,2018,false,
136277,UG014,Uganda,2018,false,
136278,UG016,Uganda,2018,false,
136279,UG017,Uganda,2018,false,
136280,UG018,Uganda,2018,false,
136281,UG019,Uganda,2018,false,
136282,UG020,Uganda,2018,false,
136283,UG021,Uganda,2018,false,
136284,UG022,Uganda,2018,false,
136285,UG023,Uganda,2018,false,
136286,UG026,Uganda,2018,false,
136287,UG027,Uganda,2018,false,
136288,UG028,Uganda,2018,false,
136289,UG030,Uganda,2018,false,
136290,UG032,Uganda,2018,false,
136291,UG033,Uganda,2018,false,
136292,UG035,Uganda,2018,false,
136293,UG037,Uganda,2018,false,
136294,UG038,Uganda,2018,false,
136295,UG039,Uganda,2018,false,
136296,UG041,Uganda,2018,false,
136297,UG042,Uganda,2018,false,
136298,UG043,Uganda,2018,false,
136299,UG044,Uganda,2018,false,
136300,UG045,Uganda,2018,false,
136301,UG047,Uganda,2018,false,
136302,UG048,Uganda,2018,false,
136303,UG049,Uganda,2018,false,
136304,UG050,Uganda,2018,false,
136305,UG053,Uganda,2018,false,
136306,UG054,Uganda,2018,false,
136307,UG056,Uganda,2018,false,
136308,UG057,Uganda,2018,false,
136309,UG058,Uganda,2018,false,
136310,UG060,Uganda,2018,false,
136311,UG061,Uganda,2018,false,
136312,UG062,Uganda,2018,false,
136313,UG063,Uganda,2018,false,
136314,UG064,Uganda,2018,false,
136315,UG065,Uganda,2018,false,
136316,UG066,Uganda,2018,false,
136317,UG067,Uganda,2018,false,
136318,UG068,Uganda,2018,false,
136319,UG069,Uganda,2018,false,
136320,UG070,Uganda,2018,false,
136321,UG071,Uganda,2018,false,
136322,UG072,Uganda,2018,false,
136323,UG073,Uganda,2018,false,
136324,UG074,Uganda,2018,false,
136325,UG076,Uganda,2018,false,
136326,UG077,Uganda,2018,false,
136327,UG078,Uganda,2018,false,
136328,UG079,Uganda,2018,false,
136329,UG080,Uganda,2018,false,
136330,UG081,Uganda,2018,false,
136331,UG082,Uganda,2018,false,
136332,UG083,Uganda,2018,false,
136333,UG085,Uganda,2018,false,
136334,UG086,Uganda,2018,false,
136335,UG087,Uganda,2018,false,
136336,UG088,Uganda,2018,false,
136337,UG089,Uganda,2018,false,
136338,UG090,Uganda,2018,false,
136339,UG091,Uganda,2018,false,
136340,UG092,Uganda,2018,false,
136341,UG094,Uganda,2018,false,
136342,UG095,Uganda,2018,false,
136343,UG097,Uganda,2018,false,
136344,UG099,Uganda,2018,false,
136345,UG100,Uganda,2018,false,
136346,UG101,Uganda,2018,false,
136347,UG102,Uganda,2018,false,
136348,UG103,Uganda,2018,false,
136349,UG104,Uganda,2018,false,
136350,UG105,Uganda,2018,false,
136351,UG106,Uganda,2018,false,
136352,UG107,Uganda,2018,false,
136353,UG108,Uganda,2018,false,
136354,UG109,Uganda,2018,false,
136355,UG110,Uganda,2018,false,
136356,UG112,Uganda,2018,false,
136357,UG113,Uganda,2018,false,
136358,UG114,Uganda,2018,false,
136359,UG115,Uganda,2018,false,
136360,UG116,Uganda,2018,false,
136361,UG118,Uganda,2018,false,
136362,UG119,Uganda,2018,false,
136363,UG120,Uganda,2018,false,
136364,UG122,Uganda,2018,false,
136365,UG124,Uganda,2018,false,
136366,UG125,Uganda,2018,false,
136367,UG126,Uganda,2018,false,
136368,UG127,Uganda,2018,false,
136369,UG128,Uganda,2018,false,
136370,UG129,Uganda,2018,false,
136371,UG130,Uganda,2018,false,
136372,UG132,Uganda,2018,false,
136373,UG134,Uganda,2018,false,
136374,UG135,Uganda,2018,false,
136375,UG136,Uganda,2018,false,
136376,UG137,Uganda,2018,false,
136377,UG138,Uganda,2018,false,
136378,UG139,Uganda,2018,false,
136379,UG140,Uganda,2018,false,
136380,UG141,Uganda,2018,false,
136381,UG142,Uganda,2018,false,
136382,UG143,Uganda,2018,false,
136383,UG144,Uganda,2018,false,
136384,UG145,Uganda,2018,false,
136385,UG147,Uganda,2018,false,
136386,UG148,Uganda,2018,false,
136387,UG149,Uganda,2018,false,
136388,UG150,Uganda,2018,false,
136389,UG151,Uganda,2018,false,
136390,UG152,Uganda,2018,false,
136391,UG153,Uganda,2018,false,
136392,UG154,Uganda,2018,false,
136393,UG155,Uganda,2018,false,
136394,UG156,Uganda,2018,false,
136395,UG157,Uganda,2018,false,
136396,UG158,Uganda,2018,false,
136397,UG159,Uganda,2018,false,
136398,UG160,Uganda,2018,false,
136399,UG161,Uganda,2018,false,
136400,UG164,Uganda,2018,false,
136401,UG165,Uganda,2018,false,
136402,UG168,Uganda,2018,false,
136403,UG169,Uganda,2018,false,
136404,UG170,Uganda,2018,false,
136405,UG171,Uganda,2018,false,
136406,UG172,Uganda,2018,false,
136407,UG173,Uganda,2018,false,
136408,UG174,Uganda,2018,false,
136409,UG176,Uganda,2018,false,
136410,UG177,Uganda,2018,false,
136411,UG178,Uganda,2018,false,
136412,UG179,Uganda,2018,false,
136413,UG180,Uganda,2018,false,
136414,UG181,Uganda,2018,false,
136415,UG183,Uganda,2018,false,
136416,UG184,Uganda,2018,false,
136417,UG185,Uganda,2018,false,
136418,UG186,Uganda,2018,false,
136419,UG187,Uganda,2018,false,
136420,UG188,Uganda,2018,false,
136421,UG190,Uganda,2018,false,
136422,UG191,Uganda,2018,false,
136423,UG192,Uganda,2018,false,
136424,UG193,Uganda,2018,false,
136425,UG194,Uganda,2018,false,
136426,UG196,Uganda,2018,false,
136427,UG199,Uganda,2018,false,
136428,UG200,Uganda,2018,false,
136429,UG201,Uganda,2018,false,
136430,UG202,Uganda,2018,false,
136431,UG203,Uganda,2018,false,
136432,UG204,Uganda,2018,false,
136433,UG205,Uganda,2018,false,
136434,UG208,Uganda,2018,false,
136435,UG209,Uganda,2018,false,
136436,UG210,Uganda,2018,false,
136437,UG211,Uganda,2018,false,
136438,UG212,Uganda,2018,false,
136439,UG213,Uganda,2018,false,
136440,UG214,Uganda,2018,false,
136441,UG215,Uganda,2018,false,
136442,UG216,Uganda,2018,false,
136443,UG217,Uganda,2018,false,
136444,UG218,Uganda,2018,false,
136445,UG219,Uganda,2018,false,
136446,UG220,Uganda,2018,false,
136447,UG223,Uganda,2018,false,
136448,UG225,Uganda,2018,false,
136449,UG226,Uganda,2018,false,
136450,UG227,Uganda,2018,false,
136451,UG228,Uganda,2018,false,
136452,UG229,Uganda,2018,false,
136453,UG230,Uganda,2018,false,
136454,UG231,Uganda,2018,false,
136455,UG233,Uganda,2018,false,
136456,UG234,Uganda,2018,false,
136457,UG235,Uganda,2018,false,
136458,UG236,Uganda,2018,false,
136459,UG237,Uganda,2018,false,
136460,UG238,Uganda,2018,false,
136461,UG239,Uganda,2018,false,
136462,UG240,Uganda,2018,false,
136463,UG241,Uganda,2018,false,
136464,UG243,Uganda,2018,false,
136465,UG244,Uganda,2018,false,
136466,UG246,Uganda,2018,false,
136467,UG247,Uganda,2018,false,
136468,UG248,Uganda,2018,false,
136469,UG249,Uganda,2018,false,
136470,UG250,Uganda,2018,false,
136471,UG251,Uganda,2018,false,
136472,UG253,Uganda,2018,false,
136473,UG256,Uganda,2018,false,
136474,UG257,Uganda,2018,false,
136475,UG258,Uganda,2018,false,
136476,UG259,Uganda,2018,false,
136477,UG260,Uganda,2018,false,
136478,UG261,Uganda,2018,false,
136479,UG262,Uganda,2018,false,
136480,UG263,Uganda,2018,false,
136481,UG264,Uganda,2018,false,
136482,UG265,Uganda,2018,false,
136483,UG266,Uganda,2018,false,
136484,UG267,Uganda,2018,false,
136485,UG268,Uganda,2018,false,
136486,UG269,Uganda,2018,false,
136487,UG270,Uganda,2018,false,
136488,UG271,Uganda,2018,false,
136489,UG273,Uganda,2018,false,
136490,UG274,Uganda,2018,false,
136491,UG275,Uganda,2018,false,
136492,UG276,Uganda,2018,false,
136493,UG277,Uganda,2018,false,
136494,UG279,Uganda,2018,false,
136495,UG280,Uganda,2018,false,
136496,UG281,Uganda,2018,false,
136497,UG283,Uganda,2018,false,
136498,UG284,Uganda,2018,false,
136499,UG285,Uganda,2018,false,
136500,UG286,Uganda,2018,false,
136501,UG287,Uganda,2018,false,
136502,UG289,Uganda,2018,false,
136503,UG293,Uganda,2018,false,
136504,UG294,Uganda,2018,false,
136505,UG295,Uganda,2018,false,
136506,UG297,Uganda,2018,false,
136507,UG298,Uganda,2018,false,
136508,UG299,Uganda,2018,false,
136509,UG300,Uganda,2018,false,
136510,UG301,Uganda,2018,false,
136511,UG302,Uganda,2018,false,
136512,UG303,Uganda,2018,false,
136513,UG304,Uganda,2018,false,
136514,UG305,Uganda,2018,false,
136515,UG306,Uganda,2018,false,
136516,UG308,Uganda,2018,false,
136517,UG309,Uganda,2018,false,
136518,UG310,Uganda,2018,false,
