id,isolate,country,year,private_record,private_owner
136519,UG311,Uganda,2018,false,
136520,UG312,Uganda,2018,false,
136521,UG313,Uganda,2018,false,
136522,UG314,Uganda,2018,false,
136523,UG315,Uganda,2018,false,
136524,UG316,Uganda,2018,false,
136525,UG318,Uganda,2018,false,
136526,UG319,Uganda,2018,false,
136527,UG320,Uganda,2018,false,
136528,UG321,Uganda,2018,false,
136529,UG322,Uganda,2018,false,
136530,UG324,Uganda,2018,false,
136531,UG325,Uganda,2018,false,
136532,UG326,Uganda,2018,false,
136533,UG327,Uganda,2018,false,
136534,UG328,Uganda,2018,false,
136535,UG329,Uganda,2018,false,
136536,UG331,Uganda,2018,false,
136537,UG332,Uganda,2018,false,
136538,UG333,Uganda,2018,false,
136539,UG334,Uganda,2018,false,
136540,UG335,Uganda,2018,false,
136541,UG336,Uganda,2018,false,
136542,UG338,Uganda,2018,false,
136543,UG339,Uganda,2018,false,
136544,UG340,Uganda,2018,false,
136545,UG341,Uganda,2018,false,
136546,UG342,Uganda,2018,false,
136547,UG344,Uganda,2018,false,
136548,UG346,Uganda,2018,false,
136549,UG347,Uganda,2018,false,
136550,UG349,Uganda,2018,false,
136551,UG350,Uganda,2018,false,
136552,UG351,Uganda,2018,false,
136553,UG352,Uganda,2018,false,
136554,UG353,Uganda,2018,false,
136555,UG354,Uganda,2018,false,
136556,UG355,Uganda,2018,false,
136557,UG357,Uganda,2018,false,
136558,UG359,Uganda,2018,false,
136559,UG360,Uganda,2018,false,
136560,UG361,Uganda,2018,false,
136561,UG362,Uganda,2018,false,
136562,UG363,Uganda,2018,false,
136563,UG364,Uganda,2018,false,
136564,UG365,Uganda,2018,false,
136565,UG367,Uganda,2018,false,
136566,UG368,Uganda,2018,false,
136567,UG369,Uganda,2018,false,
136568,UG370,Uganda,2018,false,
136569,UG371,Uganda,2018,false,
136570,UG372,Uganda,2018,false,
136571,UG373,Uganda,2018,false,
136572,UG375,Uganda,2018,false,
136573,UG376,Uganda,2018,false,
136574,UG378,Uganda,2018,false,
136575,UG379,Uganda,2018,false,
136576,UG380,Uganda,2018,false,
136577,UG381,Uganda,2018,false,
136578,UG382,Uganda,2018,false,
136579,UG383,Uganda,2018,false,
136580,UG384,Uganda,2018,false,
136581,UG385,Uganda,2018,false,
136582,UG386,Uganda,2018,false,
136583,UG387,Uganda,2018,false,
136584,UG388,Uganda,2018,false,
136585,UG389,Uganda,2018,false,
136586,UG390,Uganda,2018,false,
136587,UG394,Uganda,2018,false,
136588,UG395,Uganda,2018,false,
136589,UG396,Uganda,2018,false,
136590,UG398,Uganda,2018,false,
136591,UG400,Uganda,2018,false,
136592,UG405,Uganda,2018,false,
136593,UG406,Uganda,2018,false,
136594,UG407,Uganda,2018,false,
136595,UG408,Uganda,2018,false,
136596,UG409,Uganda,2018,false,
136597,UG412,Uganda,2018,false,
136598,UG414,Uganda,2018,false,
136599,UG416,Uganda,2018,false,
136600,UG417,Uganda,2018,false,
136601,UG418,Uganda,2018,false,
136602,UG419,Uganda,2018,false,
136603,UG420,Uganda,2018,false,
136604,UG421,Uganda,2018,false,
136605,UG422,Uganda,2018,false,
136606,UG423,Uganda,2018,false,
136607,UG424,Uganda,2018,false,
136608,UG425,Uganda,2018,false,
136609,UG427,Uganda,2018,false,
136610,UG428,Uganda,2018,false,
136611,UG429,Uganda,2018,false,
136612,UG430,Uganda,2018,false,
136613,UG432,Uganda,2018,false,
136614,UG433,Uganda,2018,false,
136615,UG434,Uganda,2018,false,
136616,UG437,Uganda,2018,false,
136617,UG438,Uganda,2018,false,
136618,UG439,Uganda,2018,false,
136619,UG442,Uganda,2018,false,
136620,UG443,Uganda,2018,false,
136621,UG444,Uganda,2018,false,
136622,UG445,Uganda,2018,false,
136623,UG446,Uganda,2018,false,
136624,UG447,Uganda,2018,false,
136625,UG448,Uganda,2018,false,
136626,UG449,Uganda,2018,false,
136627,UG450,Uganda,2018,false,
136628,UG451,Uganda,2018,false,
136629,UG453,Uganda,2018,false,
136630,UG454,Uganda,2018,false,
136631,UG456,Uganda,2018,false,
136632,UG457,Uganda,2018,false,
136633,UG458,Uganda,2018,false,
136634,UG459,Uganda,2018,false,
136635,UG460,Uganda,2018,false,
136636,UG462,Uganda,2018,false,
136637,UG463,Uganda,2018,false,
136638,UG464,Uganda,2018,false,
136639,UG466,Uganda,2018,false,
136640,UG467,Uganda,2018,false,
136641,UG468,Uganda,2018,false,
136642,UG469,Uganda,2018,false,
136643,UG471,Uganda,2018,false,
136644,UG472,Uganda,2018,false,
136645,UG473,Uganda,2018,false,
136646,UG476,Uganda,2018,false,
136647,UG477,Uganda,2018,false,
136648,UG478,Uganda,2018,false,
136649,UG479,Uganda,2018,false,
136650,UG481,Uganda,2018,false,
136651,UG482,Uganda,2018,false,
136652,UG483,Uganda,2018,false,
136653,UG484,Uganda,2018,false,
136654,UG486,Uganda,2018,false,
136655,UG487,Uganda,2018,false,
136656,UG488,Uganda,2018,false,
136657,UG489,Uganda,2018,false,
136658,UG491,Uganda,2018,false,
136659,UG492,Uganda,2018,false,
136660,UG493,Uganda,2018,false,
136661,UG494,Uganda,2018,false,
136662,UG496,Uganda,2018,false,
136663,UG497,Uganda,2018,false,
136664,UG498,Uganda,2018,false,
136665,UG499,Uganda,2018,false,
136666,UG502,Uganda,2018,false,
136667,UG504,Uganda,2018,false,
138602,1758620,Burkina Faso,2016,false,
138603,1789338,Burkina Faso,2016,false,
138604,1793605,Burkina Faso,2016,false,
138605,1794397,Burkina Faso,2016,false,
138606,1796110,Burkina Faso,2016,false,
138607,1797304,Burkina Faso,2016,false,
138608,1797700,Burkina Faso,2016,false,
138609,1798962,Burkina Faso,2016,false,
138610,1799082,Burkina Faso,2016,false,
138611,1803769,Burkina Faso,2016,false,
138612,1811823,Burkina Faso,2016,false,
138613,1812526,Burkina Faso,2016,false,
138614,1812711,Burkina Faso,2016,false,
138615,1815140,Burkina Faso,2016,false,
138616,1815512,Burkina Faso,2016,false,
138617,1817348,Burkina Faso,2016,false,
138618,1817488,Burkina Faso,2016,false,
138619,1820787,Burkina Faso,2016,false,
138620,1824480,Burkina Faso,2016,false,
138621,1833686,Burkina Faso,2016,false,
138622,1835253,Burkina Faso,2016,false,
138623,1836371,Burkina Faso,2016,false,
138624,1837880,Burkina Faso,2016,false,
138625,1851157,Burkina Faso,2016,false,
138626,1852877,Burkina Faso,2016,false,
138627,1860352,Burkina Faso,2016,false,
138628,1862007,Burkina Faso,2016,false,
138629,1863509,Burkina Faso,2016,false,
138630,1863706,Burkina Faso,2016,false,
138631,1868695,Burkina Faso,2016,false,
138632,1869574,Burkina Faso,2016,false,
138633,B33,Burkina Faso,2016,false,
138634,OAAS100,Burkina Faso,2016,false,
138635,OAAS14,Burkina Faso,2016,false,
138636,OAAS19,Burkina Faso,2016,false,
138637,OAAS36,Burkina Faso,2016,false,
138638,OAAS39,Burkina Faso,2016,false,
138639,OAAS46,Burkina Faso,2016,false,
138640,OAAS51,Burkina Faso,2016,false,
138641,OAAS69,Burkina Faso,2016,false,
138642,OAAS74,Burkina Faso,2016,false,
138643,OAAS76,Burkina Faso,2016,false,
138644,OAAS77,Burkina Faso,2016,false,
138645,OAAS79,Burkina Faso,2016,false,
138646,OAAS80,Burkina Faso,2016,false,
138647,OAAS85,Burkina Faso,2016,false,
138648,OAAS86,Burkina Faso,2016,false,
138649,OAAS87,Burkina Faso,2016,false,
138650,OAAS92,Burkina Faso,2016,false,
138651,OAAS94,Burkina Faso,2016,false,
138652,OAAS96,Burkina Faso,2016,false,
138653,OAAS97,Burkina Faso,2016,false,
138787,7092,South Africa,2022,false,
139453,7316,South Africa,2023,false,
139454,8374,South Africa,2023,false,
139455,8486,South Africa,2023,false,
139860,5232,South Africa,2023,false,
139861,7493,South Africa,2023,false,
139862,5412,South Africa,2023,false,
140559,17MUS_AH099_S94,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
140560,17MUS_AH121_S96,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
140561,17MUS_AH117_S95,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
140562,18MUS_AH145_S102,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140563,18MUS_AH147_S103,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140564,18MUS_KH083_S97,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140565,18MUS_KM012_S99,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140566,18MUS_KM013_S80,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140567,18MUS_KM016_S100,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140568,18MUS_KM021_S81,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140569,18MUS_KM070_S101,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140570,18MUS_KM071_S82,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140571,18MUS_ZW085_S98,South Africa,2018,true,"Odile Harrison, University of Oxford, UK"
140572,19MUS_AH073_S104,South Africa,2019,true,"Odile Harrison, University of Oxford, UK"
140573,19MUS_AH108_S105,South Africa,2019,true,"Odile Harrison, University of Oxford, UK"
140574,19MUS_AH110_S83,South Africa,2019,true,"Odile Harrison, University of Oxford, UK"
140575,19MUS_AH122_S106,South Africa,2019,true,"Odile Harrison, University of Oxford, UK"
140576,19MUS_AH166_S107,South Africa,2019,true,"Odile Harrison, University of Oxford, UK"
140577,20MUS_AH027_S84,South Africa,2020,true,"Odile Harrison, University of Oxford, UK"
140578,20MUS_AH028_S108,South Africa,2020,true,"Odile Harrison, University of Oxford, UK"
140579,20MUS_AH030_S85,South Africa,2020,true,"Odile Harrison, University of Oxford, UK"
140580,20MUS_AH032_S109,South Africa,2020,true,"Odile Harrison, University of Oxford, UK"
140581,20MUS_AH0138_S110,South Africa,2020,true,"Odile Harrison, University of Oxford, UK"
140582,20MUS_CZ054_S86,South Africa,2020,true,"Odile Harrison, University of Oxford, UK"
140583,20MUS_CZ055_S111,South Africa,2020,true,"Odile Harrison, University of Oxford, UK"
140584,21MUS_AH020_S112,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140585,21MUS_AH021_S113,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140586,21MUS_AH104_S114,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140587,21MUS_AH105_S87,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140588,21MUS_AH110_S115,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140589,21MUS_AH111_S88,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140590,21MUS_AH124_S116,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140591,21MUS_AH125_S89,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140592,21MUS_AH166_S117,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140593,21MUS_AH237_S90,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140594,21MUS_AH239_S118,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140595,21MUS_CZ189_S91,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140596,21MUS_CZ191_S119,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140597,21MUS_CZ197_S120,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140598,21MUS_CZ198_S92,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140599,21MUS_CZ201_S121,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140600,22MUS_AH054_S93,South Africa,2022,true,"Odile Harrison, University of Oxford, UK"
140601,17MUS_AH098,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
140602,17MUS_AH118,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
140603,17MUS_AH120,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
140604,17MUS_KH085,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
140605,17MUS_ZW084,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
140611,19MUS_AH072,South Africa,2019,true,"Odile Harrison, University of Oxford, UK"
140612,19MUS_AH119,South Africa,2019,true,"Odile Harrison, University of Oxford, UK"
140613,19MUS_AH164,South Africa,2019,true,"Odile Harrison, University of Oxford, UK"
140617,20MUS_AH139,South Africa,2020,true,"Odile Harrison, University of Oxford, UK"
140618,21MUS_AH165,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
140619,21MUS_CZ202,South Africa,2021,true,"Odile Harrison, University of Oxford, UK"
143552,ET22-107,Ethiopia,2022,false,
143553,ET22-023,Ethiopia,2022,false,
143554,ET22-177,Ethiopia,2022,false,
143555,ET22-180,Ethiopia,2022,false,
143556,ET22-225,Ethiopia,2022,false,
144414,67876,Kenya,2002,false,
144419,67886,Kenya,2007,false,
144426,67917,Kenya,2002,false,
144429,67923,Kenya,2003,false,
144430,67924,Kenya,2003,false,
144432,67933,Kenya,2004,false,
144438,67947,Kenya,2004,false,
144440,67956,Kenya,2008,false,
144444,67965,Kenya,2006,false,
144447,67970,Kenya,2008,false,
144448,67974,Kenya,2006,false,
144868,M101,Lesotho,2022,false,
144869,M107,Lesotho,2022,false,
144870,M307,Lesotho,2022,false,
144871,M356,Lesotho,2022,false,
144872,M357,Lesotho,2022,false,
144873,M422,Lesotho,2022,false,
144874,M498,Lesotho,2022,false,
144990,67967,Kenya,2008,false,
144991,67973,Kenya,2008,false,
144992,67980,Kenya,2007,false,
144998,67990,Kenya,2007,false,
145001,68001,Kenya,2007,false,
147574,LS-M338,Lesotho,2023,false,
147575,LS-M353,Lesotho,2022,false,
147576,LS-M355,Lesotho,2022,false,
147577,LS-M370,Lesotho,2022,false,
147578,LS-M376,Lesotho,2022,false,
147579,LS-M380,Lesotho,2022,false,
147580,LS-M382,Lesotho,2022,false,
147581,LS-M406,Lesotho,2022,false,
147582,LS-M417,Lesotho,2023,false,
147583,LS-M424,Lesotho,2023,false,
147584,LS-M433,Lesotho,2023,false,
147585,LS-M446,Lesotho,2023,false,
147586,LS-M468,Lesotho,2023,false,
147587,LS-M487,Lesotho,2023,false,
147588,LS-M495,Lesotho,2023,false,
147589,LS-M502,Lesotho,2023,false,
147590,LS-M503,Lesotho,2023,false,
147591,LS-M535,Lesotho,2023,false,
147592,LS-M540,Lesotho,2023,false,
150066,M421,Lesotho,2023,false,
150067,M105,Lesotho,2023,false,
150068,M109,Lesotho,2023,false,
150069,M111,Lesotho,2023,false,
150070,M420,Lesotho,2023,false,
150071,M429,Lesotho,2023,false,
150072,M352,Lesotho,2023,false,
150073,M423,Lesotho,2023,false,
154263,LLL001,South Africa,2013,false,
154264,LLL002,South Africa,2013,false,
154265,LLL003,South Africa,2013,false,
154266,LLL004,South Africa,2013,false,
154267,LLL005,South Africa,2013,false,
154268,LLL006,South Africa,2013,false,
154269,LLL007,South Africa,2013,false,
154270,LLL008,South Africa,2013,false,
154271,LLL009,South Africa,2013,false,
154272,LLL010,South Africa,2013,false,
154273,LLL011,South Africa,2013,false,
154274,LLL012,South Africa,2013,false,
154275,LLL013,South Africa,2013,false,
154276,LLL014,South Africa,2013,false,
154277,LLL015,South Africa,2013,false,
154278,LLL016,South Africa,2013,false,
154279,LLL017,South Africa,2013,false,
154280,LLL018,South Africa,2013,false,
154281,LLL019,South Africa,2013,false,
154282,LLL020,South Africa,2013,false,
154283,LLL022,South Africa,2013,false,
154284,LLL023,South Africa,2013,false,
154285,LLL024,South Africa,2013,false,
154286,LLL026,South Africa,2014,false,
154287,LLL027,South Africa,2014,false,
154288,LLL028,South Africa,2014,false,
154289,LLL029,South Africa,2014,false,
154290,LLL030,South Africa,2014,false,
154291,LLL031,South Africa,2014,false,
154292,LLL032,South Africa,2014,false,
154293,LLL034,South Africa,2014,false,
154294,LLL035,South Africa,2014,false,
154295,LLL037,South Africa,2014,false,
154296,LLL038,South Africa,2014,false,
154297,LLL039,South Africa,2014,false,
154298,LLL040,South Africa,2014,false,
154299,LLL041,South Africa,2014,false,
154300,LLL042,South Africa,2014,false,
154301,LLL043,South Africa,2014,false,
154302,LLL044,South Africa,2014,false,
154303,LLL045,South Africa,2014,false,
154304,LLL046,South Africa,2014,false,
154305,LLL048,South Africa,2014,false,
154306,LLL049,South Africa,2014,false,
154307,LLL050,South Africa,2014,false,
154308,MMM001,South Africa,2014,false,
154309,MMM002,South Africa,2014,false,
154310,MMM003,South Africa,2014,false,
154311,MMM004,South Africa,2014,false,
154312,MMM005,South Africa,2014,false,
154313,MMM006,South Africa,2014,false,
154314,MMM007,South Africa,2014,false,
154315,MMM008,South Africa,2014,false,
154437,MRSN117488.R,Kenya,2021,false,
154438,MRSN117489.R.trimmed,Kenya,2021,false,
154439,MRSN117490.R.trimmed,Kenya,2021,false,
154440,MRSN117491.R.trimmed,Kenya,2021,false,
154441,MRSN117492.R1.trimmed,Kenya,2021,false,
154442,MRSN117493.R.trimmed,Kenya,2021,false,
154443,MRSN117494.R.trimmed,Kenya,2021,false,
154444,MRSN117496.R.trimmed,Kenya,2021,false,
154445,MRSN117498.R.trimmed,Kenya,2021,false,
154446,MRSN117500.R.trimmed,Kenya,2021,false,
154447,MRSN117501.R.trimmed,Kenya,2021,false,
154448,MRSN117502.R.trimmed,Kenya,2021,false,
154449,MRSN117503.R.trimmed,Kenya,2021,false,
154450,MRSN117506.R.trimmed,Kenya,2021,false,
154451,MRSN117507.R.trimmed,Kenya,2021,false,
154452,MRSN117508.R.trimmed,Kenya,2021,false,
154453,MRSN117509.R.trimmed,Kenya,2021,false,
154454,MRSN117510.R.trimmed,Kenya,2021,false,
154455,MRSN117513.R.trimmed,Kenya,2021,false,
154456,MRSN117514.R.trimmed,Kenya,2021,false,
154457,MRSN117515.R.trimmed,Kenya,2021,false,
154458,MRSN117517.R.trimmed,Kenya,2021,false,
154459,MRSN117518.R.trimmed,Kenya,2021,false,
154460,MRSN117519.R.trimmed,Kenya,2021,false,
154461,MRSN117520.R.trimmed,Kenya,2021,false,
154462,MRSN117521.R.trimmed,Kenya,2021,false,
154463,MRSN117522.R.trimmed,Kenya,2021,false,
154464,MRSN117524.R.trimmed,Kenya,2021,false,
154465,MRSN117525.R.trimmed,Kenya,2021,false,
154466,MRSN117531.R.trimmed,Kenya,2021,false,
154467,MRSN117533.R.trimmed,Kenya,2021,false,
154468,MRSN117536.R.trimmed,Kenya,2021,false,
154469,MRSN117538.R.trimmed,Kenya,2021,false,
154470,MRSN117542.R.trimmed,Kenya,2021,false,
154471,MRSN117543.R.trimmed,Kenya,2021,false,
154472,MRSN117549.R.trimmed,Kenya,2021,false,
154473,MRSN117550.R.trimmed,Kenya,2021,false,
154474,MRSN117555.R.trimmed,Kenya,2021,false,
154475,MRSN117556.R.trimmed,Kenya,2021,false,
154476,MRSN117559.R.trimmed,Kenya,2021,false,
154477,MRSN117560.R.trimmed,Kenya,2021,false,
154478,MRSN117561.R.trimmed,Kenya,2021,false,
154479,MRSN117563.R.trimmed,Kenya,2021,false,
154480,MRSN117567.R.trimmed,Kenya,2021,false,
154481,MRSN117570.R.trimmed,Kenya,2021,false,
154482,MRSN117571.R.trimmed,Kenya,2021,false,
154483,MRSN117573.R.trimmed,Kenya,2021,false,
154484,MRSN117575.R.trimmed,Kenya,2021,false,
154485,MRSN117577.R.trimmed,Kenya,2021,false,
154486,MRSN117581.R.trimmed,Kenya,2021,false,
154487,MRSN117582.R.trimmed,Kenya,2021,false,
154488,MRSN117584.R.trimmed,Kenya,2021,false,
154489,MRSN117586.R.trimmed,Kenya,2021,false,
154490,MRSN117588.R.trimmed,Kenya,2021,false,
154491,MRSN117589.R.trimmed,Kenya,2021,false,
154492,MRSN117593.R.trimmed,Kenya,2021,false,
154493,MRSN117595.R.trimmed,Kenya,2021,false,
154494,MRSN117596.R,Kenya,2021,false,
154495,MRSN117597.R,Kenya,2021,false,
154597,MRSN117527.R.trimmed,Kenya,2021,false,
154598,MRSN117534.R.trimmed,Kenya,2021,false,
155409,GP12-MUS-242,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155410,GP13-MUS-070,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155411,GP13-MUS-083,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155412,GP13-MUS-096,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155413,GP13-MUS-099,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155414,GP13-MUS-103,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155415,GP13-MUS-105,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155416,GP13-MUS-107,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155417,GP13-MUS-109,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155418,GP13-MUS-116,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155419,GP13-MUS-120,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155420,GP13-MUS-121,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155421,GP13-MUS-129,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155422,GP13-MUS-132,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155423,GP13-MUS-133,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155424,GP13-MUS-134,South Africa,2013,true,"Odile Harrison, University of Oxford, UK"
155425,GP14-MUS-241,South Africa,2014,true,"Odile Harrison, University of Oxford, UK"
155426,15MUS-AH035,South Africa,2015,true,"Odile Harrison, University of Oxford, UK"
155427,15MUS-AH077-R,South Africa,2015,true,"Odile Harrison, University of Oxford, UK"
155428,15MUS-AH080,South Africa,2015,true,"Odile Harrison, University of Oxford, UK"
155429,15MUS-AH090,South Africa,2015,true,"Odile Harrison, University of Oxford, UK"
155431,15MUS-AH129,South Africa,2015,true,"Odile Harrison, University of Oxford, UK"
155433,15MUS-AH168,South Africa,2015,true,"Odile Harrison, University of Oxford, UK"
155434,16MUS-AH017-R,South Africa,2016,true,"Odile Harrison, University of Oxford, UK"
155435,17MUS-AH017-R,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155436,17MUS-AH019,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155437,17MUS-AH021,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155438,17MUS-AH024,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155439,17MUS-AH026,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155440,17MUS-AH027,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155441,17MUS-AH029,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155442,17MUS-AH034,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155443,17MUS-AH035-R,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155444,17MUS-AH038,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155445,17MUS-AH039,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155446,17MUS-AH041,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155447,17MUS-AH044,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155448,17MUS-AH047,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155449,17MUS-AH051,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155450,17MUS-AH052,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155451,17MUS-AH054,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155452,17MUS-AH056,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155453,17MUS-AH057,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155454,17MUS-AH058,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155455,17MUS-AH059,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155456,17MUS-AH060-R,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155457,17MUS-AH065,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155458,17MUS-AH066,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155459,17MUS-AH068,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155460,17MUS-AH069,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155461,17MUS-AH070-R,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155462,17MUS-AH071,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155463,17MUS-AH073-1,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155464,17MUS-AH073-2,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155465,17MUS-AH074,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155466,17MUS-AH075,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155467,17MUS-AH076,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155468,17MUS-AH098,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155469,17MUS-AH100,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155470,17MUS-AH101,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155471,17MUS-AH103,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155472,17MUS-AH105,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155473,17MUS-AH106,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155474,17MUS-AH107,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155475,17MUS-AH108-1,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155476,17MUS-AH108-2,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155477,17MUS-AH110,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155478,17MUS-AH111,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155479,17MUS-AH112,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155480,17MUS-AH116,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155481,17MUS-AH123,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155482,17MUS-AH124,South Africa,2017,true,"Odile Harrison, University of Oxford, UK"
155483,MP12-MUS-001,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155484,MP12-MUS-010,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155485,MP12-MUS-012,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155486,MP12-MUS-013,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155487,MP12-MUS-015,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155488,MP12-MUS-028,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155489,MP12-MUS-030,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155490,MP12-MUS-035,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155491,MP12-MUS-037,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155492,MP12-MUS-041,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155493,MP12-MUS-044,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155494,MP12-MUS-046,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155495,MP12-MUS-047,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155496,MP12-MUS-048,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155497,MP12-MUS-050,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155498,MP12-MUS-051,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155499,MP12-MUS-053,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155500,MP12-MUS-055,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155501,MP12-MUS-056,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
155502,MP12-MUS-057,South Africa,2012,true,"Odile Harrison, University of Oxford, UK"
