id,isolate,country,year,azithromycin_mic,23S_rRNA,NEIS0133,NEIS1633,NEIS1634,NEIS1635,pro_NEIS1635,private_record,private_owner
79093,GCWGS_0500,USA,2016,0.125,470,102,367,365,13,3,false,
79094,GCWGS_0415,USA,2016,8,,102,633,13,12,6,false,
79095,GCWGS_0414,USA,2016,8,,102,633,13,12,6,false,
79096,GCWGS_0413,USA,2016,2,430,50,3966,362,182,22,false,
79097,GCWGS_0412,USA,2016,8,,102,633,13,12,6,false,
79098,GCWGS_0382,USA,2016,0.125,231,494,18,368,194,1,false,
79099,GCWGS_0311,USA,2016,8,431,337,3276,12,12,6,false,
79100,GCWGS_0308,USA,2016,2,430,50,,205,187,6,false,
79101,GCWGS_0307,USA,2016,4,430,50,3353,493,182,22,false,
79102,GCWGS_0306,USA,2016,2,,50,3966,362,182,22,false,
79103,GCWGS_0295,USA,2016,4,430,50,3353,493,182,22,false,
79104,GCWGS_0294,USA,2016,2,430,50,1006,205,187,6,false,
79105,GCWGS_0289,USA,2016,2,430,50,1006,205,187,6,false,
79106,GCWGS_0288,USA,2016,2,430,50,3966,362,182,22,false,
79107,GCWGS_0287,USA,2016,2,430,50,3353,493,182,22,false,
79108,GCWGS_0284,USA,2016,2,430,50,3966,362,182,22,false,
79109,GCWGS_0283,USA,2016,4,430,50,3353,493,182,22,false,
79110,GCWGS_0282,USA,2016,2,231,102,3448,567,1146,6,false,
79111,GCWGS_0280,USA,2016,2,430,50,3353,493,182,22,false,
79112,GCWGS_0269,USA,2016,0.25,430,102,16,457,12,6,false,
79113,GCWGS_0261,USA,2016,8,430,50,3353,493,182,22,false,
79114,GCWGS_0235,USA,2016,1,231,102,18,11,13,3,false,
79115,GCWGS_0788,USA,2016,2,430,50,3353,493,182,22,false,
79116,GCWGS_0787,USA,2016,2,430,50,3966,362,182,22,false,
79117,GCWGS_0770,USA,2016,2,430,50,3353,493,182,22,false,
79118,GCWGS_0771,USA,2016,2,430,50,3353,493,182,22,false,
79119,GCWGS_0772,USA,2016,2,430,50,3353,493,182,22,false,
79120,GCWGS_0773,USA,2016,2,430,50,3353,493,182,22,false,
79121,GCWGS_0774,USA,2016,2,430,50,3353,493,182,22,false,
79122,GCWGS_0775,USA,2016,0.125,453,495,,17,,6,false,
79123,GCWGS_0643,USA,2016,16,,102,16,11,13,3,false,
79124,GCWGS_0640,USA,2016,0.5,430,535,21,12,371,6,false,
79125,GCWGS_0690,USA,2016,0.125,430,102,1548,,12,3,false,
79126,GCWGS_0656,USA,2016,0.25,387,102,451,12,191,6,false,
79127,GCWGS_0731,USA,2016,4,430,50,3353,493,182,22,false,
79128,GCWGS_0703,USA,2016,16,431,50,1006,205,187,6,false,
79129,GCWGS_0652,USA,2016,2,430,50,3353,493,182,22,false,
79130,GCWGS_0824,USA,2016,4,430,50,3353,493,182,22,false,
79131,GCWGS_0838,USA,2016,4,,102,367,12,371,6,false,
79132,GCWGS_0822,USA,2016,0.5,444,102,16,11,188,3,false,
79133,GCWGS_1357,USA,2016,2,430,50,3353,493,182,22,false,
79134,GCWGS_1251,USA,2016,0.25,231,102,824,17,447,6,false,
79135,GCWGS_0878,USA,2016,4,430,50,3353,493,182,22,false,
79136,GCWGS_0879,USA,2016,2,430,50,3353,493,182,22,false,
79137,GCWGS_0892,USA,2016,2,430,50,3353,493,182,22,false,
79138,GCWGS_1356,USA,2016,2,430,50,3353,493,182,22,false,
79139,GCWGS_0839,USA,2016,4,,102,367,12,371,6,false,
79140,GCWGS_1598,USA,2016,0.5,437,102,16,12,371,6,false,
79141,GCWGS_1367,USA,2016,2,430,50,3353,493,182,22,false,
79142,GCWGS_1600,USA,2016,0.25,430,102,16,457,12,6,false,
79143,GCWGS_1599,USA,2016,0.5,430,50,1006,205,187,6,false,
79144,GCWGS_1621,USA,2016,2,430,50,3353,493,182,22,false,
79145,GCWGS_1620,USA,2016,4,,102,367,12,371,6,false,
79146,GCWGS_1623,USA,2016,16,431,50,3353,493,182,22,false,
79147,GCWGS_1622,USA,2016,2,430,50,3353,493,182,22,false,
79148,LRRBGS_0371,USA,2016,2,430,50,3353,493,182,22,false,
79149,LRRBGS_0368,USA,2016,2,430,50,3353,493,182,22,false,
79150,LRRBGS_0369,USA,2016,2,430,50,3353,493,182,22,false,
79151,LRRBGS_0370,USA,2016,2,430,50,3353,493,182,22,false,
79152,LRRBGS_0342,USA,2016,8,431,337,3449,1562,12,6,false,
79153,LRRBGS_0341,USA,2016,2,430,50,3353,493,182,22,false,
79154,LRRBGS_0374,USA,2016,2,430,50,3353,493,182,22,false,
79155,LRRBGS_0644,USA,2016,16,431,102,21,11,18,3,false,
79156,LRRBGS_0635,USA,2016,2,430,50,3353,493,182,22,false,
79157,LRRBGS_0375,USA,2016,2,430,50,3353,493,182,22,false,
79158,LRRBGS_0333,USA,2016,2,430,50,3353,493,182,22,false,
79159,LRRBGS_0336,USA,2016,4,430,50,3353,493,182,22,false,
79160,LRRBGS_0335,USA,2016,4,430,50,3353,493,182,22,false,
79161,LRRBGS_0340,USA,2016,16,431,102,21,11,18,3,false,
79162,LRRBGS_0337,USA,2016,4,430,50,3353,493,182,22,false,
79163,LRRBGS_0331,USA,2016,2,430,50,3353,493,182,22,false,
79164,LRRBGS_0330,USA,2016,4,430,214,3353,493,182,22,false,
79165,LRRBGS_0319,USA,2016,2,430,50,3353,493,182,22,false,
79166,LRRBGS_0318,USA,2016,16,,102,16,11,13,3,false,
79167,LRRBGS_0317,USA,2016,16,,102,16,11,13,3,false,
79168,LRRBGS_0314,USA,2016,2,430,50,3353,493,182,22,false,
79169,LRRBGS_0313,USA,2016,2,430,50,3353,493,182,22,false,
79170,LRRBGS_0312,USA,2016,2,430,50,3353,493,182,22,false,
79171,LRRBGS_0311,USA,2016,2,430,50,3353,493,182,22,false,
79172,LRRBGS_0310,USA,2016,2,430,50,3353,493,182,22,false,
79173,LRRBGS_0308,USA,2016,8,431,102,21,11,18,3,false,
79174,LRRBGS_0299,USA,2016,0.5,10,102,654,12,561,6,false,
79175,LRRBGS_0362,USA,2016,2,430,50,3353,493,182,22,false,
79176,LRRBGS_0631,USA,2016,2,430,50,3353,493,182,22,false,
79177,LRRBGS_0376,USA,2016,4,,102,367,12,371,6,false,
79178,LRRBGS_0373,USA,2016,4,,102,367,12,371,6,false,
79179,LRRBGS_0361,USA,2016,2,430,50,3353,493,182,22,false,
79180,LRRBGS_0360,USA,2016,2,430,50,3353,493,182,22,false,
79181,LRRBGS_0359,USA,2016,2,430,50,3353,493,182,22,false,
79182,LRRBGS_0358,USA,2016,2,430,50,3353,493,182,22,false,
79183,LRRBGS_0632,USA,2016,2,430,50,3353,493,182,22,false,
79184,LRRBGS_0633,USA,2016,2,430,50,3353,493,182,22,false,
79185,LRRBGS_0355,USA,2016,2,430,,4005,1841,,,false,
79186,LRRBGS_0356,USA,2016,2,430,50,3353,493,182,22,false,
79187,LRRBGS_0357,USA,2016,2,436,113,16,12,,6,false,
79188,LRRBGS_0347,USA,2016,4,430,50,3353,493,182,22,false,
79189,LRRBGS_0348,USA,2016,4,,50,5666,493,182,22,false,
79190,LRRBGS_0353,USA,2016,16,431,102,21,11,18,3,false,
79191,LRRBGS_0354,USA,2016,2,430,50,3353,493,182,22,false,
79192,LRRBGS_0343,USA,2016,2,430,50,3353,493,182,22,false,
79193,LRRBGS_0344,USA,2016,8,431,337,3449,1562,12,6,false,
79194,LRRBGS_0345,USA,2016,4,430,50,3353,493,182,22,false,
79195,LRRBGS_0346,USA,2016,2,,102,3448,567,1146,6,false,
79196,LRRBGS_0326,USA,2016,8,431,337,18,12,12,6,false,
79197,LRRBGS_0327,USA,2016,2,430,50,3353,493,182,22,false,
79198,LRRBGS_0324,USA,2016,2,430,50,3353,493,182,22,false,
79199,LRRBGS_0325,USA,2016,4,430,50,,493,182,22,false,
79200,LRRBGS_0322,USA,2016,2,430,50,3353,493,182,22,false,
79201,LRRBGS_0323,USA,2016,2,430,50,3966,362,182,22,false,
79202,LRRBGS_0320,USA,2016,2,430,50,3353,493,182,22,false,
79203,LRRBGS_0321,USA,2016,2,430,50,3353,493,182,22,false,
79204,LRRBGS_0334,USA,2016,2,10,50,3353,493,182,22,false,
79205,LRRBGS_0328,USA,2016,2,430,50,3353,493,182,22,false,
79206,LRRBGS_0329,USA,2016,2,430,50,3353,493,182,22,false,
79207,LRRBGS_0372,USA,2016,4,,102,367,12,371,6,false,
79208,LRRBGS_0288,USA,2016,0.25,231,102,367,567,1146,6,false,
79209,LRRBGS_0281,USA,2016,0.125,231,113,669,12,371,6,false,
79210,LRRBGS_0249,USA,2016,1,430,102,,11,12,3,false,
79211,LRRBGS_0227,USA,2016,0.25,231,102,18,11,13,3,false,
79212,LRRBGS_0277,USA,2016,0.06,430,102,16,318,12,3,false,
79213,LRRBGS_0252,USA,2016,0.5,10,102,367,365,13,3,false,
79214,LRRBGS_0190,USA,2016,0.25,231,113,367,12,371,6,false,
79215,LRRBGS_0219,USA,2016,0.25,430,102,16,11,12,3,false,
79216,LRRBGS_0195,USA,2016,1,231,102,18,11,13,3,false,
79217,LRRBGS_0673,USA,2016,2,430,50,3353,493,182,22,false,
79218,LRRBGS_0246,USA,2016,0.25,430,102,16,457,12,6,false,
79219,LRRBGS_0245,USA,2016,0.25,387,102,378,12,18,6,false,
79220,LRRBGS_0244,USA,2016,0.25,231,113,16,12,371,6,false,
79221,LRRBGS_0243,USA,2016,0.125,437,102,18,12,12,3,false,
79222,LRRBGS_0242,USA,2016,0.5,,102,18,11,13,3,false,
79223,LRRBGS_0241,USA,2016,0.25,231,102,18,11,446,6,false,
79224,LRRBGS_0239,USA,2016,0.125,231,102,22,17,17,6,false,
79225,LRRBGS_0248,USA,2016,0.25,10,102,367,365,13,3,false,
79226,LRRBGS_0247,USA,2016,0.5,430,50,1006,205,187,6,false,
79227,LRRBGS_0634,USA,2016,2,231,102,18,11,13,3,false,
79228,LRRBGS_0636,USA,2016,2,430,50,3353,493,182,22,false,
79229,LRRBGS_0637,USA,2016,2,430,50,3353,493,182,22,false,
79230,LRRBGS_0642,USA,2016,0.06,387,102,3389,,189,6,false,
79231,LRRBGS_0643,USA,2016,16,,102,21,11,18,3,false,
79232,LRRBGS_0651,USA,2016,2,430,50,3353,493,182,22,false,
79233,LRRBGS_0229,USA,2016,0.125,452,102,18,457,12,6,false,
79234,LRRBGS_0230,USA,2016,0.5,430,102,16,318,12,3,false,
79235,LRRBGS_0231,USA,2016,0.5,10,50,1006,205,187,6,false,
79236,LRRBGS_0232,USA,2016,0.125,10,102,367,365,13,3,false,
79237,LRRBGS_0233,USA,2016,0.125,231,102,18,11,446,6,false,
79238,LRRBGS_0234,USA,2016,0.5,430,50,1006,205,187,6,false,
79239,LRRBGS_0235,USA,2016,0.5,234,102,666,12,521,6,false,
79240,LRRBGS_0236,USA,2016,0.5,437,102,18,12,12,3,false,
79241,LRRBGS_0237,USA,2016,0.5,430,50,1006,205,187,6,false,
79242,LRRBGS_0238,USA,2016,0.25,452,102,633,13,12,6,false,
79243,LRRBGS_0270,USA,2016,0.5,231,102,18,1528,13,3,false,
79244,LRRBGS_0269,USA,2016,0.25,10,102,3390,12,18,6,false,
79245,LRRBGS_0266,USA,2016,0.25,,102,451,12,,6,false,
79246,LRRBGS_0265,USA,2016,0.5,430,535,21,12,371,6,false,
79247,LRRBGS_0268,USA,2016,0.25,231,102,367,12,371,6,false,
79248,LRRBGS_0267,USA,2016,0.125,495,102,367,12,873,6,false,
79249,LRRBGS_0262,USA,2016,0.25,231,102,18,368,194,1,false,
79250,LRRBGS_0264,USA,2016,0.25,231,102,22,17,,6,false,
79251,LRRBGS_0263,USA,2016,0.25,452,102,636,13,12,6,false,
79252,LRRBGS_0259,USA,2016,0.03,231,102,367,1811,371,6,false,
79253,LRRBGS_0260,USA,2016,1,430,50,1006,205,187,6,false,
79254,LRRBGS_0257,USA,2016,0.125,387,102,451,17,16,6,false,
79255,LRRBGS_0258,USA,2016,0.125,234,102,824,17,,6,false,
79256,LRRBGS_0255,USA,2016,0.5,231,102,367,12,362,6,false,
79257,LRRBGS_0256,USA,2016,0.125,231,102,18,11,446,6,false,
79258,LRRBGS_0253,USA,2016,0.25,231,102,367,567,1146,6,false,
79259,LRRBGS_0254,USA,2016,0.125,495,102,367,12,873,6,false,
79260,LRRBGS_0250,USA,2016,0.25,452,102,18,13,12,6,false,
79261,LRRBGS_0251,USA,2016,0.125,387,102,451,17,16,6,false,
79262,LRRBGS_0660,USA,2016,2,430,50,3353,493,182,22,false,
79263,LRRBGS_0659,USA,2016,2,430,50,3353,493,182,22,false,
79264,LRRBGS_0658,USA,2016,2,430,50,3353,493,182,22,false,
79265,LRRBGS_0657,USA,2016,2,430,50,3353,493,182,22,false,
79266,LRRBGS_0656,USA,2016,2,430,50,3353,493,182,22,false,
79267,LRRBGS_0655,USA,2016,4,430,50,3353,493,182,22,false,
79268,LRRBGS_0654,USA,2016,8,430,50,3353,493,182,22,false,
79269,LRRBGS_0653,USA,2016,2,430,50,3353,493,182,22,false,
79270,LRRBGS_0652,USA,2016,2,430,50,3353,493,182,22,false,
79271,LRRBGS_0206,USA,2016,1,234,102,666,12,521,6,false,
79272,LRRBGS_0205,USA,2016,0.5,440,102,367,360,194,1,false,
79273,LRRBGS_0200,USA,2016,0.25,231,102,367,567,1146,6,false,
79274,LRRBGS_0199,USA,2016,0.5,231,102,367,567,1146,6,false,
79275,LRRBGS_0198,USA,2016,0.5,,50,1006,205,187,6,false,
79276,LRRBGS_0197,USA,2016,0.125,452,102,633,13,12,6,false,
79277,LRRBGS_0204,USA,2016,1,430,50,1006,205,187,6,false,
79278,LRRBGS_0203,USA,2016,0.03,430,102,16,457,12,6,false,
79279,LRRBGS_0202,USA,2016,0.125,231,102,367,12,371,6,false,
79280,LRRBGS_0201,USA,2016,0.125,,102,451,12,,6,false,
79281,LRRBGS_0286,USA,2016,0.5,231,102,367,567,1146,6,false,
79282,LRRBGS_0284,USA,2016,0.25,231,102,18,11,446,6,false,
79283,LRRBGS_0285,USA,2016,0.5,,102,367,365,13,3,false,
79284,LRRBGS_0309,USA,2016,8,430,50,3353,493,182,22,false,
79285,LRRBGS_0291,USA,2016,0.125,457,102,167,100,12,6,false,
79286,LRRBGS_0290,USA,2016,0.25,470,102,367,365,13,3,false,
79287,LRRBGS_0283,USA,2016,0.5,,50,1006,1592,187,6,false,
79288,LRRBGS_0287,USA,2016,0.5,430,50,1006,205,187,6,false,
79289,LRRBGS_0296,USA,2016,0.125,430,102,16,457,12,6,false,
79290,LRRBGS_0297,USA,2016,1,430,50,1006,205,187,6,false,
79291,LRRBGS_0294,USA,2016,0.25,477,102,367,368,194,2,false,
79292,LRRBGS_0295,USA,2016,0.5,430,102,16,457,12,6,false,
79293,LRRBGS_0306,USA,2016,2,430,50,3353,493,182,22,false,
79294,LRRBGS_0307,USA,2016,2,430,50,3353,493,182,22,false,
79295,LRRBGS_0298,USA,2016,0.125,470,102,367,365,13,3,false,
79296,LRRBGS_0300,USA,2016,0.5,452,102,633,13,12,6,false,
79297,LRRBGS_0186,USA,2016,0.03,231,102,18,11,446,6,false,
79298,LRRBGS_0185,USA,2016,0.03,231,102,22,17,17,6,false,
79299,LRRBGS_0188,USA,2016,0.5,231,102,18,11,13,3,false,
79300,LRRBGS_0187,USA,2016,0.125,,102,18,12,1386,6,false,
79301,LRRBGS_0191,USA,2016,0.5,,102,18,11,13,3,false,
79302,LRRBGS_0189,USA,2016,0.06,914,102,3391,,12,6,false,
79303,LRRBGS_0193,USA,2016,0.25,231,102,367,567,1146,6,false,
79304,LRRBGS_0192,USA,2016,0.125,231,102,367,12,371,6,false,
79305,LRRBGS_0196,USA,2016,0.5,231,102,367,567,1146,6,false,
79306,LRRBGS_0194,USA,2016,0.03,231,102,,360,192,6,false,
79307,LRRBGS_0289,USA,2016,0.25,231,102,18,100,368,6,false,
79308,LRRBGS_0293,USA,2016,0.5,,50,1006,205,187,6,false,
79309,LRRBGS_0280,USA,2016,0.25,430,102,16,11,12,3,false,
79310,LRRBGS_0282,USA,2016,0.25,452,102,657,13,12,6,false,
79311,LRRBGS_0292,USA,2016,1,430,50,1006,205,187,6,false,
79312,LRRBGS_0275,USA,2016,0.5,430,50,1006,205,187,6,false,
79313,LRRBGS_0276,USA,2016,0.25,437,102,18,12,12,3,false,
79314,LRRBGS_0278,USA,2016,0.25,470,102,367,365,13,3,false,
79315,LRRBGS_0279,USA,2016,0.25,430,102,16,11,12,3,false,
79316,LRRBGS_0271,USA,2016,0.25,,102,18,11,13,3,false,
79317,LRRBGS_0272,USA,2016,0.125,,102,367,13,371,6,false,
79318,LRRBGS_0273,USA,2016,0.25,430,102,16,11,12,3,false,
79319,LRRBGS_0274,USA,2016,0.06,10,102,367,365,13,3,false,
79320,LRRBGS_0366,USA,2016,2,430,50,3353,493,182,22,false,
79321,LRRBGS_0349,USA,2016,16,431,102,21,11,18,3,false,
79322,LRRBGS_0316,USA,2016,16,,102,16,11,13,3,false,
79323,LRRBGS_0351,USA,2016,4,430,50,3353,493,182,22,false,
79324,LRRBGS_0350,USA,2016,16,431,102,21,11,18,3,false,
79325,LRRBGS_0363,USA,2016,2,430,50,3353,493,182,22,false,
79326,LRRBGS_0352,USA,2016,16,431,50,1006,205,187,6,false,
79327,LRRBGS_0365,USA,2016,2,430,50,3353,493,182,22,false,
79328,LRRBGS_0364,USA,2016,2,430,50,3353,493,182,22,false,
79329,LRRBGS_0218,USA,2016,0.25,430,50,18,12,12,6,false,
79330,LRRBGS_0217,USA,2016,1,,50,,12,187,6,false,
79331,LRRBGS_0221,USA,2016,0.03,430,102,16,,12,6,false,
79332,LRRBGS_0220,USA,2016,0.5,430,50,378,12,187,6,false,
79333,LRRBGS_0223,USA,2016,0.25,231,102,18,207,16,3,false,
79334,LRRBGS_0222,USA,2016,0.125,231,102,1591,12,16,6,false,
79335,LRRBGS_0225,USA,2016,0.25,231,102,18,207,16,3,false,
79336,LRRBGS_0228,USA,2016,0.125,234,102,367,360,192,6,false,
79337,LRRBGS_0226,USA,2016,0.5,430,102,16,11,13,3,false,
79338,LRRBGS_0669,USA,2016,2,430,50,3353,493,182,22,false,
79339,LRRBGS_0670,USA,2016,4,430,50,3353,493,182,22,false,
79340,LRRBGS_0667,USA,2016,2,430,50,3353,493,182,22,false,
79341,LRRBGS_0668,USA,2016,2,430,50,3353,493,182,22,false,
79342,LRRBGS_0665,USA,2016,2,430,50,3353,493,182,22,false,
79343,LRRBGS_0666,USA,2016,8,430,50,3353,493,182,22,false,
79344,LRRBGS_0663,USA,2016,8,430,50,3353,493,182,22,false,
79345,LRRBGS_0664,USA,2016,8,,102,16,11,13,3,false,
79346,LRRBGS_0671,USA,2016,4,430,50,3353,493,182,22,false,
79347,LRRBGS_0672,USA,2016,2,430,50,3353,493,182,22,false,
79348,LRRBGS_0209,USA,2016,0.25,452,102,633,13,12,6,false,
79349,LRRBGS_0210,USA,2016,0.5,234,102,824,17,,6,false,
79350,LRRBGS_0207,USA,2016,0.25,231,102,3392,11,446,6,false,
79351,LRRBGS_0208,USA,2016,0.25,231,102,367,12,371,6,false,
79352,LRRBGS_0213,USA,2016,0.5,,102,18,11,13,3,false,
79353,LRRBGS_0214,USA,2016,0.25,452,102,18,457,12,6,false,
79354,LRRBGS_0211,USA,2016,0.25,,102,3392,11,446,6,false,
79355,LRRBGS_0212,USA,2016,0.25,437,102,18,12,12,3,false,
79356,LRRBGS_0215,USA,2016,0.5,430,50,1006,205,187,6,false,
79357,LRRBGS_0216,USA,2016,0.5,504,102,18,375,12,3,false,
79358,GCWGS_0621,USA,2016,2,387,102,1548,11,13,3,false,
79359,GCWGS_0615,USA,2016,16,431,50,1006,205,187,6,false,
79360,GCWGS_0606,USA,2016,0.125,,102,2017,12,18,6,false,
79361,GCWGS_0605,USA,2016,2,430,50,3966,362,182,22,false,
79362,GCWGS_0244,USA,2016,0.25,430,50,1006,205,187,6,false,
79363,GCWGS_0637,USA,2016,0.25,231,102,18,1529,13,3,false,
79364,GCWGS_0632,USA,2016,1,,50,1006,205,187,6,false,
79365,GCWGS_0190,USA,2016,4,,102,367,12,371,6,false,
79366,GCWGS_0320,USA,2016,4,,102,367,12,371,6,false,
79367,GCWGS_0312,USA,2016,4,,102,367,12,371,6,false,
79368,GCWGS_0599,USA,2016,4,,102,367,12,371,6,false,
79369,GCWGS_0597,USA,2016,0.25,231,113,669,12,371,6,false,
79370,LRRBGS_0339,USA,2016,16,456,102,18,1554,17,3,false,
79371,LRRBGS_0338,USA,2016,2,430,50,3353,493,182,22,false,
79372,LRRBGS_0332,USA,2016,2,430,50,3353,493,182,22,false,
79421,TUM15784,Japan,2013,1,437,113,16,11,13,3,false,
81698,HC 12,Spain,,,,,,,,,false,
81699,HC 28,Spain,,,,,,,,,false,
81700,HC 1,Spain,,,,,,,,,false,
81701,HC 2,Spain,,,,,,,,,false,
81702,HVH 175,Spain,,,,,,,,,false,
81703,HVH 179,Spain,,,,,,,,,false,
81704,Donosti 4,Spain,,,,,,,,,false,
81705,HCUV 1,Spain,,,,,,,,,false,
81706,HR 3,Spain,,,,,,,,,false,
81707,HVH 97,Spain,,,,,,,,,false,
81708,HUMS 23,Spain,,,,,,,,,false,
81709,HVH 44,Spain,,,,,,,,,false,
81710,HR 6,Spain,,,,,,,,,false,
81711,HR 8,Spain,,,,,,,,,false,
81712,HVH 37,Spain,,,,,,,,,false,
81713,HUSE 32,Spain,,,,,,,,,false,
81714,HCUV 23,Spain,,,,,,,,,false,
81715,HUMS 24,Spain,,,,,,,,,false,
81716,HCUV 20,Spain,,,,,,,,,false,
81717,HCUV 30,Spain,,,,,,,,,false,
81718,HUSE 114,Spain,,,,,,,,,false,
81719,HUMS 22,Spain,,,,,,,,,false,
81720,HR 5,Spain,,,,,,,,,false,
81721,HR 9,Spain,,,,,,,,,false,
81722,G18002576,Colombia,2013,0.5,,,,,,,false,
81723,G18002579,Colombia,2013,0.5,,,,,,,false,
81724,G18002580,Colombia,2013,0.125,,,,,,,false,
81725,G18002581,Colombia,2014,0.06,,,,,,,false,
81726,G18002582,Colombia,2014,0.016,,,,,,,false,
81727,G18002584,Colombia,2014,0.03,,,,,,,false,
81728,G18002588,Colombia,2014,0.125,,,,,,,false,
81729,G18002593,Colombia,2014,0.125,,,,,,,false,
81730,G18002601,Colombia,2014,,,,,,,,false,
81731,G18002603,Colombia,2014,0.125,,,,,,,false,
81732,G18002604,Colombia,2014,0.125,,,,,,,false,
81733,G18002605,Colombia,2014,0.06,,,,,,,false,
81734,G18002606,Colombia,2014,0.06,,,,,,,false,
81735,G18002607,Colombia,2014,0.125,,,,,,,false,
81736,G18002610,Colombia,2014,0.25,,,,,,,false,
81737,G18002612,Colombia,2014,0.06,,,,,,,false,
81738,G18002619,Colombia,2014,0.125,,,,,,,false,
81739,G18002620,Colombia,2014,0.03,,,,,,,false,
81740,G18002630,Colombia,2015,0.25,,,,,,,false,
81741,G18002638,Colombia,2015,0.06,,,,,,,false,
81742,G18002648,Colombia,2015,0.125,,,,,,,false,
81743,G18002650,Colombia,2015,0.03,,,,,,,false,
81744,G18002653,Colombia,2015,2,,,,,,,false,
81745,G18002659,Colombia,2015,0.25,,,,,,,false,
81746,G18002664,Colombia,2015,0.125,,,,,,,false,
81747,G18002667,Colombia,2015,0.125,,,,,,,false,
81748,G18002669,Colombia,2015,0.06,,,,,,,false,
81749,G18002670,Colombia,2015,0.125,,,,,,,false,
81750,G18002676,Colombia,2015,0.125,,,,,,,false,
81751,G18002735,Colombia,2015,0.125,,,,,,,false,
81752,G18002678,Colombia,2015,0.03,,,,,,,false,
81753,G18002680,Colombia,2016,0.125,,,,,,,false,
81754,G18002681,Colombia,2016,0.25,,,,,,,false,
81755,G18002682,Colombia,2016,0.125,,,,,,,false,
81756,G18002685,Colombia,2016,0.125,,,,,,,false,
81757,G18002688,Colombia,2016,0.125,,,,,,,false,
81758,G18002689,Colombia,2016,0.125,,,,,,,false,
81759,G18002698,Colombia,2016,0.125,,,,,,,false,
81760,G18002699,Colombia,2016,0.125,,,,,,,false,
81761,G18002701,Colombia,2016,0.03,,,,,,,false,
81762,G18002704,Colombia,2016,0.5,,,,,,,false,
81763,G18002712,Colombia,2016,0.25,,,,,,,false,
81764,G18002713,Colombia,2016,0.125,,,,,,,false,
81765,G18002717,Colombia,2016,0.125,,,,,,,false,
81766,G18002721,Colombia,2016,0.25,,,,,,,false,
81767,G18002748,Colombia,2016,0.5,,,,,,,false,
81768,G18002791,Colombia,2017,0.25,,,,,,,false,
81769,G18002792,Colombia,2017,0.5,,,,,,,false,
81770,G18002800,Colombia,2017,2,,,,,,,false,
81771,G18002818,Colombia,2017,1,,,,,,,false,
81772,G18002871,Colombia,2017,0.25,,,,,,,false,
81920,09-037,Japan,1997,,10,102,16,11,12,3,false,
81921,09-020,Japan,1997,,10,102,16,318,12,3,false,
81922,98-003,Japan,1998,,10,102,16,11,12,3,false,
81923,11-001,Japan,1999,,10,102,16,318,12,3,false,
81924,98-093,Japan,1998,,10,102,16,11,12,3,false,
81925,09-013,Japan,1997,,10,102,16,11,12,3,false,
81926,98-001,Japan,1998,,10,102,16,11,12,3,false,
81927,98-095,Japan,1998,,10,102,16,11,12,3,false,
81928,98-025,Japan,1996,,10,102,16,11,12,3,false,
81929,09-019,Japan,1997,,10,102,16,11,12,3,false,
81930,98-118,Japan,1998,,10,102,16,318,12,3,false,
81931,13-067,Japan,2000,,10,102,16,11,12,3,false,
81932,98-135,Japan,1998,,10,102,16,11,12,3,false,
81933,12-029,Japan,2000,,10,102,16,11,12,3,false,
81934,98-145,Japan,1998,,10,102,16,11,12,3,false,
81935,09-012,Japan,1997,,10,102,16,11,12,3,false,
81936,08-046,Japan,1996,,10,102,16,11,12,3,false,
81937,08-054,Japan,1996,,10,102,16,11,12,3,false,
81938,98-064,Japan,1997,,10,102,16,318,12,3,false,
81939,11-003,Japan,1999,,10,102,16,11,12,3,false,
81940,98-094,Japan,1998,,10,102,16,11,12,3,false,
81941,11-014,Japan,1998,,10,102,16,11,12,3,false,
81942,98-128,Japan,1998,,10,102,16,11,12,3,false,
81943,98-124,Japan,1998,,10,102,16,11,12,3,false,
81944,98-116,Japan,1998,,10,102,16,11,12,3,false,
81945,98-109,Japan,1998,,10,102,16,11,12,3,false,
81946,98-112,Japan,1998,,10,102,16,11,12,3,false,
81947,09-028,Japan,1997,,10,102,16,11,12,3,false,
81948,09-010,Japan,1997,,10,102,16,11,12,3,false,
81949,98-023,Japan,1996,,10,102,16,11,12,3,false,
81950,09-024,Japan,1997,,10,102,16,11,12,3,false,
81951,13-094,Japan,2000,,10,102,16,11,12,3,false,
81952,12-026,Japan,2000,,10,113,16,11,12,3,false,
81953,12-016,Japan,2000,,10,102,16,11,12,3,false,
81954,98-021,Japan,1996,,10,102,16,11,12,3,false,
81955,09-036,Japan,1997,,10,102,16,11,12,3,false,
81956,11-005,Japan,1998,,10,102,16,11,12,3,false,
81957,12-030,Japan,2000,,10,102,16,11,12,3,false,
81958,98-117,Japan,1998,,10,102,16,11,12,3,false,
81959,98-133,Japan,1998,,10,102,16,11,12,3,false,
81960,98-131,Japan,1998,,10,102,16,11,12,3,false,
81961,13-21,Japan,2001,,10,102,16,11,12,3,false,
81962,98-091,Japan,1998,,,102,16,11,12,3,false,
81963,12-013,Japan,2000,,10,102,16,11,12,3,false,
81964,16-80,Japan,2004,,10,102,16,11,12,3,false,
81965,16-81,Japan,2001,,10,102,16,11,12,3,false,
81966,11-069,Japan,1999,,10,102,16,11,12,3,false,
81967,11-071,Japan,1999,,10,102,16,11,12,3,false,
81968,16-39,Japan,2003,,10,102,16,318,12,3,false,
