id,country,year,azithromycin_mic_sign,cefixime_SIR,ceftriaxone_SIR,ciprofloxacin_SIR
131346,South Africa,2016,=,S,S,R
131347,South Africa,2016,=,S,S,R
131348,South Africa,2016,=,S,S,R
131349,South Africa,2016,=,S,S,R
131350,South Africa,2016,=,S,S,R
131351,South Africa,2016,=,S,S,R
131352,South Africa,2016,=,S,S,R
131353,South Africa,2016,=,S,S,R
131354,South Africa,2016,=,S,S,R
131355,South Africa,2016,=,S,S,R
131356,South Africa,2016,=,S,S,R
131357,South Africa,2016,=,S,S,R
131358,South Africa,2016,=,S,S,R
131359,South Africa,2016,=,S,S,R
131360,South Africa,2016,=,S,S,R
131361,South Africa,2016,=,S,S,R
131362,South Africa,2016,=,S,S,R
131363,South Africa,2016,=,S,S,R
131364,South Africa,2016,=,S,S,R
131365,South Africa,2016,=,S,S,S
131366,South Africa,2016,=,S,S,R
131367,South Africa,2016,=,S,S,R
131368,South Africa,2016,=,S,S,R
131369,South Africa,2016,=,S,S,R
131370,South Africa,2016,=,S,S,R
131371,South Africa,2016,=,S,S,S
131372,South Africa,2016,=,S,,R
131373,South Africa,2016,=,S,,R
131374,South Africa,2017,=,S,S,
131375,South Africa,2017,=,S,S,
131376,South Africa,2017,=,S,S,
131377,South Africa,2017,=,S,S,
131378,South Africa,2017,=,S,S,
131379,South Africa,2017,=,S,S,
131380,South Africa,2017,=,S,S,
131381,South Africa,2017,=,S,S,
131382,South Africa,2017,=,S,S,
136267,Uganda,,,,,
136268,Uganda,,,,,
136269,Uganda,,,,,
136270,Uganda,,,,,
136271,Uganda,,,,,
136272,Uganda,,,,,
136273,Uganda,,,,,
136274,Uganda,,,,,
136275,Uganda,,,,,
136276,Uganda,,,,,
136277,Uganda,,,,,
136278,Uganda,,,,,
136279,Uganda,,,,,
136280,Uganda,,,,,
136281,Uganda,,,,,
136282,Uganda,,,,,
136283,Uganda,,,,,
136284,Uganda,,,,,
136285,Uganda,,,,,
136286,Uganda,,,,,
136287,Uganda,,,,,
136288,Uganda,,,,,
136289,Uganda,,,,,
136290,Uganda,,,,,
136291,Uganda,,,,,
136292,Uganda,,,,,
136293,Uganda,,,,,
136294,Uganda,,,,,
136295,Uganda,,,,,
136296,Uganda,,,,,
136297,Uganda,,,,,
136298,Uganda,,,,,
136299,Uganda,,,,,
136300,Uganda,,,,,
136301,Uganda,,,,,
136302,Uganda,,,,,
136303,Uganda,,,,,
136304,Uganda,,,,,
136305,Uganda,,,,,
136306,Uganda,,,,,
136307,Uganda,,,,,
136308,Uganda,,,,,
136309,Uganda,,,,,
136310,Uganda,,,,,
136311,Uganda,,,,,
136312,Uganda,,,,,
136313,Uganda,,,,,
136314,Uganda,,,,,
136315,Uganda,,,,,
136316,Uganda,,,,,
136317,Uganda,,,,,
136318,Uganda,,,,,
136319,Uganda,,,,,
136320,Uganda,,,,,
136321,Uganda,,,,,
136322,Uganda,,,,,
136323,Uganda,,,,,
136324,Uganda,,,,,
136325,Uganda,,,,,
136326,Uganda,,,,,
136327,Uganda,,,,,
136328,Uganda,,,,,
136329,Uganda,,,,,
136330,Uganda,,,,,
136331,Uganda,,,,,
136332,Uganda,,,,,
136333,Uganda,,,,,
136334,Uganda,,,,,
136335,Uganda,,,,,
136336,Uganda,,,,,
136337,Uganda,,,,,
136338,Uganda,,,,,
136339,Uganda,,,,,
136340,Uganda,,,,,
136341,Uganda,,,,,
136342,Uganda,,,,,
136343,Uganda,,,,,
136344,Uganda,,,,,
136345,Uganda,,,,,
136346,Uganda,,,,,
136347,Uganda,,,,,
136348,Uganda,,,,,
136349,Uganda,,,,,
136350,Uganda,,,,,
136351,Uganda,,,,,
136352,Uganda,,,,,
136353,Uganda,,,,,
136354,Uganda,,,,,
136355,Uganda,,,,,
136356,Uganda,,,,,
136357,Uganda,,,,,
136358,Uganda,,,,,
136359,Uganda,,,,,
136360,Uganda,,,,,
136361,Uganda,,,,,
136362,Uganda,,,,,
136363,Uganda,,,,,
136364,Uganda,,,,,
136365,Uganda,,,,,
136366,Uganda,,,,,
136367,Uganda,,,,,
136368,Uganda,,,,,
136369,Uganda,,,,,
136370,Uganda,,,,,
136371,Uganda,,,,,
136372,Uganda,,,,,
136373,Uganda,,,,,
136374,Uganda,,,,,
136375,Uganda,,,,,
136376,Uganda,,,,,
136377,Uganda,,,,,
136378,Uganda,,,,,
136379,Uganda,,,,,
136380,Uganda,,,,,
136381,Uganda,,,,,
136382,Uganda,,,,,
136383,Uganda,,,,,
136384,Uganda,,,,,
136385,Uganda,,,,,
136386,Uganda,,,,,
136387,Uganda,,,,,
136388,Uganda,,,,,
136389,Uganda,,,,,
136390,Uganda,,,,,
136391,Uganda,,,,,
136392,Uganda,,,,,
136393,Uganda,,,,,
136394,Uganda,,,,,
136395,Uganda,,,,,
136396,Uganda,,,,,
136397,Uganda,,,,,
136398,Uganda,,,,,
136399,Uganda,,,,,
136400,Uganda,,,,,
136401,Uganda,,,,,
136402,Uganda,,,,,
136403,Uganda,,,,,
136404,Uganda,,,,,
136405,Uganda,,,,,
136406,Uganda,,,,,
136407,Uganda,,,,,
136408,Uganda,,,,,
136409,Uganda,,,,,
136410,Uganda,,,,,
136411,Uganda,,,,,
136412,Uganda,,,,,
136413,Uganda,,,,,
136414,Uganda,,,,,
136415,Uganda,,,,,
136416,Uganda,,,,,
136417,Uganda,,,,,
136418,Uganda,,,,,
136419,Uganda,,,,,
136420,Uganda,,,,,
136421,Uganda,,,,,
136422,Uganda,,,,,
136423,Uganda,,,,,
136424,Uganda,,,,,
136425,Uganda,,,,,
136426,Uganda,,,,,
136427,Uganda,,,,,
136428,Uganda,,,,,
136429,Uganda,,,,,
136430,Uganda,,,,,
136431,Uganda,,,,,
136432,Uganda,,,,,
136433,Uganda,,,,,
136434,Uganda,,,,,
136435,Uganda,,,,,
136436,Uganda,,,,,
136437,Uganda,,,,,
136438,Uganda,,,,,
136439,Uganda,,,,,
136440,Uganda,,,,,
136441,Uganda,,,,,
136442,Uganda,,,,,
136443,Uganda,,,,,
136444,Uganda,,,,,
136445,Uganda,,,,,
136446,Uganda,,,,,
136447,Uganda,,,,,
136448,Uganda,,,,,
136449,Uganda,,,,,
136450,Uganda,,,,,
136451,Uganda,,,,,
136452,Uganda,,,,,
136453,Uganda,,,,,
136454,Uganda,,,,,
136455,Uganda,,,,,
136456,Uganda,,,,,
136457,Uganda,,,,,
136458,Uganda,,,,,
136459,Uganda,,,,,
136460,Uganda,,,,,
136461,Uganda,,,,,
136462,Uganda,,,,,
136463,Uganda,,,,,
136464,Uganda,,,,,
136465,Uganda,,,,,
136466,Uganda,,,,,
136467,Uganda,,,,,
136468,Uganda,,,,,
136469,Uganda,,,,,
136470,Uganda,,,,,
136471,Uganda,,,,,
136472,Uganda,,,,,
136473,Uganda,,,,,
136474,Uganda,,,,,
136475,Uganda,,,,,
136476,Uganda,,,,,
136477,Uganda,,,,,
136478,Uganda,,,,,
136479,Uganda,,,,,
136480,Uganda,,,,,
136481,Uganda,,,,,
136482,Uganda,,,,,
136483,Uganda,,,,,
136484,Uganda,,,,,
136485,Uganda,,,,,
136486,Uganda,,,,,
136487,Uganda,,,,,
136488,Uganda,,,,,
136489,Uganda,,,,,
136490,Uganda,,,,,
136491,Uganda,,,,,
136492,Uganda,,,,,
136493,Uganda,,,,,
136494,Uganda,,,,,
136495,Uganda,,,,,
136496,Uganda,,,,,
136497,Uganda,,,,,
136498,Uganda,,,,,
136499,Uganda,,,,,
136500,Uganda,,,,,
136501,Uganda,,,,,
136502,Uganda,,,,,
136503,Uganda,,,,,
136504,Uganda,,,,,
136505,Uganda,,,,,
136506,Uganda,,,,,
136507,Uganda,,,,,
136508,Uganda,,,,,
136509,Uganda,,,,,
136510,Uganda,,,,,
136511,Uganda,,,,,
136512,Uganda,,,,,
136513,Uganda,,,,,
136514,Uganda,,,,,
136515,Uganda,,,,,
136516,Uganda,,,,,
136517,Uganda,,,,,
136518,Uganda,,,,,
136519,Uganda,,,,,
136520,Uganda,,,,,
136521,Uganda,,,,,
136522,Uganda,,,,,
136523,Uganda,,,,,
136524,Uganda,,,,,
136525,Uganda,,,,,
136526,Uganda,,,,,
136527,Uganda,,,,,
136528,Uganda,,,,,
136529,Uganda,,,,,
136530,Uganda,,,,,
136531,Uganda,,,,,
136532,Uganda,,,,,
136533,Uganda,,,,,
136534,Uganda,,,,,
136535,Uganda,,,,,
136536,Uganda,,,,,
136537,Uganda,,,,,
136538,Uganda,,,,,
136539,Uganda,,,,,
136540,Uganda,,,,,
136541,Uganda,,,,,
136542,Uganda,,,,,
136543,Uganda,,,,,
136544,Uganda,,,,,
136545,Uganda,,,,,
136546,Uganda,,,,,
136547,Uganda,,,,,
136548,Uganda,,,,,
136549,Uganda,,,,,
136550,Uganda,,,,,
136551,Uganda,,,,,
136552,Uganda,,,,,
136553,Uganda,,,,,
136554,Uganda,,,,,
136555,Uganda,,,,,
136556,Uganda,,,,,
136557,Uganda,,,,,
136558,Uganda,,,,,
136559,Uganda,,,,,
136560,Uganda,,,,,
136561,Uganda,,,,,
136562,Uganda,,,,,
136563,Uganda,,,,,
136564,Uganda,,,,,
136565,Uganda,,,,,
136566,Uganda,,,,,
136567,Uganda,,,,,
136568,Uganda,,,,,
136569,Uganda,,,,,
136570,Uganda,,,,,
136571,Uganda,,,,,
136572,Uganda,,,,,
136573,Uganda,,,,,
136574,Uganda,,,,,
136575,Uganda,,,,,
136576,Uganda,,,,,
136577,Uganda,,,,,
136578,Uganda,,,,,
136579,Uganda,,,,,
136580,Uganda,,,,,
136581,Uganda,,,,,
136582,Uganda,,,,,
136583,Uganda,,,,,
136584,Uganda,,,,,
136585,Uganda,,,,,
136586,Uganda,,,,,
136587,Uganda,,,,,
136588,Uganda,,,,,
136589,Uganda,,,,,
136590,Uganda,,,,,
136591,Uganda,,,,,
136592,Uganda,,,,,
136593,Uganda,,,,,
136594,Uganda,,,,,
136595,Uganda,,,,,
136596,Uganda,,,,,
136597,Uganda,,,,,
136598,Uganda,,,,,
136599,Uganda,,,,,
136600,Uganda,,,,,
136601,Uganda,,,,,
136602,Uganda,,,,,
136603,Uganda,,,,,
136604,Uganda,,,,,
136605,Uganda,,,,,
136606,Uganda,,,,,
136607,Uganda,,,,,
136608,Uganda,,,,,
136609,Uganda,,,,,
136610,Uganda,,,,,
136611,Uganda,,,,,
136612,Uganda,,,,,
136613,Uganda,,,,,
136614,Uganda,,,,,
136615,Uganda,,,,,
136616,Uganda,,,,,
136617,Uganda,,,,,
136618,Uganda,,,,,
136619,Uganda,,,,,
136620,Uganda,,,,,
136621,Uganda,,,,,
136622,Uganda,,,,,
136623,Uganda,,,,,
136624,Uganda,,,,,
136625,Uganda,,,,,
136626,Uganda,,,,,
136627,Uganda,,,,,
136628,Uganda,,,,,
136629,Uganda,,,,,
136630,Uganda,,,,,
136631,Uganda,,,,,
136632,Uganda,,,,,
136633,Uganda,,,,,
136634,Uganda,,,,,
136635,Uganda,,,,,
136636,Uganda,,,,,
136637,Uganda,,,,,
136638,Uganda,,,,,
136639,Uganda,,,,,
136640,Uganda,,,,,
136641,Uganda,,,,,
136642,Uganda,,,,,
136643,Uganda,,,,,
136644,Uganda,,,,,
136645,Uganda,,,,,
136646,Uganda,,,,,
136647,Uganda,,,,,
136648,Uganda,,,,,
136649,Uganda,,,,,
136650,Uganda,,,,,
136651,Uganda,,,,,
136652,Uganda,,,,,
136653,Uganda,,,,,
136654,Uganda,,,,,
136655,Uganda,,,,,
136656,Uganda,,,,,
136657,Uganda,,,,,
136658,Uganda,,,,,
136659,Uganda,,,,,
136660,Uganda,,,,,
136661,Uganda,,,,,
136662,Uganda,,,,,
136663,Uganda,,,,,
136664,Uganda,,,,,
136665,Uganda,,,,,
136666,Uganda,,,,,
136667,Uganda,,,,,
138602,Burkina Faso,,,,,
138603,Burkina Faso,,,,,
138604,Burkina Faso,,,,,
138605,Burkina Faso,,,,,
138606,Burkina Faso,,,,,
138607,Burkina Faso,,,,,
138608,Burkina Faso,,,,,
138609,Burkina Faso,,,,,
138610,Burkina Faso,,,,,
138611,Burkina Faso,,,,,
138612,Burkina Faso,,,,,
138613,Burkina Faso,,,,,
138614,Burkina Faso,,,,,
138615,Burkina Faso,,,,,
138616,Burkina Faso,,,,,
138617,Burkina Faso,,,,,
138618,Burkina Faso,,,,,
138619,Burkina Faso,,,,,
138620,Burkina Faso,,,,,
138621,Burkina Faso,,,,,
138622,Burkina Faso,,,,,
138623,Burkina Faso,,,,,
138624,Burkina Faso,,,,,
138625,Burkina Faso,,,,,
138626,Burkina Faso,,,,,
138627,Burkina Faso,,,,,
138628,Burkina Faso,,,,,
138629,Burkina Faso,,,,,
138630,Burkina Faso,,,,,
138631,Burkina Faso,,,,,
138632,Burkina Faso,,,,,
138633,Burkina Faso,,,,,
138634,Burkina Faso,,,,,
138635,Burkina Faso,,,,,
138636,Burkina Faso,,,,,
138637,Burkina Faso,,,,,
138638,Burkina Faso,,,,,
138639,Burkina Faso,,,,,
138640,Burkina Faso,,,,,
138641,Burkina Faso,,,,,
138642,Burkina Faso,,,,,
138643,Burkina Faso,,,,,
138644,Burkina Faso,,,,,
138645,Burkina Faso,,,,,
138646,Burkina Faso,,,,,
138647,Burkina Faso,,,,,
138648,Burkina Faso,,,,,
138649,Burkina Faso,,,,,
138650,Burkina Faso,,,,,
138651,Burkina Faso,,,,,
138652,Burkina Faso,,,,,
138653,Burkina Faso,,,,,
138787,South Africa,2022,,,,
139453,South Africa,2023,,,,
139454,South Africa,2023,,,,
139455,South Africa,2023,,,,
139860,South Africa,2023,,,,
139861,South Africa,2023,,,,
139862,South Africa,2023,,,,
140559,South Africa,2017,=,S,S,
140560,South Africa,2017,=,S,S,
140561,South Africa,2017,=,S,S,
140562,South Africa,2018,=,S,S,
140563,South Africa,2018,=,S,S,
140564,South Africa,2018,=,S,S,
140565,South Africa,2018,=,S,S,
140566,South Africa,2018,=,S,S,
140567,South Africa,2018,=,S,S,
140568,South Africa,2018,=,S,S,
140569,South Africa,2018,=,S,S,
140570,South Africa,2018,=,S,S,
140571,South Africa,2018,=,S,S,
140572,South Africa,2019,=,S,S,
140573,South Africa,2019,=,S,S,
140574,South Africa,2019,=,S,S,
140575,South Africa,2019,=,S,S,
140576,South Africa,2019,=,S,S,
140577,South Africa,2020,=,S,S,
140578,South Africa,2020,=,S,S,
140579,South Africa,2020,=,S,S,
140580,South Africa,2020,=,S,S,
140581,South Africa,2020,=,S,S,
140582,South Africa,2020,=,S,S,
140583,South Africa,2020,=,S,S,
140584,South Africa,2021,=,S,S,
140585,South Africa,2021,>,S,S,
140586,South Africa,2021,=,S,S,
140587,South Africa,2021,>,S,S,
140588,South Africa,2021,=,S,S,
140589,South Africa,2021,=,S,S,
140590,South Africa,2021,=,S,S,
140591,South Africa,2021,>,S,S,
140592,South Africa,2021,=,S,S,
140593,South Africa,2021,=,S,S,
140594,South Africa,2021,=,S,S,
140595,South Africa,2021,=,S,S,
140596,South Africa,2021,=,S,S,
140597,South Africa,2021,=,S,S,
140598,South Africa,2021,=,S,S,
140599,South Africa,2021,=,S,S,
140600,South Africa,2022,=,S,S,
140601,South Africa,2017,=,S,S,
140602,South Africa,2017,=,S,S,
140603,South Africa,2017,=,S,S,
140604,South Africa,2017,=,S,S,
140605,South Africa,2017,=,S,S,
140611,South Africa,2019,=,S,S,
140612,South Africa,2019,=,S,S,
140613,South Africa,2019,=,S,S,
140617,South Africa,2020,=,S,S,
140618,South Africa,2021,>,S,S,
140619,South Africa,2021,=,S,S,
143552,Ethiopia,2022,,,,
143553,Ethiopia,2022,,,,
143554,Ethiopia,2022,,,,
143555,Ethiopia,2022,,,,
143556,Ethiopia,2022,,,,
144414,Kenya,2002,,,,
144419,Kenya,2007,,,,
144426,Kenya,2002,,,,
144429,Kenya,2003,,,,
144430,Kenya,2003,,,,
144432,Kenya,2004,,,,
144438,Kenya,2004,,,,
144440,Kenya,2008,,,,
144444,Kenya,2006,,,,
144447,Kenya,2008,,,,
144448,Kenya,2006,,,,
144868,Lesotho,2022,=,,,R
144869,Lesotho,2022,=,,,R
144870,Lesotho,2022,=,,,R
144871,Lesotho,2022,=,,,R
144872,Lesotho,2022,=,,,R
144873,Lesotho,2022,=,,,R
144874,Lesotho,2022,=,,,R
144990,Kenya,2008,,,,
144991,Kenya,2008,,,,
144992,Kenya,2007,,,,
144998,Kenya,2007,,,,
145001,Kenya,2007,,,,
147574,Lesotho,2023,=,,,R
147575,Lesotho,2022,=,,,R
147576,Lesotho,2022,=,,,R
147577,Lesotho,2022,=,,,R
147578,Lesotho,2022,=,,,R
147579,Lesotho,2022,=,,,R
147580,Lesotho,2022,=,,,R
147581,Lesotho,2022,=,,,R
147582,Lesotho,2023,=,,,S
147583,Lesotho,2023,=,,,R
147584,Lesotho,2023,=,,,R
147585,Lesotho,2023,=,,,R
147586,Lesotho,2023,=,,,R
147587,Lesotho,2023,=,,,R
147588,Lesotho,2023,=,,,R
147589,Lesotho,2023,=,,,R
147590,Lesotho,2023,=,,,R
147591,Lesotho,2023,=,,,R
147592,Lesotho,2023,=,,,R
150066,Lesotho,2023,=,,,R
150067,Lesotho,2023,=,,,R
150068,Lesotho,2023,=,,,R
150069,Lesotho,2023,=,,,R
150070,Lesotho,2023,=,,,R
150071,Lesotho,2023,=,,,R
150072,Lesotho,2023,=,,,R
150073,Lesotho,2023,=,,,R
154263,South Africa,2013,=,S,S,S
154264,South Africa,2013,=,S,S,R
154265,South Africa,2013,=,S,S,R
154266,South Africa,2013,=,S,S,S
154267,South Africa,2013,=,S,S,S
154268,South Africa,2013,=,S,S,S
154269,South Africa,2013,=,S,S,S
154270,South Africa,2013,=,S,S,S
154271,South Africa,2013,=,S,S,S
154272,South Africa,2013,=,S,S,S
154273,South Africa,2013,=,S,S,R
154274,South Africa,2013,=,S,S,R
154275,South Africa,2013,=,S,S,S
154276,South Africa,2013,=,S,S,S
154277,South Africa,2013,=,S,S,S
154278,South Africa,2013,=,S,S,S
154279,South Africa,2013,=,S,S,R
154280,South Africa,2013,=,S,S,S
154281,South Africa,2013,=,S,S,R
154282,South Africa,2013,=,S,S,S
154283,South Africa,2013,=,S,S,S
154284,South Africa,2013,=,S,S,R
154285,South Africa,2013,=,S,S,R
154286,South Africa,2014,=,S,S,S
154287,South Africa,2014,=,S,S,R
154288,South Africa,2014,=,S,S,R
154289,South Africa,2014,=,S,S,R
154290,South Africa,2014,=,S,S,R
154291,South Africa,2014,=,S,S,R
154292,South Africa,2014,=,S,S,R
154293,South Africa,2014,=,S,S,R
154294,South Africa,2014,=,S,S,R
154295,South Africa,2014,=,S,S,R
154296,South Africa,2014,=,S,S,R
154297,South Africa,2014,=,S,S,S
154298,South Africa,2014,=,S,S,R
154299,South Africa,2014,=,S,S,R
154300,South Africa,2014,=,S,S,R
154301,South Africa,2014,=,S,S,R
154302,South Africa,2014,=,S,S,R
154303,South Africa,2014,=,S,S,R
154304,South Africa,2014,=,S,S,I
154305,South Africa,2014,=,S,S,S
154306,South Africa,2014,=,S,S,R
154307,South Africa,2014,=,S,S,S
154308,South Africa,2014,=,S,S,S
154309,South Africa,2014,=,S,S,R
154310,South Africa,2014,=,S,S,R
154311,South Africa,2014,=,S,S,S
154312,South Africa,2014,=,S,S,S
154313,South Africa,2014,=,S,S,S
154314,South Africa,2014,=,S,S,S
154315,South Africa,2014,=,S,S,S
154437,Kenya,2021,,,,
154438,Kenya,2021,,,,
154439,Kenya,2021,,,,
154440,Kenya,2021,,,,
154441,Kenya,2021,,,,
154442,Kenya,2021,,,,
154443,Kenya,2021,,,,
154444,Kenya,2021,,,,
154445,Kenya,2021,,,,
154446,Kenya,2021,,,,
154447,Kenya,2021,,,,
154448,Kenya,2021,,,,
154449,Kenya,2021,,,,
154450,Kenya,2021,,,,
154451,Kenya,2021,,,,
154452,Kenya,2021,,,,
154453,Kenya,2021,,,,
154454,Kenya,2021,,,,
154455,Kenya,2021,,,,
154456,Kenya,2021,,,,
154457,Kenya,2021,,,,
154458,Kenya,2021,,,,
154459,Kenya,2021,,,,
154460,Kenya,2021,,,,
154461,Kenya,2021,,,,
154462,Kenya,2021,,,,
154463,Kenya,2021,,,,
154464,Kenya,2021,,,,
154465,Kenya,2021,,,,
154466,Kenya,2021,,,,
154467,Kenya,2021,,,,
154468,Kenya,2021,,,,
154469,Kenya,2021,,,,
154470,Kenya,2021,,,,
154471,Kenya,2021,,,,
154472,Kenya,2021,,,,
154473,Kenya,2021,,,,
154474,Kenya,2021,,,,
154475,Kenya,2021,,,,
154476,Kenya,2021,,,,
154477,Kenya,2021,,,,
154478,Kenya,2021,,,,
154479,Kenya,2021,,,,
154480,Kenya,2021,,,,
154481,Kenya,2021,,,,
154482,Kenya,2021,,,,
154483,Kenya,2021,,,,
154484,Kenya,2021,,,,
154485,Kenya,2021,,,,
154486,Kenya,2021,,,,
154487,Kenya,2021,,,,
154488,Kenya,2021,,,,
154489,Kenya,2021,,,,
154490,Kenya,2021,,,,
154491,Kenya,2021,,,,
154492,Kenya,2021,,,,
154493,Kenya,2021,,,,
154494,Kenya,2021,,,,
154495,Kenya,2021,,,,
154597,Kenya,2021,,,,
154598,Kenya,2021,,,,
155409,South Africa,2012,,,,
155410,South Africa,2013,,,,
155411,South Africa,2013,,,,
155412,South Africa,2013,,,,
155413,South Africa,2013,,,,
155414,South Africa,2013,,,,
155415,South Africa,2013,,,,
155416,South Africa,2013,,,,
155417,South Africa,2013,,,,
155418,South Africa,2013,,,,
155419,South Africa,2013,,,,
155420,South Africa,2013,,,,
155421,South Africa,2013,,,,
155422,South Africa,2013,,,,
155423,South Africa,2013,,,,
155424,South Africa,2013,,,,
155425,South Africa,2014,,,,
155426,South Africa,2015,,,,
155427,South Africa,2015,,,,
155428,South Africa,2015,,,,
155429,South Africa,2015,,,,
155431,South Africa,2015,,,,
155433,South Africa,2015,,,,
155434,South Africa,2016,,,,
155435,South Africa,2017,,,,
155436,South Africa,2017,,,,
155437,South Africa,2017,,,,
155438,South Africa,2017,,,,
155439,South Africa,2017,,,,
155440,South Africa,2017,,,,
155441,South Africa,2017,,,,
155442,South Africa,2017,,,,
155443,South Africa,2017,,,,
155444,South Africa,2017,,,,
155445,South Africa,2017,,,,
155446,South Africa,2017,,,,
155447,South Africa,2017,,,,
155448,South Africa,2017,,,,
155449,South Africa,2017,,,,
155450,South Africa,2017,,,,
155451,South Africa,2017,,,,
155452,South Africa,2017,,,,
155453,South Africa,2017,,,,
155454,South Africa,2017,,,,
155455,South Africa,2017,,,,
155456,South Africa,2017,,,,
155457,South Africa,2017,,,,
155458,South Africa,2017,,,,
155459,South Africa,2017,,,,
155460,South Africa,2017,,,,
155461,South Africa,2017,,,,
155462,South Africa,2017,,,,
155463,South Africa,2017,,,,
155464,South Africa,2017,,,,
155465,South Africa,2017,,,,
155466,South Africa,2017,,,,
155467,South Africa,2017,,,,
155468,South Africa,2017,,,,
155469,South Africa,2017,,,,
155470,South Africa,2017,,,,
155471,South Africa,2017,,,,
155472,South Africa,2017,,,,
155473,South Africa,2017,,,,
155474,South Africa,2017,,,,
155475,South Africa,2017,,,,
155476,South Africa,2017,,,,
155477,South Africa,2017,,,,
155478,South Africa,2017,,,,
155479,South Africa,2017,,,,
155480,South Africa,2017,,,,
155481,South Africa,2017,,,,
155482,South Africa,2017,,,,
155483,South Africa,2012,,,,
155484,South Africa,2012,,,,
155485,South Africa,2012,,,,
155486,South Africa,2012,,,,
155487,South Africa,2012,,,,
155488,South Africa,2012,,,,
155489,South Africa,2012,,,,
155490,South Africa,2012,,,,
155491,South Africa,2012,,,,
155492,South Africa,2012,,,,
155493,South Africa,2012,,,,
155494,South Africa,2012,,,,
155495,South Africa,2012,,,,
155496,South Africa,2012,,,,
155497,South Africa,2012,,,,
155498,South Africa,2012,,,,
155499,South Africa,2012,,,,
155500,South Africa,2012,,,,
155501,South Africa,2012,,,,
155502,South Africa,2012,,,,
155503,South Africa,2012,,,,
155504,South Africa,2012,,,,
155508,South Africa,2012,,,,
155509,South Africa,2012,,,,
155510,South Africa,2012,,,,
155511,South Africa,2012,,,,
155512,South Africa,2012,,,,
155513,South Africa,2013,,,,
155514,South Africa,2013,,,,
155515,South Africa,2013,,,,
155516,South Africa,2013,,,,
155517,South Africa,2013,,,,
155518,South Africa,2013,,,,
155519,South Africa,2013,,,,
155520,South Africa,2013,,,,
155521,South Africa,2013,,,,
155522,South Africa,2013,,,,
155523,South Africa,2013,,,,
155524,South Africa,2013,,,,
155525,South Africa,2013,,,,
155526,South Africa,2013,,,,
155527,South Africa,2013,,,,
155528,South Africa,2013,,,,
155529,South Africa,2013,,,,
155530,South Africa,2013,,,,
155531,South Africa,2013,,,,
155532,South Africa,2013,,,,
155533,South Africa,2013,,,,
155534,South Africa,2013,,,,
155535,South Africa,2013,,,,
155536,South Africa,2013,,,,
155537,South Africa,2013,,,,
155538,South Africa,2013,,,,
155539,South Africa,2015,,,,
155540,South Africa,2015,,,,
155541,South Africa,2015,,,,
155542,South Africa,2015,,,,
155543,South Africa,2015,,,,
155544,South Africa,2015,,,,
155545,South Africa,2015,,,,
155546,South Africa,2015,,,,
155547,South Africa,2015,,,,
155548,South Africa,2015,,,,
155549,South Africa,2015,,,,
155550,South Africa,2014,,,,
155551,South Africa,2014,,,,
155552,South Africa,2014,,,,
155553,South Africa,2014,,,,
155554,South Africa,2014,,,,
155555,South Africa,2014,,,,
155556,South Africa,2014,,,,
155557,South Africa,2014,,,,
155558,South Africa,2014,,,,
155559,South Africa,2014,,,,
155560,South Africa,2014,,,,
155561,South Africa,2014,,,,
155562,South Africa,2014,,,,
155563,South Africa,2014,,,,
155564,South Africa,2014,,,,
155565,South Africa,2014,,,,
155566,South Africa,2014,,,,
155567,South Africa,2014,,,,
155568,South Africa,2014,,,,
155569,South Africa,2014,,,,
155570,South Africa,2014,,,,
155571,South Africa,2014,,,,
155572,South Africa,2014,,,,
155573,South Africa,2014,,,,
155574,South Africa,2014,,,,
155575,South Africa,2014,,,,
155576,South Africa,2014,,,,
155577,South Africa,2020,,,,
155578,South Africa,2020,,,,
155579,South Africa,2020,,,,
155580,South Africa,2020,,,,
155581,South Africa,2020,,,,
155582,South Africa,2020,,,,
155583,South Africa,2020,,,,
155584,South Africa,2020,,,,
155585,South Africa,2020,,,,
155586,South Africa,2020,,,,
155587,South Africa,2020,,,,
155588,South Africa,2020,,,,
155589,South Africa,2020,,,,
155590,South Africa,2020,,,,
155591,South Africa,2020,,,,
155592,South Africa,2020,,,,
155593,South Africa,2020,,,,
155594,South Africa,2020,,,,
155595,South Africa,2020,,,,
155596,South Africa,2020,,,,
155597,South Africa,2020,,,,
155598,South Africa,2020,,,,
155599,South Africa,2020,,,,
155600,South Africa,2020,,,,
155601,South Africa,2020,,,,
155602,South Africa,2020,,,,
155603,South Africa,2020,,,,
155604,South Africa,2020,,,,
155605,South Africa,2020,,,,
155606,South Africa,2020,,,,
155607,South Africa,2020,,,,
155608,South Africa,2020,,,,
155609,South Africa,2020,,,,
155610,South Africa,2020,,,,
155611,South Africa,2020,,,,
155612,South Africa,2020,,,,
155613,South Africa,2020,,,,
155614,South Africa,2020,,,,
155615,South Africa,2020,,,,
155616,South Africa,2020,,,,
155617,South Africa,2020,,,,
155618,South Africa,2020,,,,
155619,South Africa,2020,,,,
155620,South Africa,2020,,,,
155621,South Africa,2020,,,,
155622,South Africa,2020,,,,
155623,South Africa,2020,,,,
155624,South Africa,2020,,,,
155625,South Africa,2020,,,,
155626,South Africa,2020,,,,
155627,South Africa,2020,,,,
155628,South Africa,2020,,,,
155629,South Africa,2020,,,,
155630,South Africa,2020,,,,
155631,South Africa,2020,,,,
155632,South Africa,2020,,,,
