id,country,year,azithromycin_mic_sign,cefixime_SIR,ceftriaxone_SIR,ciprofloxacin_SIR
155633,South Africa,2020,,,,
155634,South Africa,2020,,,,
155635,South Africa,2020,,,,
155636,South Africa,2020,,,,
155637,South Africa,2020,,,,
155638,South Africa,2020,,,,
155639,South Africa,2020,,,,
155640,South Africa,2020,,,,
155641,South Africa,2020,,,,
155642,South Africa,2020,,,,
155643,South Africa,2020,,,,
155644,South Africa,2020,,,,
155645,South Africa,2021,,,,
155646,South Africa,2021,,,,
155647,South Africa,2021,,,,
155648,South Africa,2021,,,,
155649,South Africa,2021,,,,
155650,South Africa,2021,,,,
155651,South Africa,2021,,,,
155652,South Africa,2021,,,,
155653,South Africa,2021,,,,
155654,South Africa,2021,,,,
155655,South Africa,2021,,,,
155656,South Africa,2021,,,,
155657,South Africa,2021,,,,
155658,South Africa,2021,,,,
155659,South Africa,2021,,,,
155660,South Africa,2021,,,,
155661,South Africa,2021,,,,
155662,South Africa,2021,,,,
155663,South Africa,2021,,,,
155665,South Africa,2021,,,,
155666,South Africa,2021,,,,
155667,South Africa,2021,,,,
155668,South Africa,2021,,,,
155669,South Africa,2021,,,,
155670,South Africa,2021,,,,
155671,South Africa,2021,,,,
155672,South Africa,2021,,,,
155673,South Africa,2021,,,,
155674,South Africa,2021,,,,
155675,South Africa,2021,,,,
155676,South Africa,2021,,,,
155677,South Africa,2021,,,,
155678,South Africa,2021,,,,
155679,South Africa,2021,,,,
155680,South Africa,2021,,,,
155681,South Africa,2021,,,,
155682,South Africa,2021,,,,
155683,South Africa,2021,,,,
155684,South Africa,2021,,,,
155685,South Africa,2021,,,,
155686,South Africa,2021,,,,
155687,South Africa,2021,,,,
155688,South Africa,2021,,,,
155689,South Africa,2021,,,,
155690,South Africa,2021,,,,
155691,South Africa,2021,,,,
155692,South Africa,2021,,,,
155693,South Africa,2021,,,,
155694,South Africa,2021,,,,
155695,South Africa,2021,,,,
155696,South Africa,2021,,,,
155697,South Africa,2021,,,,
155698,South Africa,2021,,,,
155699,South Africa,2021,,,,
155701,South Africa,2021,,,,
155702,South Africa,2021,,,,
155703,South Africa,2021,,,,
155704,South Africa,2021,,,,
155705,South Africa,2021,,,,
155706,South Africa,2021,,,,
155707,South Africa,2021,,,,
155710,South Africa,2021,,,,
155711,South Africa,2021,,,,
155712,South Africa,2021,,,,
155714,South Africa,2021,,,,
155718,South Africa,2021,,,,
155719,South Africa,2021,,,,
155720,South Africa,2021,,,,
155722,South Africa,2021,,,,
155723,South Africa,2021,,,,
155725,South Africa,2021,,,,
155726,South Africa,2021,,,,
155728,South Africa,2021,,,,
155729,South Africa,2021,,,,
155730,South Africa,2021,,,,
155733,South Africa,2021,,,,
155734,South Africa,2021,,,,
155735,South Africa,2021,,,,
155738,South Africa,2021,,,,
155741,South Africa,2021,,,,
155742,South Africa,2021,,,,
155743,South Africa,2021,,,,
155744,South Africa,2021,,,,
155748,South Africa,2021,,,,
155749,South Africa,2015,,,,
155750,South Africa,2015,,,,
155751,South Africa,2015,,,,
155752,South Africa,2015,,,,
155753,South Africa,2015,,,,
155754,South Africa,2015,,,,
155755,South Africa,2015,,,,
155756,South Africa,2015,,,,
155757,South Africa,2015,,,,
155758,South Africa,2020,,,,
155759,South Africa,2015,,,,
155760,South Africa,2015,,,,
155761,South Africa,2015,,,,
155762,South Africa,2015,,,,
155763,South Africa,2015,,,,
155764,South Africa,2015,,,,
155767,South Africa,2015,,,,
155768,South Africa,2015,,,,
155769,South Africa,2015,,,,
155770,South Africa,2015,,,,
155772,South Africa,2015,,,,
155773,South Africa,2015,,,,
155774,South Africa,2015,,,,
155775,South Africa,2015,,,,
155776,South Africa,2015,,,,
155777,South Africa,2015,,,,
155778,South Africa,2015,,,,
155779,South Africa,2015,,,,
155780,South Africa,2015,,,,
155781,South Africa,2015,,,,
155782,South Africa,2015,,,,
155783,South Africa,2015,,,,
155784,South Africa,2015,,,,
155785,South Africa,2015,,,,
155787,South Africa,2015,,,,
155788,South Africa,2015,,,,
155789,South Africa,2015,,,,
155791,South Africa,2015,,,,
155792,South Africa,2015,,,,
155793,South Africa,2015,,,,
155794,South Africa,2015,,,,
155795,South Africa,2015,,,,
155796,South Africa,2018,,,,
155797,South Africa,2018,,,,
155798,South Africa,2018,,,,
155799,South Africa,2018,,,,
155801,South Africa,2018,,,,
155802,South Africa,2018,,,,
155803,South Africa,2018,,,,
155804,South Africa,2018,,,,
