,index,ID,LIN,Lineage,country,isolate,year,mydata,SA
1022,1023,136573,0_9_0_5_17_0_0_0_0_0_0,0_9_0,Uganda,UG376,,N,N
1023,1024,136574,0_16_9_5_0_0_0_0_0_0_0,0_16_9,Uganda,UG378,,N,N
1024,1025,136575,0_16_9_1_6_0_0_0_0_0_0,0_16_9,Uganda,UG379,,N,N
1025,1026,136576,0_9_0_5_9_0_0_0_0_1_0,0_9_0,Uganda,UG380,,N,N
1026,1027,136577,0_0_36_4_30_0_0_0_0_0_0,0_0_36,Uganda,UG381,,N,N
1027,1028,136578,16_1_0_2_2_0_0_0_0_0_0,16_1_0,Uganda,UG382,,N,N
1028,1029,136579,0_0_36_11_0_0_0_0_0_0_0,0_0_36,Uganda,UG383,,N,N
1029,1030,136580,0_0_33_124_2_0_0_0_0_0_0,0_0_33,Uganda,UG384,,N,N
1030,1031,136581,0_0_47_26_0_0_0_0_0_1_0,0_0_47,Uganda,UG385,,N,N
1031,1032,136582,0_16_9_3_1_0_0_0_0_0_0,0_16_9,Uganda,UG386,,N,N
1032,1033,136583,16_1_1_0_0_0_0_0_0_0_0,16_1_1,Uganda,UG387,,N,N
1033,1034,136584,16_1_0_3_2_0_0_0_0_0_0,16_1_0,Uganda,UG388,,N,N
1034,1035,136585,0_0_33_124_9_0_0_0_0_0_0,0_0_33,Uganda,UG389,,N,N
1035,1036,136586,0_9_0_5_9_0_0_0_0_1_0,0_9_0,Uganda,UG390,,N,N
1036,1037,136587,0_0_33_49_3_1_0_0_0_0_0,0_0_33,Uganda,UG394,,N,N
1037,1038,136588,0_16_9_1_1_0_2_0_0_0_0,0_16_9,Uganda,UG395,,N,N
1038,1039,136589,1_1_34_5_2_0_0_0_0_0_0,1_1_34,Uganda,UG396,,N,N
1039,1040,136590,0_0_33_149_0_0_0_0_0_0_0,0_0_33,Uganda,UG398,,N,N
1040,1041,136591,0_16_0_13_0_0_0_0_0_0_0,0_16_0,Uganda,UG400,,N,N
1041,1042,136592,0_0_33_124_6_0_0_0_0_0_0,0_0_33,Uganda,UG405,,N,N
1042,1043,136593,0_0_33_124_7_0_0_0_0_1_0,0_0_33,Uganda,UG406,,N,N
1043,1044,136594,0_0_33_124_7_0_0_0_0_1_0,0_0_33,Uganda,UG407,,N,N
1044,1045,136595,0_9_0_5_21_0_0_0_0_0_0,0_9_0,Uganda,UG408,,N,N
1045,1046,136596,0_0_33_124_11_0_0_0_0_0_0,0_0_33,Uganda,UG409,,N,N
1046,1047,136597,0_16_9_1_5_1_0_0_0_0_0,0_16_9,Uganda,UG412,,N,N
1047,1048,136598,0_9_0_5_10_0_0_0_0_0_0,0_9_0,Uganda,UG414,,N,N
1048,1049,136599,0_0_33_124_6_0_0_0_0_0_0,0_0_33,Uganda,UG416,,N,N
1049,1050,136600,16_1_0_2_7_0_0_0_0_1_0,16_1_0,Uganda,UG417,,N,N
1050,1051,136601,0_16_0_1_38_0_0_0_0_0_0,0_16_0,Uganda,UG418,,N,N
1051,1052,136602,0_16_9_1_15_0_0_0_0_0_0,0_16_9,Uganda,UG419,,N,N
1052,1053,136603,0_0_33_167_0_0_0_0_0_0_0,0_0_33,Uganda,UG420,,N,N
1053,1054,136604,0_0_36_4_35_0_0_0_0_0_0,0_0_36,Uganda,UG421,,N,N
1054,1055,136605,0_0_23_28_0_0_0_0_0_0_0,0_0_23,Uganda,UG422,,N,N
1055,1056,136606,0_0_33_150_0_0_0_0_0_1_0,0_0_33,Uganda,UG423,,N,N
1056,1057,136607,0_0_33_150_0_0_0_0_0_0_0,0_0_33,Uganda,UG424,,N,N
1057,1058,136608,0_9_0_14_0_0_0_0_0_0_0,0_9_0,Uganda,UG425,,N,N
1058,1059,136609,0_0_33_124_6_0_0_0_0_0_0,0_0_33,Uganda,UG427,,N,N
1059,1060,136610,0_0_33_123_2_0_0_0_0_0_0,0_0_33,Uganda,UG428,,N,N
1060,1061,136611,0_2_55_1_3_0_0_0_0_0_0,0_2_55,Uganda,UG429,,N,N
1061,1062,136612,0_0_33_124_8_0_0_0_0_0_0,0_0_33,Uganda,UG430,,N,N
1062,1063,136613,0_0_36_4_35_0_0_0_0_0_0,0_0_36,Uganda,UG432,,N,N
1063,1064,136614,0_0_23_15_13_0_0_0_0_0_0,0_0_23,Uganda,UG433,,N,N
1064,1065,136615,1_1_56_0_1_0_0_0_0_0_0,1_1_56,Uganda,UG434,,N,N
1065,1066,136616,0_0_33_124_6_0_0_0_0_0_0,0_0_33,Uganda,UG437,,N,N
1066,1067,136617,0_0_33_123_2_0_0_0_0_0_0,0_0_33,Uganda,UG438,,N,N
1067,1068,136618,1_1_56_0_2_0_0_0_0_0_0,1_1_56,Uganda,UG439,,N,N
1068,1069,136619,0_0_23_29_0_1_0_0_1_0_0,0_0_23,Uganda,UG442,,N,N
1069,1070,136620,0_0_36_4_34_0_0_0_0_0_0,0_0_36,Uganda,UG443,,N,N
1070,1071,136621,0_9_0_5_10_1_0_0_0_0_0,0_9_0,Uganda,UG444,,N,N
1071,1072,136622,0_16_8_1_0_0_0_0_0_0_0,0_16_8,Uganda,UG445,,N,N
1072,1073,136623,,,Uganda,UG446,,N,N
1073,1074,136624,0_0_33_124_6_0_0_0_0_0_0,0_0_33,Uganda,UG447,,N,N
1074,1075,136625,0_0_33_123_2_0_0_0_0_1_0,0_0_33,Uganda,UG448,,N,N
1075,1076,136626,0_16_9_1_17_0_0_0_0_0_0,0_16_9,Uganda,UG449,,N,N
1076,1077,136627,0_0_33_116_0_0_0_0_0_0_0,0_0_33,Uganda,UG450,,N,N
1077,1078,136628,,,Uganda,UG451,,N,N
1078,1079,136629,,,Uganda,UG453,,N,N
1079,1080,136630,0_0_36_4_18_0_0_0_0_0_0,0_0_36,Uganda,UG454,,N,N
1080,1081,136631,1_0_0_6_0_0_0_0_0_0_0,1_0_0,Uganda,UG456,,N,N
1081,1082,136632,1_1_34_14_0_0_0_0_0_1_0,1_1_34,Uganda,UG457,,N,N
1082,1083,136633,1_0_0_6_0_0_0_0_0_1_0,1_0_0,Uganda,UG458,,N,N
1083,1084,136634,0_0_33_49_5_0_0_0_0_0_0,0_0_33,Uganda,UG459,,N,N
1084,1085,136635,,,Uganda,UG460,,N,N
1085,1086,136636,0_16_9_1_10_0_0_0_0_0_0,0_16_9,Uganda,UG462,,N,N
1086,1087,136637,0_0_36_4_19_0_0_0_0_0_0,0_0_36,Uganda,UG463,,N,N
1087,1088,136638,,,Uganda,UG464,,N,N
1088,1089,136639,1_1_34_14_0_0_0_0_0_0_0,1_1_34,Uganda,UG466,,N,N
1089,1090,136640,,,Uganda,UG467,,N,N
1090,1091,136641,,,Uganda,UG468,,N,N
1091,1092,136642,,,Uganda,UG469,,N,N
1092,1093,136643,0_0_36_4_31_0_0_0_0_0_0,0_0_36,Uganda,UG471,,N,N
1093,1094,136644,0_2_55_1_3_1_0_0_0_0_0,0_2_55,Uganda,UG472,,N,N
1094,1095,136645,0_0_23_15_9_0_0_0_0_0_0,0_0_23,Uganda,UG473,,N,N
1095,1096,136646,1_0_0_6_0_0_0_0_0_1_0,1_0_0,Uganda,UG476,,N,N
1096,1097,136647,0_0_33_124_7_0_0_0_0_0_0,0_0_33,Uganda,UG477,,N,N
1097,1098,136648,16_1_0_2_7_0_0_0_0_0_0,16_1_0,Uganda,UG478,,N,N
1098,1099,136649,,,Uganda,UG479,,N,N
1099,1100,136650,0_16_9_1_8_0_0_0_0_0_0,0_16_9,Uganda,UG481,,N,N
1100,1101,136651,0_0_23_15_12_0_0_0_0_0_0,0_0_23,Uganda,UG482,,N,N
1101,1102,136652,0_0_23_29_0_1_0_0_0_0_0,0_0_23,Uganda,UG483,,N,N
1102,1103,136653,0_0_23_15_15_0_0_0_0_0_0,0_0_23,Uganda,UG484,,N,N
1103,1104,136654,1_1_34_14_0_0_0_0_0_0_0,1_1_34,Uganda,UG486,,N,N
1104,1105,136655,0_16_9_1_5_0_1_0_0_0_0,0_16_9,Uganda,UG487,,N,N
1105,1106,136656,0_16_9_1_9_0_0_0_0_0_0,0_16_9,Uganda,UG488,,N,N
1106,1107,136657,16_1_0_14_0_0_0_0_0_0_0,16_1_0,Uganda,UG489,,N,N
1107,1108,136658,0_0_23_15_8_0_0_0_0_0_0,0_0_23,Uganda,UG491,,N,N
1108,1109,136659,0_16_9_2_1_0_1_0_0_0_0,0_16_9,Uganda,UG492,,N,N
1109,1110,136660,14_0_2_0_0_1_0_0_0_0_0,14_0_2,Uganda,UG493,,N,N
1110,1111,136661,0_16_9_1_5_2_0_0_0_0_0,0_16_9,Uganda,UG494,,N,N
1111,1112,136662,1_1_34_14_0_0_0_0_0_0_0,1_1_34,Uganda,UG496,,N,N
1112,1113,136663,1_1_34_14_0_0_0_0_0_1_0,1_1_34,Uganda,UG497,,N,N
1113,1114,136664,1_1_34_15_0_0_0_0_0_0_0,1_1_34,Uganda,UG498,,N,N
1114,1115,136665,0_0_33_124_10_0_0_0_0_0_0,0_0_33,Uganda,UG499,,N,N
1115,1116,136666,0_2_55_4_2_0_0_0_0_0_0,0_2_55,Uganda,UG502,,N,N
1116,1117,136667,16_1_0_9_0_0_0_0_0_0_0,16_1_0,Uganda,UG504,,N,N
1117,1118,138602,,,Burkina Faso,1758620,,N,N
1118,1119,138603,,,Burkina Faso,1789338,,N,N
1119,1120,138604,,,Burkina Faso,1793605,,N,N
1120,1121,138605,,,Burkina Faso,1794397,,N,N
1121,1122,138606,,,Burkina Faso,1796110,,N,N
1122,1123,138607,,,Burkina Faso,1797304,,N,N
1123,1124,138608,,,Burkina Faso,1797700,,N,N
1124,1125,138609,,,Burkina Faso,1798962,,N,N
1125,1126,138610,,,Burkina Faso,1799082,,N,N
1126,1127,138611,,,Burkina Faso,1803769,,N,N
1127,1128,138612,,,Burkina Faso,1811823,,N,N
1128,1129,138613,,,Burkina Faso,1812526,,N,N
1129,1130,138614,,,Burkina Faso,1812711,,N,N
1130,1131,138615,0_18_27_0_0_0_0_0_0_0_0,0_18_27,Burkina Faso,1815140,,N,N
1131,1132,138616,,,Burkina Faso,1815512,,N,N
1132,1133,138617,,,Burkina Faso,1817348,,N,N
1133,1134,138618,,,Burkina Faso,1817488,,N,N
1134,1135,138619,,,Burkina Faso,1820787,,N,N
1135,1136,138620,,,Burkina Faso,1824480,,N,N
1136,1137,138621,,,Burkina Faso,1833686,,N,N
1137,1138,138622,,,Burkina Faso,1835253,,N,N
1138,1139,138623,,,Burkina Faso,1836371,,N,N
1139,1140,138624,,,Burkina Faso,1837880,,N,N
1140,1141,138625,,,Burkina Faso,1851157,,N,N
1141,1142,138626,,,Burkina Faso,1852877,,N,N
1142,1143,138627,,,Burkina Faso,1860352,,N,N
1143,1144,138628,0_0_33_12_303_0_0_0_0_0_0,0_0_33,Burkina Faso,1862007,,N,N
1144,1145,138629,,,Burkina Faso,1863509,,N,N
1145,1146,138630,,,Burkina Faso,1863706,,N,N
1146,1147,138631,0_0_33_12_303_1_0_0_0_0_0,0_0_33,Burkina Faso,1868695,,N,N
1147,1148,138632,,,Burkina Faso,1869574,,N,N
1148,1149,138633,0_12_6_4_1_0_0_0_0_0_0,0_12_6,Burkina Faso,B33,,N,N
1149,1150,138634,,,Burkina Faso,OAAS100,,N,N
1150,1151,138635,,,Burkina Faso,OAAS14,,N,N
1151,1152,138636,,,Burkina Faso,OAAS19,,N,N
1152,1153,138637,,,Burkina Faso,OAAS36,,N,N
1153,1154,138638,,,Burkina Faso,OAAS39,,N,N
1154,1155,138639,,,Burkina Faso,OAAS46,,N,N
1155,1156,138640,,,Burkina Faso,OAAS51,,N,N
1156,1157,138641,,,Burkina Faso,OAAS69,,N,N
1157,1158,138642,,,Burkina Faso,OAAS74,,N,N
1158,1159,138643,,,Burkina Faso,OAAS76,,N,N
1159,1160,138644,,,Burkina Faso,OAAS77,,N,N
1160,1161,138645,0_2_13_0_2_0_0_0_0_0_0,0_2_13,Burkina Faso,OAAS79,,N,N
1161,1162,138646,,,Burkina Faso,OAAS80,,N,N
1162,1163,138647,,,Burkina Faso,OAAS85,,N,N
1163,1164,138648,,,Burkina Faso,OAAS86,,N,N
1164,1165,138649,,,Burkina Faso,OAAS87,,N,N
1165,1166,138650,,,Burkina Faso,OAAS92,,N,N
1166,1167,138651,,,Burkina Faso,OAAS94,,N,N
1167,1168,138652,,,Burkina Faso,OAAS96,,N,N
1168,1169,138653,,,Burkina Faso,OAAS97,,N,N
1169,1170,140559,0_0_47_6_23_0_0_0_0_0_0,0_0_47,South Africa,17MUS_AH099_S94,2017.0,Y,my_SA
1170,1171,140560,0_0_33_12_311_0_0_0_0_0_0,0_0_33,South Africa,17MUS_AH121_S96,2017.0,Y,my_SA
1171,1172,140561,51_0_1_0_0_0_0_0_0_0_0,51_0_1,South Africa,17MUS_AH117_S95,2017.0,Y,my_SA
1172,1173,140562,0_0_92_0_0_0_0_0_0_0_0,0_0_92,South Africa,18MUS_AH145_S102,2018.0,Y,my_SA
1173,1174,140563,0_0_33_12_300_0_0_0_0_0_0,0_0_33,South Africa,18MUS_AH147_S103,2018.0,Y,my_SA
1174,1175,140564,1_15_1_0_0_0_0_0_0_0_0,1_15_1,South Africa,18MUS_KH083_S97,2018.0,Y,my_SA
1175,1176,140565,0_18_28_0_0_0_0_0_0_0_0,0_18_28,South Africa,18MUS_KM012_S99,2018.0,Y,my_SA
1176,1177,140566,0_0_23_25_0_0_0_0_0_0_0,0_0_23,South Africa,18MUS_KM013_S80,2018.0,Y,my_SA
1177,1178,140567,17_0_1_3_0_0_0_0_0_0_0,17_0_1,South Africa,18MUS_KM016_S100,2018.0,Y,my_SA
1178,1179,140568,0_0_23_34_0_0_0_0_0_0_0,0_0_23,South Africa,18MUS_KM021_S81,2018.0,Y,my_SA
1179,1180,140569,17_0_1_2_0_0_0_0_0_0_0,17_0_1,South Africa,18MUS_KM070_S101,2018.0,Y,my_SA
1180,1181,140570,0_0_63_0_2_1_0_0_0_0_0,0_0_63,South Africa,18MUS_KM071_S82,2018.0,Y,my_SA
1181,1182,140571,0_0_33_12_310_0_0_0_0_0_0,0_0_33,South Africa,18MUS_ZW085_S98,2018.0,Y,my_SA
1182,1183,140572,1_1_65_0_0_0_0_0_0_0_0,1_1_65,South Africa,19MUS_AH073_S104,2019.0,Y,my_SA
1183,1184,140573,0_7_0_12_13_0_0_0_0_0_0,0_7_0,South Africa,19MUS_AH108_S105,2019.0,Y,my_SA
1184,1185,140574,0_0_23_33_0_0_0_0_0_0_0,0_0_23,South Africa,19MUS_AH110_S83,2019.0,Y,my_SA
1185,1186,140575,1_3_1_0_1_0_0_0_0_0_0,1_3_1,South Africa,19MUS_AH122_S106,2019.0,Y,my_SA
1186,1187,140576,0_0_33_12_98_1_0_0_0_0_0,0_0_33,South Africa,19MUS_AH166_S107,2019.0,Y,my_SA
1187,1188,140577,0_23_0_3_0_0_0_0_0_0_0,0_23_0,South Africa,20MUS_AH027_S84,2020.0,Y,my_SA
1188,1189,140578,0_0_47_11_11_0_0_0_0_0_0,0_0_47,South Africa,20MUS_AH028_S108,2020.0,Y,my_SA
1189,1190,140579,0_0_23_9_4_1_0_0_0_0_0,0_0_23,South Africa,20MUS_AH030_S85,2020.0,Y,my_SA
1190,1191,140580,0_0_23_26_0_0_0_0_0_0_0,0_0_23,South Africa,20MUS_AH032_S109,2020.0,Y,my_SA
1191,1192,140581,0_0_47_11_10_0_0_0_0_0_0,0_0_47,South Africa,20MUS_AH0138_S110,2020.0,Y,my_SA
1192,1193,140582,0_0_23_36_0_0_0_0_0_0_0,0_0_23,South Africa,20MUS_CZ054_S86,2020.0,Y,my_SA
1193,1194,140583,0_7_0_12_14_0_0_0_0_0_0,0_7_0,South Africa,20MUS_CZ055_S111,2020.0,Y,my_SA
1194,1195,140584,0_0_33_161_0_0_0_0_0_0_0,0_0_33,South Africa,21MUS_AH020_S112,2021.0,Y,my_SA
1195,1196,140585,0_2_21_0_14_0_0_1_0_0_0,0_2_21,South Africa,21MUS_AH021_S113,2021.0,Y,my_SA
1196,1197,140586,1_1_27_15_0_0_0_0_0_0_0,1_1_27,South Africa,21MUS_AH104_S114,2021.0,Y,my_SA
1197,1198,140587,1_1_17_17_0_0_1_1_0_0_0,1_1_17,South Africa,21MUS_AH105_S87,2021.0,Y,my_SA
1198,1199,140588,0_7_0_12_17_0_0_0_0_0_0,0_7_0,South Africa,21MUS_AH110_S115,2021.0,Y,my_SA
1199,1200,140589,0_0_23_9_4_0_0_0_0_0_0,0_0_23,South Africa,21MUS_AH111_S88,2021.0,Y,my_SA
1200,1201,140590,0_7_0_12_15_0_0_0_0_0_0,0_7_0,South Africa,21MUS_AH124_S116,2021.0,Y,my_SA
1201,1202,140591,0_2_21_0_14_0_0_0_0_0_0,0_2_21,South Africa,21MUS_AH125_S89,2021.0,Y,my_SA
1202,1203,140592,0_0_47_11_1_3_0_0_0_0_0,0_0_47,South Africa,21MUS_AH166_S117,2021.0,Y,my_SA
1203,1204,140593,1_1_27_6_11_0_0_0_0_0_0,1_1_27,South Africa,21MUS_AH237_S90,2021.0,Y,my_SA
1204,1205,140594,16_1_0_16_0_0_0_0_0_0_0,16_1_0,South Africa,21MUS_AH239_S118,2021.0,Y,my_SA
1205,1206,140595,1_1_27_6_9_0_0_0_0_0_0,1_1_27,South Africa,21MUS_CZ189_S91,2021.0,Y,my_SA
1206,1207,140596,0_0_36_1_9_0_0_0_0_0_0,0_0_36,South Africa,21MUS_CZ191_S119,2021.0,Y,my_SA
1207,1208,140597,16_1_0_10_0_0_0_0_0_0_0,16_1_0,South Africa,21MUS_CZ197_S120,2021.0,Y,my_SA
1208,1209,140598,1_1_27_6_10_0_0_0_0_0_0,1_1_27,South Africa,21MUS_CZ198_S92,2021.0,Y,my_SA
1209,1210,140599,0_7_0_12_16_0_0_0_0_0_0,0_7_0,South Africa,21MUS_CZ201_S121,2021.0,Y,my_SA
1210,1211,140600,1_1_17_17_0_0_1_0_0_0_0,1_1_17,South Africa,22MUS_AH054_S93,2022.0,Y,my_SA
1211,1212,140601,0_2_1_26_0_0_0_0_0_0_0,0_2_1,South Africa,17MUS_AH098,2017.0,Y,my_SA
1212,1213,140602,0_0_23_27_0_0_0_0_0_0_0,0_0_23,South Africa,17MUS_AH118,2017.0,Y,my_SA
1213,1214,140603,0_0_23_35_0_0_0_0_0_0_0,0_0_23,South Africa,17MUS_AH120,2017.0,Y,my_SA
1214,1215,140604,0_2_1_0_479_0_0_0_0_0_0,0_2_1,South Africa,17MUS_KH085,2017.0,Y,my_SA
1215,1216,140605,0_2_71_0_4_0_0_0_0_0_0,0_2_71,South Africa,17MUS_ZW084,2017.0,Y,my_SA
1216,1217,140611,0_2_1_25_0_0_0_0_0_0_0,0_2_1,South Africa,19MUS_AH072,2019.0,Y,my_SA
1217,1218,140612,0_2_1_0_574_0_0_0_0_0_0,0_2_1,South Africa,19MUS_AH119,2019.0,Y,my_SA
1218,1219,140613,0_0_63_0_2_0_0_0_0_0_0,0_0_63,South Africa,19MUS_AH164,2019.0,Y,my_SA
1219,1220,140617,1_1_27_16_0_0_0_0_0_0_0,1_1_27,South Africa,20MUS_AH139,2020.0,Y,my_SA
1220,1221,140618,1_1_17_17_0_0_0_0_1_0_0,1_1_17,South Africa,21MUS_AH165,2021.0,Y,my_SA
1221,1222,140619,0_18_23_2_2_0_0_0_0_0_0,0_18_23,South Africa,21MUS_CZ202,2021.0,Y,my_SA
1222,1223,154263,0_0_23_38_0_0_0_0_0_0_0,0_0_23,South Africa,LLL001,2013.0,N,other_SA
1223,1224,154264,0_0_23_2_0_0_0_0_0_0_0,0_0_23,South Africa,LLL002,2013.0,N,other_SA
1224,1225,154265,0_0_25_2_0_0_0_0_0_1_0,0_0_25,South Africa,LLL003,2013.0,N,other_SA
1225,1226,154266,0_18_23_3_0_0_0_0_0_0_0,0_18_23,South Africa,LLL004,2013.0,N,other_SA
1226,1227,154267,0_0_25_0_1_0_0_0_0_0_0,0_0_25,South Africa,LLL005,2013.0,N,other_SA
1227,1228,154268,1_1_17_4_3_0_0_0_0_0_0,1_1_17,South Africa,LLL006,2013.0,N,other_SA
1228,1229,154269,1_1_17_4_1_0_0_0_0_1_0,1_1_17,South Africa,LLL007,2013.0,N,other_SA
1229,1230,154270,1_1_17_4_0_0_0_0_0_0_0,1_1_17,South Africa,LLL008,2013.0,N,other_SA
1230,1231,154271,0_0_18_23_5_0_0_0_0_0_0,0_0_18,South Africa,LLL009,2013.0,N,other_SA
1231,1232,154272,1_1_70_0_0_0_0_0_0_0_0,1_1_70,South Africa,LLL010,2013.0,N,other_SA
1232,1233,154273,1_1_27_6_12_0_0_0_0_0_0,1_1_27,South Africa,LLL011,2013.0,N,other_SA
1233,1234,154274,1_1_27_6_1_0_0_0_0_1_0,1_1_27,South Africa,LLL012,2013.0,N,other_SA
1234,1235,154275,1_1_27_2_0_0_0_0_0_1_0,1_1_27,South Africa,LLL013,2013.0,N,other_SA
1235,1236,154276,1_1_17_4_4_0_0_0_0_0_0,1_1_17,South Africa,LLL014,2013.0,N,other_SA
1236,1237,154277,1_1_71_0_0_0_0_0_0_0_0,1_1_71,South Africa,LLL015,2013.0,N,other_SA
1237,1238,154278,0_0_65_1_0_0_0_0_0_0_0,0_0_65,South Africa,LLL016,2013.0,N,other_SA
1238,1239,154279,0_0_23_2_13_0_0_0_0_0_0,0_0_23,South Africa,LLL017,2013.0,N,other_SA
1239,1240,154280,1_1_17_4_2_0_0_0_0_0_0,1_1_17,South Africa,LLL018,2013.0,N,other_SA
1240,1241,154281,1_1_27_6_13_0_0_0_0_0_0,1_1_27,South Africa,LLL019,2013.0,N,other_SA
1241,1242,154282,0_12_12_0_0_0_0_0_0_0_0,0_12_12,South Africa,LLL020,2013.0,N,other_SA
1242,1243,154283,1_1_67_0_0_0_0_0_0_0_0,1_1_67,South Africa,LLL022,2013.0,N,other_SA
1243,1244,154284,0_0_25_1_0_0_0_0_0_0_0,0_0_25,South Africa,LLL023,2013.0,N,other_SA
1244,1245,154285,0_0_33_12_346_0_0_0_0_0_0,0_0_33,South Africa,LLL024,2013.0,N,other_SA
1245,1246,154286,0_0_18_23_1_1_0_0_0_0_0,0_0_18,South Africa,LLL026,2014.0,N,other_SA
1246,1247,154287,0_0_28_2_0_0_0_0_0_0_0,0_0_28,South Africa,LLL027,2014.0,N,other_SA
1247,1248,154288,1_1_27_6_0_0_0_0_0_1_0,1_1_27,South Africa,LLL028,2014.0,N,other_SA
1248,1249,154289,0_18_22_4_0_0_0_0_0_0_0,0_18_22,South Africa,LLL029,2014.0,N,other_SA
1249,1250,154290,0_0_33_12_97_0_0_0_0_1_0,0_0_33,South Africa,LLL030,2014.0,N,other_SA
1250,1251,154291,0_0_33_47_2_0_0_0_0_0_0,0_0_33,South Africa,LLL031,2014.0,N,other_SA
1251,1252,154292,0_0_47_8_0_0_0_0_0_1_0,0_0_47,South Africa,LLL032,2014.0,N,other_SA
1252,1253,154293,0_0_33_12_345_0_0_0_0_0_0,0_0_33,South Africa,LLL034,2014.0,N,other_SA
1253,1254,154294,0_0_47_6_1_0_0_0_0_1_0,0_0_47,South Africa,LLL035,2014.0,N,other_SA
1254,1255,154295,0_0_25_2_2_0_0_0_0_0_0,0_0_25,South Africa,LLL037,2014.0,N,other_SA
1255,1256,154296,0_0_33_12_342_0_0_0_0_0_0,0_0_33,South Africa,LLL038,2014.0,N,other_SA
1256,1257,154297,0_0_28_0_0_0_0_0_0_0_0,0_0_28,South Africa,LLL039,2014.0,N,other_SA
1257,1258,154298,0_0_33_12_344_0_0_0_0_0_0,0_0_33,South Africa,LLL040,2014.0,N,other_SA
1258,1259,154299,0_0_33_12_89_2_0_0_0_0_0,0_0_33,South Africa,LLL041,2014.0,N,other_SA
1259,1260,154300,0_0_33_12_187_0_1_0_0_0_0,0_0_33,South Africa,LLL042,2014.0,N,other_SA
1260,1261,154301,0_0_33_12_343_0_0_0_0_0_0,0_0_33,South Africa,LLL043,2014.0,N,other_SA
1261,1262,154302,0_18_22_4_1_0_0_0_0_0_0,0_18_22,South Africa,LLL044,2014.0,N,other_SA
1262,1263,154303,0_0_23_37_0_0_0_0_0_0_0,0_0_23,South Africa,LLL045,2014.0,N,other_SA
1263,1264,154304,0_18_23_4_0_0_0_0_0_0_0,0_18_23,South Africa,LLL046,2014.0,N,other_SA
1264,1265,154305,0_16_5_0_0_0_0_0_0_0_0,0_16_5,South Africa,LLL048,2014.0,N,other_SA
1265,1266,154306,0_0_25_5_0_0_0_0_0_0_0,0_0_25,South Africa,LLL049,2014.0,N,other_SA
1266,1267,154307,1_1_27_2_3_0_0_0_0_0_0,1_1_27,South Africa,LLL050,2014.0,N,other_SA
1267,1268,154308,0_0_18_23_6_0_0_0_0_0_0,0_0_18,South Africa,MMM001,2014.0,N,other_SA
1268,1269,154309,0_0_33_12_89_3_0_0_0_0_0,0_0_33,South Africa,MMM002,2014.0,N,other_SA
1269,1270,154310,0_0_33_12_99_0_0_0_0_1_0,0_0_33,South Africa,MMM003,2014.0,N,other_SA
1270,1271,154311,1_1_17_4_23_0_0_0_0_0_0,1_1_17,South Africa,MMM004,2014.0,N,other_SA
1271,1272,154312,0_18_22_5_0_0_0_0_0_0_0,0_18_22,South Africa,MMM005,2014.0,N,other_SA
1272,1273,154313,0_0_36_1_2_2_0_0_0_0_0,0_0_36,South Africa,MMM006,2014.0,N,other_SA
1273,1274,154314,1_1_17_4_22_0_0_0_0_0_0,1_1_17,South Africa,MMM007,2014.0,N,other_SA
1274,1275,154315,0_0_36_1_11_0_0_0_0_0_0,0_0_36,South Africa,MMM008,2014.0,N,other_SA
1275,1276,155409,,,South Africa,GP12-MUS-242,2012.0,Y,my_SA
1276,1277,155410,0_0_33_12_167_0_0_0_0_0_0,0_0_33,South Africa,GP13-MUS-070,2013.0,Y,my_SA
1277,1278,155411,0_0_36_1_3_1_0_0_0_0_0,0_0_36,South Africa,GP13-MUS-083,2013.0,Y,my_SA
1278,1279,155412,0_0_23_5_1_0_0_0_0_0_0,0_0_23,South Africa,GP13-MUS-096,2013.0,Y,my_SA
1279,1280,155413,0_0_33_12_216_0_0_0_0_0_0,0_0_33,South Africa,GP13-MUS-099,2013.0,Y,my_SA
1280,1281,155414,1_1_17_13_1_0_0_0_0_0_0,1_1_17,South Africa,GP13-MUS-103,2013.0,Y,my_SA
1281,1282,155415,0_18_22_2_0_0_0_0_0_0_0,0_18_22,South Africa,GP13-MUS-105,2013.0,Y,my_SA
1282,1283,155416,1_1_27_6_7_0_0_0_0_0_0,1_1_27,South Africa,GP13-MUS-107,2013.0,Y,my_SA
1283,1284,155417,0_0_28_0_1_1_0_0_0_0_0,0_0_28,South Africa,GP13-MUS-109,2013.0,Y,my_SA
1284,1285,155418,1_1_17_4_6_0_0_0_0_0_0,1_1_17,South Africa,GP13-MUS-116,2013.0,Y,my_SA
1285,1286,155419,0_0_23_2_0_1_0_0_0_0_0,0_0_23,South Africa,GP13-MUS-120,2013.0,Y,my_SA
1286,1287,155420,0_0_33_12_204_0_0_0_0_0_0,0_0_33,South Africa,GP13-MUS-121,2013.0,Y,my_SA
1287,1288,155421,1_1_17_4_20_0_0_0_0_0_0,1_1_17,South Africa,GP13-MUS-129,2013.0,Y,my_SA
1288,1289,155422,0_0_23_21_0_0_0_0_0_1_0,0_0_23,South Africa,GP13-MUS-132,2013.0,Y,my_SA
1289,1290,155423,0_0_33_12_153_0_0_0_0_0_0,0_0_33,South Africa,GP13-MUS-133,2013.0,Y,my_SA
1290,1291,155424,1_1_40_0_0_0_0_0_0_1_0,1_1_40,South Africa,GP13-MUS-134,2013.0,Y,my_SA
