id,isolate,country,year,azithromycin_mic,NEIS0133,NEIS1633,NEIS1634,NEIS1635,pro_NEIS1635,private_record,private_owner
56265,580429,Norway,2017.0,0.064,102,1548.0,,13.0,3,False,
56266,580687,Norway,2017.0,0.5,102,367.0,801.0,13.0,3,False,
56267,589854,Norway,2017.0,0.064,102,18.0,100.0,18.0,6,False,
56268,590005,Norway,2017.0,0.25,102,367.0,801.0,13.0,3,False,
56269,590003,Norway,2017.0,0.25,102,367.0,,13.0,3,False,
56270,580466,Norway,2017.0,0.5,102,367.0,,13.0,3,False,
56271,580468,Norway,2017.0,0.125,102,367.0,12.0,873.0,6,False,
56272,580470,Norway,2017.0,0.25,102,2022.0,12.0,561.0,6,False,
56273,580685,Norway,2017.0,0.125,102,1549.0,13.0,521.0,6,False,
56274,580689,Norway,2017.0,0.125,102,1555.0,12.0,193.0,14,False,
56275,581036,Norway,2017.0,0.25,102,16.0,,12.0,3,False,
56276,579116,Norway,2017.0,0.5,102,21.0,11.0,13.0,3,False,
56277,580145,Norway,2017.0,0.25,102,1553.0,12.0,873.0,6,False,
56278,577003,Norway,2017.0,0.25,50,1006.0,205.0,187.0,6,False,
56279,577555,Norway,2017.0,0.5,50,1006.0,205.0,187.0,6,False,
56280,577883,Norway,2017.0,0.5,50,1006.0,205.0,187.0,6,False,
56281,577666,Norway,2017.0,0.064,21,1549.0,1811.0,12.0,6,False,
56282,579358,Norway,2017.0,0.5,102,654.0,12.0,561.0,6,False,
56283,580147,Norway,2017.0,0.25,102,367.0,12.0,873.0,6,False,
56284,577007,Norway,2017.0,0.5,102,654.0,12.0,561.0,6,False,
56285,577223,Norway,2017.0,0.5,50,1006.0,205.0,187.0,6,False,
56286,577121,Norway,2017.0,0.125,102,22.0,17.0,17.0,6,False,
56287,577889,Norway,2017.0,0.25,50,1006.0,205.0,187.0,6,False,
56288,578289,Norway,2017.0,0.25,102,367.0,801.0,13.0,3,False,
56289,578271,Norway,2017.0,0.5,102,367.0,567.0,1146.0,6,False,
56290,579028,Norway,2017.0,0.5,50,1006.0,205.0,187.0,6,False,
56291,579421,Norway,2017.0,0.5,102,367.0,1068.0,13.0,3,False,
56292,580143,Norway,2017.0,0.064,102,367.0,12.0,873.0,6,False,
56293,577012,Norway,2017.0,0.25,102,654.0,12.0,561.0,6,False,
56294,577226,Norway,2017.0,0.5,102,367.0,17.0,1146.0,6,False,
56295,577537,Norway,2017.0,0.25,102,373.0,12.0,,6,False,
56296,577910,Norway,2017.0,0.125,102,1122.0,12.0,193.0,14,False,
56297,578291,Norway,2017.0,0.25,102,18.0,207.0,16.0,3,False,
56298,578273,Norway,2017.0,0.125,102,378.0,12.0,18.0,6,False,
56299,579030,Norway,2017.0,0.5,50,1006.0,205.0,187.0,6,False,
56300,579424,Norway,2017.0,0.125,102,2017.0,12.0,342.0,6,False,
56302,577558,Norway,2017.0,0.25,102,367.0,801.0,13.0,3,False,
56303,577912,Norway,2017.0,0.25,102,367.0,801.0,13.0,3,False,
56304,578293,Norway,2017.0,0.125,102,367.0,12.0,873.0,6,False,
56306,579032,Norway,2017.0,0.25,102,367.0,12.0,873.0,6,False,
56307,580400,Norway,2017.0,0.5,566,1006.0,205.0,187.0,6,False,
56308,577230,Norway,2017.0,0.5,102,18.0,207.0,16.0,3,False,
56309,577914,Norway,2017.0,0.5,102,2024.0,801.0,13.0,3,False,
57124,EXNG331,Australia,2016.0,4.0,102,22.0,17.0,17.0,,False,
57125,EXNG332,Australia,2017.0,0.5,102,627.0,360.0,884.0,6,False,
57973,190440,Ireland,2016.0,0.032,102,18.0,100.0,368.0,6,False,
58866,GCGS0980,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
59511,KNY_NGAMR/9,Kenya,2016.0,0.25,102,825.0,12.0,18.0,6,False,
60436,KNY_NGAMR/1,Kenya,2014.0,0.25,102,826.0,12.0,189.0,6,False,
60439,KNY_NGAMR26,Kenya,2016.0,0.25,102,2236.0,12.0,18.0,6,False,
60440,KNY_NGAMR27,Kenya,2016.0,0.25,102,378.0,,189.0,6,False,
60441,KNY_NGAMR30p,Kenya,2017.0,0.125,102,18.0,13.0,18.0,6,False,
60442,KNY_NGAMR33,Kenya,2016.0,0.25,102,937.0,12.0,18.0,6,False,
60501,KNY_NGAMR2,Kenya,2014.0,0.5,102,2198.0,13.0,12.0,3,False,
60502,KNY_NGAMR3,Kenya,2014.0,0.125,102,683.0,12.0,18.0,6,False,
60503,KNY_NGAMR4,Kenya,2016.0,0.125,102,654.0,13.0,193.0,6,False,
60504,KNY_NGAMR5,Kenya,2015.0,0.125,102,18.0,444.0,,6,False,
60505,KNY_NGAMR6,Kenya,2015.0,0.25,102,825.0,12.0,18.0,6,False,
60506,KNY_NGAMR7,Kenya,2015.0,2.0,102,824.0,12.0,424.0,6,False,
60507,KNY_NGAMR8,Kenya,2015.0,0.25,102,18.0,13.0,18.0,6,False,
60508,KNY_NGAMR10,Kenya,2016.0,0.38,102,18.0,12.0,,6,False,
60509,KNY_NGAMR11,Kenya,2016.0,0.25,102,18.0,13.0,18.0,6,False,
60510,KNY_NGAMR23,Kenya,2014.0,0.125,102,18.0,13.0,18.0,6,False,
60511,KNY_NGAMR14,Kenya,2013.0,0.125,102,18.0,12.0,18.0,6,False,
60512,KNY_NGAMR20,Kenya,2014.0,0.125,102,18.0,13.0,18.0,6,False,
60513,KNY_NGAMR17,Kenya,2016.0,0.5,102,669.0,379.0,16.0,6,False,
60514,KNY_NGAMR18,Kenya,2014.0,0.5,102,2199.0,13.0,193.0,6,False,
60515,KNY_NGAMR19,Kenya,2015.0,1.5,102,683.0,12.0,,6,False,
60516,KNY_NGAMR15,Kenya,2016.0,0.5,102,18.0,13.0,18.0,6,False,
60517,KNY_NGAMR21,Kenya,2015.0,0.125,102,18.0,13.0,18.0,6,False,
60518,KNY_NGAMR22,Kenya,2015.0,1.0,102,2199.0,13.0,193.0,6,False,
60519,KNY_NGAMR13,Kenya,2016.0,0.125,102,18.0,13.0,18.0,6,False,
60520,KNY_NGAMR24,Kenya,2014.0,0.38,102,2199.0,13.0,193.0,6,False,
60521,KNY_NGAMR28,Kenya,2017.0,0.5,102,18.0,,18.0,6,False,
60522,KNY_NGAMR29,Kenya,2017.0,0.25,102,18.0,13.0,18.0,6,False,
60523,KNY_NGAMR31,Kenya,2017.0,0.25,102,18.0,12.0,18.0,6,False,
60524,KNY_NGAMR32,Kenya,2017.0,0.047,102,18.0,13.0,18.0,6,False,
60525,KNY_NGAMR35,Kenya,2013.0,0.125,102,18.0,12.0,18.0,6,False,
60527,KNY_NGAMR42,Kenya,2018.0,0.125,102,844.0,12.0,16.0,6,False,
60528,KNY_NGAMR50,Kenya,2018.0,0.064,102,2200.0,13.0,18.0,6,False,
60530,KNY_NGAMR53,Kenya,2018.0,0.19,102,937.0,12.0,18.0,6,False,
60531,KNY_NGAMR54,Kenya,2018.0,0.125,102,18.0,13.0,18.0,6,False,
61041,592633,Norway,2017.0,0.5,102,367.0,801.0,13.0,3,False,
61042,592904,Norway,2017.0,0.25,102,367.0,801.0,13.0,3,False,
61043,592911,Norway,2017.0,0.25,102,367.0,801.0,13.0,3,False,
61044,593227,Norway,2017.0,0.5,102,367.0,801.0,13.0,3,False,
61045,593229,Norway,2017.0,0.25,102,367.0,801.0,13.0,3,False,
61046,593231,Norway,2017.0,0.25,102,367.0,801.0,13.0,3,False,
61047,593237,Norway,2017.0,0.25,102,22.0,17.0,17.0,,False,
61048,593239,Norway,2017.0,0.5,102,22.0,17.0,17.0,,False,
61049,593243,Norway,2017.0,0.125,102,1122.0,12.0,193.0,14,False,
61050,593245,Norway,2017.0,0.25,102,367.0,12.0,873.0,6,False,
61051,593252,Norway,2017.0,0.25,102,367.0,12.0,873.0,6,False,
61052,594354,Norway,2017.0,0.5,102,367.0,801.0,13.0,3,False,
61053,594368,Norway,2017.0,0.125,102,654.0,12.0,561.0,6,False,
61054,595710,Norway,2017.0,0.5,102,16.0,11.0,12.0,3,False,
61055,595714,Norway,2017.0,0.5,102,654.0,12.0,561.0,6,False,
61056,597251,Norway,2017.0,0.25,102,654.0,12.0,561.0,6,False,
61057,597652,Norway,2017.0,0.064,102,18.0,,193.0,6,False,
61059,598028,Norway,2017.0,0.25,102,1548.0,,12.0,3,False,
61060,598032,Norway,2017.0,0.5,102,367.0,801.0,13.0,3,False,
61061,598593,Norway,2017.0,0.032,102,18.0,12.0,193.0,6,False,
61062,598596,Norway,2017.0,0.064,102,18.0,12.0,193.0,6,False,
61063,599347,Norway,2017.0,0.25,102,16.0,11.0,12.0,3,False,
61064,599991,Norway,2017.0,0.25,50,1006.0,205.0,187.0,6,False,
61065,600020,Norway,2017.0,0.25,102,16.0,11.0,12.0,3,False,
61066,600022,Norway,2017.0,0.25,102,16.0,11.0,12.0,3,False,
61067,601476,Norway,2017.0,0.5,113,18.0,100.0,,6,False,
61068,601479,Norway,2017.0,0.25,102,666.0,12.0,521.0,6,False,
61069,601955,Norway,2017.0,0.5,102,367.0,801.0,13.0,3,False,
61070,603813,Norway,2017.0,0.125,102,367.0,567.0,1146.0,6,False,
61071,603942,Norway,2017.0,0.25,102,367.0,567.0,1146.0,6,False,
61072,604965,Norway,2017.0,256.0,50,3353.0,493.0,182.0,22,False,
61073,609666,Norway,2017.0,0.25,102,16.0,11.0,12.0,3,False,
61074,610096,Norway,2017.0,0.25,102,367.0,801.0,13.0,3,False,
61075,610098,Norway,2017.0,0.25,102,666.0,12.0,521.0,6,False,
61076,610102,Norway,2017.0,0.5,102,367.0,567.0,1146.0,6,False,
61077,610104,Norway,2017.0,0.5,102,367.0,567.0,1146.0,6,False,
61141,EXNG716,Australia,2017.0,4.0,102,367.0,13.0,371.0,6,False,
61142,EXNG717,Australia,2017.0,4.0,102,367.0,13.0,371.0,6,False,
61271,EXNG617,Australia,2017.0,4.0,102,367.0,13.0,371.0,6,False,
61272,EXNG685,Australia,2017.0,4.0,102,367.0,13.0,371.0,6,False,
61274,EXNG827,Australia,2017.0,4.0,102,367.0,12.0,371.0,6,False,
61332,WHO_V,Sweden,2012.0,256.0,120,16.0,11.0,13.0,3,False,
61344,KN13_19,Japan,2001.0,0.5,102,16.0,11.0,12.0,3,False,
61345,KN13_30,Japan,2001.0,0.75,102,16.0,11.0,12.0,3,False,
61346,KN13_116,Japan,2001.0,0.38,102,16.0,11.0,12.0,3,False,
61347,05_590_19,Australia,2004.0,0.064,102,18.0,13.0,18.0,6,False,
61348,08_590_256,Indonesia,2008.0,0.064,102,367.0,13.0,193.0,6,False,
61353,IN_09_3875,India,2009.0,0.25,102,367.0,365.0,12.0,3,False,
61354,IN_09_3830,India,2009.0,0.032,102,23.0,,,6,False,
61379,WHO_Z,Australia,2013.0,1.0,102,2242.0,11.0,355.0,,False,
61380,BEL_10_3,Belarus,2010.0,0.25,102,632.0,13.0,334.0,6,False,
61381,989000041,Philippines,1998.0,0.125,102,18.0,365.0,13.0,3,False,
61382,IC_CNR077,Ivory Coast,2012.0,0.094,102,367.0,12.0,18.0,6,False,
61383,IC_15039,Ivory Coast,2012.0,0.047,102,18.0,12.0,18.0,6,False,
61622,GU008,Japan,2015.0,0.25,102,21.0,12.0,355.0,6,False,
61623,GU027,Japan,2015.0,0.25,102,21.0,12.0,355.0,6,False,
61624,GU033,Japan,2015.0,0.25,102,21.0,12.0,355.0,6,False,
61625,GU040,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61626,GU067,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61627,GU075,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61628,GU139,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61629,GU149,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61630,GU155,Japan,2015.0,0.25,102,21.0,12.0,355.0,6,False,
61631,GU195,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61632,GU225,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61633,GU250,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61634,GU294,Japan,2015.0,0.25,102,366.0,11.0,12.0,3,False,
61636,GU309,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61637,GU323,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61638,GU345,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61639,GU379,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61640,GU384,Japan,2015.0,1.0,129,16.0,11.0,13.0,3,False,
61641,GU402,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61642,GU416,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61643,GU422,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61644,GU431,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61645,GU441,Japan,2015.0,0.5,129,16.0,11.0,355.0,6,False,
61646,GU442,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61647,GU443,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61648,GU448,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61649,GU449,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61650,GU478,Japan,2015.0,0.5,102,16.0,16.0,12.0,6,False,
61651,GU483,Japan,2015.0,0.25,102,21.0,12.0,355.0,6,False,
61652,GU511,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61653,GU512,Japan,2015.0,2.0,129,16.0,11.0,13.0,3,False,
61654,GU534,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61655,GU543,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61656,GU549,Japan,2015.0,0.5,102,16.0,16.0,12.0,6,False,
61657,GU562,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61658,GU571,Japan,2015.0,0.25,102,21.0,12.0,355.0,6,False,
61659,GU574,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61660,GU577,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61661,GU598,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61662,IT022,Japan,2011.0,0.064,102,16.0,11.0,355.0,6,False,
61663,KM096,Japan,2012.0,0.125,102,16.0,11.0,355.0,6,False,
61664,FC143,Japan,2012.0,0.38,102,,,,,False,
61665,FC142,Japan,2012.0,0.38,102,,,,,False,
61666,FC233,Japan,2013.0,0.094,102,16.0,11.0,355.0,6,False,
61669,FC425,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61670,FC426,Japan,2015.0,0.19,102,2253.0,11.0,,3,False,
61671,FC427,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61673,FC429,Japan,2015.0,0.38,102,366.0,11.0,,3,False,
61674,FC430,Japan,2015.0,0.75,113,1122.0,12.0,193.0,14,False,
61675,FC431,Japan,2015.0,0.19,102,16.0,11.0,13.0,3,False,
61676,FC432,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61677,FC433,Japan,2015.0,0.25,102,2253.0,11.0,,3,False,
61678,FC434,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61679,FC435,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61680,FC436,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61681,FC437,Japan,2015.0,0.25,102,22.0,17.0,,6,False,
61682,FC438,Japan,2015.0,0.25,102,22.0,17.0,,6,False,
61683,FC439,Japan,2015.0,0.125,102,22.0,17.0,,6,False,
61684,FC440,Japan,2015.0,0.25,102,366.0,1160.0,8.0,5,False,
61685,FC441,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61686,FC442,Japan,2015.0,0.5,102,657.0,16.0,12.0,6,False,
61687,FC443,Japan,2015.0,0.38,102,657.0,16.0,12.0,6,False,
61688,FC444,Japan,2015.0,0.25,102,366.0,11.0,13.0,3,False,
61689,FC445,Japan,2015.0,0.5,113,1122.0,12.0,193.0,14,False,
61690,FC446,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61691,FC447,Japan,2015.0,0.25,102,657.0,16.0,12.0,6,False,
61692,FC448,Japan,2015.0,0.25,102,657.0,16.0,12.0,6,False,
61693,FC449,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61694,FC450,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61695,FC451,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61696,FC452,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61697,FC453,Japan,2015.0,0.75,113,16.0,11.0,13.0,3,False,
61698,FC454,Japan,2015.0,0.25,102,366.0,11.0,12.0,3,False,
61699,FC455,Japan,2015.0,0.38,102,657.0,16.0,12.0,6,False,
61700,FC456,Japan,2015.0,0.016,50,1006.0,205.0,187.0,6,False,
61701,FC457,Japan,2015.0,0.016,102,22.0,17.0,,6,False,
61702,FC458,Japan,2015.0,0.25,113,378.0,12.0,16.0,6,False,
61703,FC459,Japan,2015.0,0.016,102,1122.0,12.0,193.0,14,False,
61705,FC461,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61706,FC462,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61707,FC463,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61708,FC464,Japan,2015.0,0.064,102,16.0,11.0,355.0,6,False,
61709,FC465,Japan,2015.0,0.38,113,1122.0,12.0,193.0,14,False,
61710,FC466,Japan,2015.0,0.25,113,1122.0,12.0,193.0,14,False,
61711,FC467,Japan,2015.0,0.125,113,16.0,318.0,13.0,3,False,
61712,FC468,Japan,2015.0,0.75,113,16.0,11.0,13.0,3,False,
61713,FC469,Japan,2015.0,0.19,102,366.0,11.0,12.0,3,False,
61714,FC470,Japan,2015.0,0.19,102,366.0,11.0,12.0,3,False,
61715,FC471,Japan,2015.0,0.25,50,1006.0,205.0,187.0,6,False,
61716,FC472,Japan,2015.0,0.75,113,16.0,11.0,13.0,3,False,
61717,FC473,Japan,2015.0,1.0,113,16.0,11.0,13.0,3,False,
61718,FC474,Japan,2015.0,0.064,102,16.0,11.0,355.0,6,False,
61719,FC475,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61720,FC476,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61721,FC477,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61722,FC478,Japan,2015.0,16.0,113,16.0,11.0,13.0,3,False,
61723,FC479,Japan,2015.0,1.0,113,16.0,11.0,13.0,3,False,
61724,FC480,Japan,2015.0,1.0,113,16.0,11.0,13.0,3,False,
61725,FC481,Japan,2015.0,0.25,102,657.0,16.0,12.0,6,False,
61726,FC482,Japan,2015.0,0.19,102,16.0,11.0,,3,False,
61727,FC483,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61728,FC484,Japan,2015.0,0.125,102,22.0,17.0,,6,False,
61729,FC485,Japan,2015.0,0.125,102,22.0,17.0,,6,False,
61730,FC486,Japan,2015.0,0.19,102,16.0,11.0,13.0,3,False,
61731,FC487,Japan,2015.0,0.25,102,366.0,11.0,12.0,3,False,
61732,FC488,Japan,2015.0,256.0,102,18.0,375.0,12.0,3,False,
61733,FC489,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61734,FC490,Japan,2015.0,0.38,102,18.0,13.0,13.0,3,False,
61735,FC491,Japan,2015.0,0.125,102,22.0,17.0,,6,False,
61736,FC492,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61737,FC493,Japan,2015.0,0.064,102,367.0,12.0,193.0,6,False,
61738,FC494,Japan,2015.0,0.25,102,657.0,16.0,12.0,6,False,
61739,FC495,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61740,FC496,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61741,FC497,Japan,2015.0,0.19,102,657.0,16.0,12.0,6,False,
61743,FC499,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61744,FC500,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61745,FC501,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61746,FC502,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61747,FC503,Japan,2015.0,1.0,113,16.0,11.0,13.0,3,False,
61748,FC504,Japan,2015.0,0.25,102,2253.0,11.0,,3,False,
61749,FC505,Japan,2015.0,0.125,102,16.0,11.0,355.0,6,False,
61750,FC506,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61751,FC507,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61752,FC508,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61753,FC509,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61754,FC510,Japan,2015.0,0.19,102,16.0,11.0,,3,False,
61755,FC511,Japan,2015.0,0.25,102,16.0,11.0,,3,False,
61756,FC512,Japan,2015.0,0.5,102,16.0,11.0,355.0,6,False,
61757,FC513,Japan,2015.0,0.19,102,16.0,11.0,355.0,6,False,
61758,FC514,Japan,2015.0,0.125,102,22.0,17.0,,6,False,
61759,FC515,Japan,2015.0,0.38,102,657.0,16.0,12.0,6,False,
61760,FC516,Japan,2015.0,0.125,102,22.0,17.0,,6,False,
61761,FC517,Japan,2015.0,0.094,102,375.0,12.0,355.0,6,False,
61762,FC518,Japan,2015.0,0.064,102,375.0,12.0,355.0,6,False,
61763,FC519,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61764,FC520,Japan,2015.0,0.75,133,16.0,11.0,13.0,3,False,
61765,FC521,Japan,2015.0,0.5,133,16.0,11.0,13.0,3,False,
61766,FC522,Japan,2015.0,0.75,102,841.0,11.0,13.0,3,False,
61767,FC523,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61768,FC524,Japan,2015.0,0.19,102,22.0,17.0,,6,False,
61769,FC525,Japan,2015.0,0.094,102,22.0,17.0,,6,False,
61770,FC526,Japan,2015.0,0.094,102,22.0,17.0,,6,False,
61771,FC527,Japan,2015.0,0.064,102,375.0,12.0,355.0,6,False,
61772,FC528,Japan,2015.0,1.0,113,16.0,11.0,13.0,3,False,
61773,FC529,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61774,FC530,Japan,2015.0,0.19,102,1122.0,12.0,193.0,14,False,
61775,FC531,Japan,2015.0,1.0,129,16.0,11.0,13.0,3,False,
61776,FC532,Japan,2015.0,0.125,102,22.0,17.0,,6,False,
61777,FC533,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61778,FC534,Japan,2015.0,0.19,102,657.0,16.0,12.0,6,False,
61779,FC535,Japan,2015.0,0.023,102,2254.0,,13.0,3,False,
61780,FC536,Japan,2015.0,0.023,102,2254.0,,13.0,3,False,
61781,FC537,Japan,2015.0,0.19,102,16.0,11.0,13.0,3,False,
61782,FC538,Japan,2015.0,0.19,102,16.0,11.0,13.0,3,False,
61783,FC539,Japan,2015.0,0.125,102,16.0,16.0,12.0,6,False,
61784,FC540,Japan,2015.0,0.125,102,16.0,16.0,12.0,6,False,
61785,FC541,Japan,2015.0,0.19,102,657.0,16.0,12.0,6,False,
61786,FC542,Japan,2015.0,0.25,50,1006.0,205.0,187.0,6,False,
61787,FC543,Japan,2015.0,0.125,102,657.0,16.0,12.0,6,False,
61788,HI54,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61789,HI55,Japan,2015.0,0.19,102,657.0,16.0,12.0,6,False,
61790,HI56,Japan,2015.0,0.016,102,16.0,11.0,13.0,3,False,
61791,HI57,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61792,HI58,Japan,2015.0,0.125,102,16.0,11.0,13.0,3,False,
61793,HI59,Japan,2015.0,0.19,102,16.0,11.0,355.0,6,False,
61794,IT66,Japan,2015.0,0.75,102,16.0,11.0,13.0,3,False,
61795,IT67,Japan,2015.0,0.19,102,2253.0,11.0,,3,False,
61796,IT68,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61797,IT69,Japan,2015.0,0.125,102,16.0,11.0,13.0,3,False,
61798,IT70,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61799,IT71,Japan,2015.0,0.5,113,16.0,11.0,13.0,3,False,
61800,IT72,Japan,2015.0,0.5,50,1006.0,205.0,187.0,6,False,
61801,IT73,Japan,2015.0,0.25,50,1006.0,205.0,187.0,6,False,
61802,IT74,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61803,IT75,Japan,2015.0,0.25,102,2255.0,16.0,12.0,6,False,
61804,IT76,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61805,IT77,Japan,2015.0,0.125,102,16.0,11.0,13.0,3,False,
61806,KM247,Japan,2015.0,0.19,102,16.0,11.0,13.0,3,False,
61807,KM248,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61808,KM249,Japan,2015.0,0.25,102,2253.0,11.0,,3,False,
61809,KM250,Japan,2015.0,0.19,102,16.0,11.0,13.0,3,False,
61810,KM251,Japan,2015.0,0.19,102,16.0,16.0,12.0,6,False,
61811,KM252,Japan,2015.0,8.0,102,16.0,1161.0,13.0,3,False,
61812,KM253,Japan,2015.0,1.0,113,16.0,11.0,13.0,3,False,
61813,KM254,Japan,2015.0,0.75,102,16.0,11.0,13.0,3,False,
61814,KM255,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61815,KM256,Japan,2015.0,0.25,102,657.0,16.0,12.0,6,False,
61816,KM257,Japan,2015.0,0.19,102,22.0,17.0,,6,False,
61817,KM258,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61818,KM259,Japan,2015.0,0.016,102,16.0,11.0,355.0,6,False,
61819,KM260,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61820,KM261,Japan,2015.0,0.064,102,16.0,318.0,13.0,3,False,
61821,KM262,Japan,2015.0,0.19,102,16.0,11.0,,6,False,
61822,KM263,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61823,KM264,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61824,KM265,Japan,2015.0,0.25,102,16.0,16.0,12.0,6,False,
61825,KM266,Japan,2015.0,0.75,113,16.0,11.0,13.0,3,False,
61826,KM267,Japan,2015.0,0.064,102,16.0,318.0,13.0,3,False,
61827,KM268,Japan,2015.0,0.5,50,1006.0,205.0,187.0,6,False,
61828,KM269,Japan,2015.0,0.25,102,16.0,11.0,355.0,6,False,
61829,KM270,Japan,2015.0,0.38,102,16.0,11.0,13.0,3,False,
61830,KM271,Japan,2015.0,0.016,113,1122.0,12.0,193.0,14,False,
61831,KM272,Japan,2015.0,0.25,102,657.0,16.0,12.0,6,False,
61832,KM273,Japan,2015.0,0.5,113,16.0,11.0,13.0,3,False,
61833,KM274,Japan,2015.0,0.016,102,657.0,,12.0,6,False,
61834,KM275,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61835,KM276,Japan,2015.0,0.25,102,,,12.0,6,False,
61836,KM277,Japan,2015.0,0.016,102,16.0,11.0,355.0,6,False,
61837,KM278,Japan,2015.0,1.0,113,16.0,11.0,13.0,3,False,
61838,KM279,Japan,2015.0,0.5,113,1122.0,12.0,193.0,14,False,
61839,KM280,Japan,2015.0,0.016,102,2253.0,318.0,,3,False,
61840,KM281,Japan,2015.0,0.5,113,16.0,11.0,13.0,3,False,
61841,KM282,Japan,2015.0,0.5,102,16.0,11.0,13.0,3,False,
61842,KM283,Japan,2015.0,0.19,102,2253.0,11.0,,3,False,
61843,KM284,Japan,2015.0,0.25,102,16.0,11.0,13.0,3,False,
61844,KM285,Japan,2015.0,0.25,102,2253.0,11.0,,3,False,
