id,isolate,country,year,azithromycin_mic,NEIS0133,NEIS1633,NEIS1634,NEIS1635,pro_NEIS1635,private_record,private_owner
27230,GCGS0010,USA,2009.0,0.5,50,18.0,12.0,12.0,6,False,
27231,GCGS0062,USA,2009.0,0.25,50,367.0,12.0,187.0,6,False,
27232,GCGS0138,USA,2010.0,16.0,50,1008.0,317.0,367.0,4,False,
27233,GCGS0198,USA,2009.0,16.0,50,1006.0,205.0,187.0,6,False,
27234,GCGS0144,USA,2009.0,0.5,50,18.0,12.0,12.0,6,False,
27235,GCGS0074,USA,2009.0,0.25,102,367.0,206.0,13.0,3,False,
27236,GCGS0230,USA,2010.0,8.0,50,1006.0,205.0,187.0,6,False,
27237,GCGS0038,USA,2009.0,8.0,50,1008.0,317.0,367.0,4,False,
27238,GCGS0018,USA,2009.0,8.0,50,1006.0,205.0,187.0,6,False,
27239,GCGS0226,USA,2010.0,16.0,50,1006.0,205.0,187.0,6,False,
27240,GCGS0098,USA,2010.0,16.0,50,1006.0,205.0,187.0,6,False,
27241,GCGS0126,USA,2010.0,0.25,50,1006.0,205.0,187.0,6,False,
27242,GCGS0128,USA,2010.0,8.0,50,1008.0,317.0,367.0,4,False,
27243,GCGS0174,USA,2010.0,16.0,50,1006.0,205.0,187.0,6,False,
27244,GCGS0204,USA,2010.0,8.0,50,1006.0,205.0,187.0,6,False,
27245,GCGS0083,USA,2009.0,0.5,50,368.0,11.0,13.0,3,False,
27247,GCGS0228,USA,2009.0,2.0,50,,11.0,188.0,3,False,
27248,GCGS0176,USA,2010.0,16.0,50,1006.0,205.0,187.0,6,False,
27249,GCGS0224,USA,2009.0,8.0,50,1006.0,205.0,187.0,6,False,
27250,GCGS0156,USA,2010.0,16.0,50,1006.0,205.0,187.0,6,False,
27251,GCGS0084,USA,2009.0,1.0,50,368.0,11.0,13.0,3,False,
27252,GCGS0202,USA,2009.0,8.0,50,1006.0,205.0,187.0,6,False,
27253,GCGS0136,USA,2010.0,8.0,50,1008.0,317.0,367.0,4,False,
27254,GCGS0092,USA,2010.0,0.25,50,367.0,12.0,187.0,6,False,
27255,GCGS0118,USA,2010.0,8.0,50,1006.0,205.0,187.0,6,False,
27256,GCGS0009,USA,2009.0,0.25,50,369.0,12.0,12.0,6,False,
27257,GCGS0192,USA,2010.0,2.0,50,1009.0,205.0,13.0,3,False,
27258,GCGS0110,USA,2010.0,16.0,50,1006.0,205.0,187.0,6,False,
27259,GCGS0032,USA,2009.0,0.5,102,21.0,11.0,13.0,3,False,
27260,GCGS0096,USA,2010.0,16.0,50,1006.0,205.0,187.0,6,False,
27261,GCGS0120,USA,2009.0,8.0,50,1006.0,205.0,187.0,6,False,
27263,GCGS0218,USA,2009.0,16.0,50,1006.0,205.0,187.0,6,False,
27264,GCGS0060,USA,2009.0,0.5,102,21.0,11.0,13.0,3,False,
27265,GCGS0044,USA,2009.0,0.5,102,21.0,11.0,13.0,3,False,
27266,GCGS0172,USA,2010.0,2.0,102,18.0,12.0,12.0,6,False,
27267,GCGS0208,USA,2009.0,1.0,102,18.0,207.0,12.0,3,False,
27268,GCGS0180,USA,2009.0,0.25,102,18.0,100.0,368.0,6,False,
27269,GCGS0188,USA,2009.0,0.25,102,18.0,100.0,368.0,6,False,
27270,GCGS0200,USA,2009.0,0.125,102,370.0,17.0,189.0,6,False,
27271,GCGS0064,USA,2009.0,1.0,113,371.0,12.0,190.0,6,False,
27272,GCGS0212,USA,2009.0,0.25,102,18.0,100.0,368.0,6,False,
27273,GCGS0142,USA,2009.0,2.0,102,18.0,11.0,13.0,3,False,
27274,GCGS0112,USA,2009.0,0.25,102,18.0,207.0,12.0,3,False,
27275,GCGS0210,USA,2009.0,0.25,102,18.0,100.0,368.0,6,False,
27276,GCGS0008,USA,2009.0,0.25,102,372.0,12.0,191.0,6,False,
27277,GCGS0186,USA,2009.0,0.25,102,18.0,100.0,368.0,6,False,
27278,GCGS0216,USA,2009.0,0.25,102,18.0,100.0,368.0,6,False,
27279,GCGS0090,USA,2009.0,0.25,102,18.0,100.0,368.0,6,False,
27281,GCGS0146,USA,2009.0,0.25,102,18.0,100.0,368.0,6,False,
27282,GCGS0242,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27284,GCGS0117,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27285,GCGS0082,USA,2009.0,0.25,102,375.0,13.0,370.0,6,False,
27287,GCGS0113,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27288,GCGS0102,USA,2010.0,16.0,102,16.0,11.0,13.0,3,False,
27289,GCGS0179,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27290,GCGS0199,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27292,GCGS0050,USA,2009.0,0.03,102,367.0,316.0,192.0,6,False,
27293,GCGS0170,USA,2010.0,0.5,102,21.0,11.0,13.0,3,False,
27294,GCGS0223,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27295,GCGS0114,USA,2009.0,0.125,102,16.0,318.0,13.0,3,False,
27296,GCGS0237,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27297,GCGS0168,USA,2010.0,1.0,102,21.0,11.0,13.0,3,False,
27298,GCGS0063,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27299,GCGS0105,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27300,GCGS0152,USA,2010.0,0.5,120,376.0,11.0,13.0,3,False,
27301,GCGS0027,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27302,GCGS0238,USA,2009.0,0.5,102,377.0,11.0,188.0,3,False,
27303,GCGS0164,USA,2009.0,0.25,102,21.0,11.0,13.0,3,False,
27304,GCGS0175,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27305,GCGS0219,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27306,GCGS0043,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27307,GCGS0040,USA,2009.0,0.125,102,21.0,11.0,13.0,3,False,
27309,GCGS0143,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27310,GCGS0093,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27311,GCGS0169,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27312,GCGS0047,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27313,GCGS0046,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27314,GCGS0137,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27315,GCGS0003,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27316,GCGS0091,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27317,GCGS0135,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27318,GCGS0005,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27319,GCGS0030,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27320,GCGS0054,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27321,GCGS0217,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27323,GCGS0163,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27324,GCGS0129,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27325,GCGS0022,USA,2009.0,0.5,102,21.0,11.0,13.0,3,False,
27326,GCGS0051,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27327,GCGS0116,USA,2009.0,0.06,102,21.0,319.0,13.0,3,False,
27328,GCGS0069,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27329,GCGS0157,USA,2010.0,1.0,102,16.0,13.0,13.0,3,False,
27330,GCGS0048,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27331,GCGS0127,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27332,GCGS0209,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27333,GCGS0196,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27335,GCGS0187,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27336,GCGS0045,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27338,GCGS0173,USA,2010.0,1.0,50,18.0,12.0,12.0,6,False,
27339,GCGS0167,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27340,GCGS0134,USA,2009.0,0.5,102,21.0,11.0,13.0,3,False,
27341,GCGS0039,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27342,GCGS0132,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27343,GCGS0024,USA,2009.0,0.5,102,21.0,11.0,13.0,3,False,
27344,GCGS0197,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27345,GCGS0107,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27346,GCGS0087,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27347,GCGS0194,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27348,GCGS0191,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27349,GCGS0234,USA,2010.0,0.5,102,16.0,11.0,188.0,3,False,
27350,GCGS0231,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27351,GCGS0171,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27352,GCGS0115,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27353,GCGS0214,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27354,GCGS0207,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27355,GCGS0119,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27356,GCGS0049,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27357,GCGS0035,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27358,GCGS0055,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27359,GCGS0065,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27360,GCGS0124,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27361,GCGS0100,USA,2010.0,0.25,102,16.0,12.0,12.0,6,False,
27362,GCGS0227,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27364,GCGS0184,USA,2009.0,0.03,102,18.0,17.0,193.0,6,False,
27365,GCGS0080,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27366,GCGS0206,USA,2009.0,0.06,102,21.0,319.0,13.0,3,False,
27367,GCGS0007,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27368,GCGS0121,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27369,GCGS0233,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27370,GCGS0059,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27371,GCGS0071,USA,2009.0,0.5,50,18.0,12.0,12.0,6,False,
27372,GCGS0220,USA,2009.0,0.06,102,,11.0,13.0,3,False,
27373,GCGS0097,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27374,GCGS0031,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27375,GCGS0017,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27376,GCGS0225,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27377,GCGS0221,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27378,GCGS0211,USA,2010.0,0.25,50,18.0,12.0,12.0,6,False,
27379,GCGS0019,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27380,GCGS0042,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27381,GCGS0104,USA,2010.0,4.0,102,16.0,11.0,13.0,3,False,
27382,GCGS0147,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27383,GCGS0078,USA,2009.0,0.06,102,21.0,318.0,13.0,3,False,
27384,GCGS0190,USA,2010.0,1.0,102,21.0,11.0,13.0,3,False,
27385,GCGS0079,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27386,GCGS0145,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27387,GCGS0125,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27388,GCGS0141,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27389,GCGS0075,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27390,GCGS0053,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27391,GCGS0023,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27392,GCGS0181,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27394,GCGS0235,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27395,GCGS0076,USA,2009.0,0.25,102,,11.0,13.0,3,False,
27396,GCGS0149,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27397,GCGS0229,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27398,GCGS0139,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27399,GCGS0185,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27400,GCGS0081,USA,2009.0,0.125,102,16.0,11.0,13.0,3,False,
27401,GCGS0077,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27402,GCGS0201,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27403,GCGS0213,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27404,GCGS0028,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27405,GCGS0020,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27406,GCGS0067,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27407,GCGS0203,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27408,GCGS0161,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27409,GCGS0215,USA,2010.0,0.25,50,18.0,12.0,12.0,6,False,
27410,GCGS0058,USA,2009.0,0.5,102,16.0,11.0,188.0,3,False,
27411,GCGS0012,USA,2009.0,0.25,102,16.0,12.0,12.0,6,False,
27412,GCGS0153,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27413,GCGS0131,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27414,GCGS0021,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27415,GCGS0066,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27416,GCGS0189,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27417,GCGS0183,USA,2010.0,0.25,102,16.0,11.0,13.0,3,False,
27418,GCGS0057,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27419,GCGS0073,USA,2009.0,0.25,50,18.0,12.0,12.0,6,False,
27420,GCGS0236,USA,2010.0,0.5,102,16.0,11.0,188.0,3,False,
27421,GCGS0109,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27422,GCGS0004,USA,2009.0,1.0,102,16.0,11.0,188.0,3,False,
27423,GCGS0195,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27425,GCGS0158,USA,2009.0,0.25,102,16.0,11.0,188.0,3,False,
27426,GCGS0160,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27427,GCGS0151,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27428,GCGS0122,USA,2010.0,0.25,102,16.0,11.0,188.0,3,False,
27429,GCGS0001,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27430,GCGS0155,USA,2010.0,1.0,102,16.0,13.0,13.0,3,False,
27431,GCGS011,USA,2009.0,0.25,102,16.0,12.0,12.0,6,False,
27432,GCGS0014,USA,2009.0,0.5,102,16.0,12.0,12.0,6,False,
27433,GCGS0111,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27434,GCGS0232,USA,2010.0,0.5,102,16.0,11.0,188.0,3,False,
27435,GCGS0086,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27436,GCGS0193,USA,2010.0,0.5,50,18.0,12.0,12.0,6,False,
27437,GCGS0056,USA,2009.0,0.5,102,21.0,11.0,13.0,3,False,
27438,GCGS0123,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27439,GCGS0182,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27440,GCGS0099,USA,2010.0,1.0,102,16.0,11.0,188.0,3,False,
27441,GCGS0130,USA,2009.0,0.5,102,16.0,11.0,188.0,3,False,
27442,GCGS0052,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27443,GCGS0089,USA,2009.0,1.0,102,16.0,13.0,13.0,3,False,
27444,GCGS0037,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27445,GCGS0178,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27446,GCGS0205,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27448,GCGS0241,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27449,GCGS0088,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27450,GCGS0106,USA,2010.0,8.0,50,369.0,12.0,12.0,6,False,
27451,GCGS0165,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27452,GCGS0085,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27453,GCGS0095,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27454,GCGS0177,USA,2010.0,1.0,102,16.0,11.0,13.0,3,False,
27455,GCGS0026,USA,2009.0,0.5,102,21.0,11.0,13.0,3,False,
27456,GCGS0036,USA,2009.0,0.5,102,378.0,12.0,194.0,2,False,
27457,GCGS0002,USA,2009.0,1.0,102,16.0,11.0,188.0,3,False,
27458,GCGS0166,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27459,GCGS0016,USA,2009.0,0.25,102,16.0,12.0,12.0,6,False,
27460,GCGS0070,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
27461,GCGS0094,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27462,GCGS0103,USA,2010.0,0.5,102,16.0,11.0,13.0,3,False,
27463,GCGS0108,USA,2009.0,0.25,102,16.0,11.0,188.0,3,False,
27464,GCGS0240,USA,2010.0,0.5,102,21.0,11.0,13.0,3,False,
27466,GCGS0034,USA,2009.0,1.0,102,21.0,11.0,18.0,3,False,
27467,GCGS0006,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27469,GCGS0041,USA,2009.0,1.0,102,16.0,11.0,13.0,3,False,
27470,GCGS0101,USA,2010.0,0.125,102,16.0,11.0,13.0,3,False,
27471,GCGS0072,USA,2009.0,0.5,102,380.0,17.0,12.0,6,False,
27472,GCGS0162,USA,2009.0,0.5,113,16.0,12.0,371.0,6,False,
27473,GCGS0033,USA,2009.0,0.25,102,16.0,11.0,13.0,3,False,
27474,GCGS0150,USA,2009.0,0.5,102,18.0,11.0,13.0,3,False,
27475,GCGS0068,USA,2009.0,0.5,102,16.0,11.0,13.0,3,False,
31457,POL_12_153,Poland,2012.0,0.19,102,,11.0,13.0,3,False,
31458,NO_09_3569,Norway,2009.0,0.75,102,16.0,11.0,13.0,3,False,
31459,SI12-21,Slovenia,2012.0,0.5,102,,11.0,13.0,3,False,
31460,GC_0808699,Argentina,2008.0,0.5,50,1006.0,205.0,187.0,6,False,
31461,WHO_O,Canada,1991.0,0.25,102,21.0,11.0,13.0,3,False,
31462,GC_10775,France,2008.0,0.5,102,16.0,11.0,13.0,3,False,
31463,590_4,Germany,2008.0,0.25,102,21.0,207.0,12.0,3,False,
31464,590_10,Greece,2008.0,0.064,102,18.0,207.0,,6,False,
31465,590_68,Spain,2008.0,0.19,102,367.0,12.0,371.0,6,False,
31466,GC_0811053,Spain,2008.0,0.5,102,16.0,11.0,13.0,3,False,
31467,GC_0817358,Spain,2008.0,0.5,102,626.0,360.0,187.0,6,False,
31468,NO_09_O1,Norway,2009.0,0.19,113,21.0,11.0,13.0,3,False,
31469,BEL_09_4,Belarus,2009.0,0.38,123,627.0,12.0,329.0,6,False,
31470,BEL_09_12,Belarus,2009.0,0.125,102,16.0,100.0,329.0,6,False,
31471,10868_8_44,Belarus,2009.0,0.047,102,628.0,17.0,17.0,6,False,
31472,BEL_09_43,Belarus,2009.0,0.5,102,18.0,13.0,16.0,6,False,
31473,BEL_09_44,Belarus,2009.0,0.5,102,16.0,11.0,13.0,3,False,
31474,BEL_09_45,Belarus,2009.0,0.5,102,16.0,11.0,13.0,3,False,
31475,BEL_09_8,Belarus,2009.0,1.5,102,16.0,11.0,13.0,3,False,
31476,BEL_09_28,Belarus,2009.0,0.064,124,629.0,361.0,193.0,6,False,
31477,BEL_09_37,Belarus,2009.0,0.125,50,369.0,12.0,12.0,6,False,
31478,SI09_08,Slovenia,2009.0,0.5,102,18.0,11.0,13.0,3,False,
31479,EST_10_6,Estonia,2010.0,0.5,125,630.0,362.0,330.0,6,False,
31480,EST_10_11TK,Estonia,2010.0,0.125,102,631.0,100.0,368.0,6,False,
31481,EST_10_16,Estonia,2010.0,1.0,102,1011.0,12.0,12.0,6,False,
31482,EST_10_18,Estonia,2010.0,0.094,102,628.0,17.0,17.0,6,False,
31483,EST_10_22,Estonia,2010.0,0.094,102,18.0,12.0,18.0,6,False,
31484,EST_10_25,Estonia,2010.0,1.5,102,16.0,11.0,13.0,3,False,
31485,BEL_10_6,Belarus,2010.0,0.75,102,16.0,11.0,13.0,3,False,
31486,BEL_10_46M,Belarus,2010.0,0.047,102,16.0,318.0,13.0,3,False,
31487,BEL_10_59M,Belarus,2010.0,0.064,124,629.0,361.0,193.0,6,False,
31488,BEL_10_66M,Belarus,2010.0,0.38,102,16.0,11.0,17.0,3,False,
31489,POL_10_1,Poland,2010.0,3.0,102,367.0,13.0,371.0,6,False,
31490,POL_10_11,Poland,2010.0,0.25,102,21.0,11.0,13.0,3,False,
31491,POL_10_24,Poland,2010.0,0.016,102,18.0,100.0,333.0,6,False,
31492,POL_10_29,Poland,2010.0,0.19,102,21.0,11.0,13.0,3,False,
31493,POL_10_31,Poland,2010.0,0.38,102,626.0,360.0,187.0,6,False,
31494,SI10_15,Slovenia,2010.0,0.5,102,16.0,11.0,13.0,3,False,
31495,SI10_21,Slovenia,2010.0,0.5,102,16.0,11.0,13.0,3,False,
31496,SI10_28,Slovenia,2010.0,0.094,102,630.0,362.0,16.0,6,False,
31497,EST_11_8,Estonia,2011.0,0.5,102,18.0,100.0,368.0,6,False,
31498,EST_11_14,Estonia,2011.0,0.38,102,18.0,100.0,368.0,6,False,
31499,EST_11_17,Estonia,2011.0,0.25,125,630.0,362.0,330.0,6,False,
31500,EST_11_24,Estonia,2011.0,0.094,102,628.0,17.0,17.0,6,False,
31501,BEL_11_103,Belarus,2011.0,0.5,102,16.0,11.0,13.0,3,False,
31502,BEL_11_154,Belarus,2011.0,0.19,102,632.0,13.0,334.0,6,False,
31503,BEL_11_163,Belarus,2011.0,1.0,102,16.0,11.0,13.0,3,False,
31504,316/-11,Germany,2011.0,0.19,102,16.0,11.0,13.0,3,False,
31505,WHO_Y,France,2011.0,0.38,102,16.0,11.0,13.0,3,False,
31506,POL_11_54,Poland,2011.0,0.25,102,21.0,11.0,13.0,3,False,
31507,POL_11_89,Poland,2011.0,0.19,126,18.0,100.0,368.0,6,False,
31508,POL_11_139,Poland,2011.0,0.5,102,16.0,11.0,13.0,3,False,
31509,POL_11_148,Poland,2011.0,0.125,102,633.0,13.0,12.0,6,False,
31510,SI11-15,Slovenia,2011.0,0.19,127,21.0,11.0,13.0,3,False,
31511,EST_12_19,Estonia,2012.0,0.125,102,631.0,100.0,368.0,6,False,
31512,EST_12_26,Estonia,2012.0,0.032,102,634.0,1568.0,12.0,6,False,
31513,POL_12_167,Poland,2012.0,0.032,102,16.0,11.0,13.0,3,False,
31514,POL_12_197,Poland,2012.0,6.0,102,16.0,11.0,13.0,3,False,
31515,POL_12_B2a,Poland,2012.0,0.064,102,16.0,318.0,13.0,3,False,
31516,POL_12_B3a,Poland,2012.0,0.5,102,16.0,11.0,13.0,3,False,
31517,SI12-18,Slovenia,2012.0,4.0,50,367.0,12.0,187.0,6,False,
31518,SI12-32,Slovenia,2012.0,0.094,102,18.0,100.0,368.0,6,False,
31519,SI12-44,Slovenia,2012.0,12.0,102,18.0,363.0,12.0,3,False,
31520,NG9701,Japan,1997.0,0.5,102,16.0,11.0,12.0,3,False,
31521,NG9803,Japan,1998.0,0.5,102,16.0,11.0,12.0,3,False,
31522,989000018,China,1998.0,0.25,102,16.0,11.0,12.0,3,False,
31523,989000168,China,1998.0,0.19,102,16.0,364.0,12.0,3,False,
31524,989000300,China,1998.0,0.19,102,21.0,11.0,13.0,3,False,
31525,989000443,China [Hong Kong],1998.0,0.094,102,635.0,100.0,335.0,3,False,
31526,989000163,Indonesia,1998.0,0.032,102,23.0,17.0,193.0,6,False,
31527,989000076,Malaysia,1998.0,0.25,102,18.0,207.0,12.0,3,False,
31528,989000021,Philippines,1998.0,0.032,102,636.0,17.0,189.0,6,False,
31529,989000027,Philippines,1998.0,0.19,102,18.0,365.0,13.0,3,False,
31530,989000038,Philippines,1998.0,0.19,102,18.0,207.0,12.0,3,False,
31531,989000039,Philippines,1998.0,0.19,102,18.0,207.0,12.0,3,False,
31532,989000375,Philippines,1998.0,0.032,102,373.0,17.0,193.0,6,False,
31533,989000070,Thailand,1998.0,0.125,102,18.0,365.0,13.0,3,False,
31534,989000077,Thailand,1998.0,0.094,102,18.0,365.0,13.0,3,False,
31535,989000080,Thailand,1998.0,0.125,102,637.0,11.0,13.0,3,False,
31536,989000438,Unknown,,0.38,102,23.0,17.0,193.0,6,False,
31537,NG9914,Japan,1999.0,0.38,102,16.0,11.0,12.0,3,False,
31544,IN_09_3306,India,2009.0,0.19,102,638.0,365.0,13.0,3,False,
31545,IN_10_167,India,2010.0,0.25,102,18.0,11.0,340.0,3,False,
31546,IN_10_1094,India,2010.0,0.25,102,18.0,11.0,13.0,3,False,
31547,IN_10_1148,India,2010.0,0.19,102,18.0,11.0,13.0,3,False,
31548,IN_10_104,Bhutan,2010.0,0.047,102,367.0,12.0,18.0,6,False,
31549,IN_10_116,Bhutan,2010.0,0.047,102,367.0,12.0,18.0,6,False,
31550,BX4109,Pakistan,2010.0,0.19,102,18.0,100.0,368.0,6,False,
31552,999000004,Unknown,1998.0,0.023,102,18.0,207.0,12.0,3,False,
31558,989000310,Jamaica,1998.0,0.125,102,636.0,12.0,194.0,1,False,
31562,WHO_F,Canada,1991.0,0.25,102,640.0,12.0,194.0,6,False,
31595,05_590_385,UK [Scotland],2004.0,0.19,102,645.0,368.0,194.0,2,False,
31596,05_590_246,Russia,2004.0,0.125,102,16.0,11.0,13.0,6,False,
31597,05_590_269,Russia,2004.0,0.125,102,16.0,11.0,13.0,6,False,
31598,05_590_290,Russia,2004.0,0.38,102,367.0,12.0,374.0,6,False,
31599,02801,The Netherlands,2008.0,0.75,102,16.0,11.0,13.0,3,False,
31600,01902,The Netherlands,2008.0,0.75,102,16.0,11.0,13.0,3,False,
31601,02201,The Netherlands,2008.0,0.75,102,16.0,11.0,13.0,3,False,
31602,GC_0806956,Armenia,2008.0,0.19,102,627.0,12.0,329.0,6,False,
31603,590_344,Bulgaria,2008.0,0.25,102,16.0,11.0,13.0,3,False,
31604,590_163,Denmark,2008.0,0.38,102,16.0,12.0,12.0,6,False,
31605,590_318,Finland,2008.0,0.5,102,16.0,11.0,13.0,3,False,
31608,590_277,Poland,2008.0,0.094,102,367.0,17.0,193.0,6,False,
31609,590_267,Slovakia,2008.0,0.25,102,367.0,12.0,371.0,6,False,
31610,GC_0818546,Spain,2008.0,0.5,50,1006.0,205.0,187.0,6,False,
31611,GC_0804060,Spain,2008.0,0.5,102,21.0,11.0,13.0,3,False,
31612,590_302,Turkey,2008.0,0.25,102,632.0,13.0,334.0,6,False,
